Feature,ZMYND8_1,ZMYND8_2,ZMYND8_3,ZMYND8_4,AAVS1_0,AAVS1_1,AAVS1_2,AAVS1_3
CFAP77,0,0,0,1,0,2,0,0
SRSF10,5391,3713,4287,3889,2919,4996,5238,6192
HBA2,0,0,0,0,0,0,1,0
DUSP28,179,136,149,150,107,119,148,149
CCDC9B,41,29,44,35,44,36,32,26
NBR1,2410,1605,1826,1784,1423,1701,2043,2189
OR2G6,0,0,0,0,0,0,0,0
RALGAPA2,1320,787,937,857,855,779,1155,1038
NDOR1,395,322,364,332,376,289,371,262
FBLL1,0,0,0,6,0,0,0,0
NKAIN2,0,0,0,0,0,0,0,0
PAQR9,0,0,0,0,0,0,0,0
CLEC20A,0,0,0,0,0,0,0,0
CFAP54,0,0,0,0,0,0,0,0
NPIPP1,132,110,115,62,48,122,104,144
CLN3,346,307,346,440,245,237,401,243
FAM72B,998,614,797,739,615,890,869,1114
ASAH2,0,0,0,0,0,0,0,2
SUMO2,8034,6028,6044,6506,4807,6350,7121,7388
NANOS1,186,102,158,158,134,195,181,214
HMX3,556,363,485,502,523,308,553,310
GOLGA8M,626,427,498,546,367,460,493,550
ZNF177,75,68,64,47,27,53,54,48
RTL6,1024,592,658,726,765,872,1097,1018
DPYD,1059,531,769,738,580,616,977,1002
S100A16,0,0,0,0,0,0,0,0
PTAR1,570,357,421,482,333,601,532,856
CC2D2B,1,0,2,4,0,5,3,1
RNASE9,0,0,0,0,0,0,0,0
SAXO2,0,0,2,0,0,0,0,5
LINC00319,0,0,0,0,0,0,3,0
H1-9,0,0,2,0,0,0,0,0
RHCE,6,3,9,4,3,0,8,2
C2orf80,0,3,0,0,0,1,0,0
IDO2,0,0,0,0,1,0,0,0
PARVB,1723,1263,1519,1632,1548,1320,1746,1402
TEKT4P2,2,4,2,4,5,5,2,7
SLC4A5,17,8,20,14,12,17,24,26
UROS,1665,1232,1344,1347,1284,1197,1595,1306
CYP51A1-AS1,0,1,1,0,0,0,0,0
ZDHHC9,522,348,384,413,480,458,637,605
ZBED6CL,10,13,16,22,3,12,8,3
QRFP,18,7,3,9,4,4,8,8
OR13D3P,0,0,0,0,0,0,0,0
SMIM15,1610,1058,1160,999,1006,1561,1638,2060
OSTN,0,0,0,0,0,0,0,0
FAM221A,53,36,28,40,18,49,48,51
TMEM120B,575,403,453,436,523,435,509,449
FSIP2,1,0,6,1,2,1,2,0
RBM34,1534,1103,1168,1254,958,1420,1371,1760
NOXA1,7,2,7,18,5,3,6,7
TBC1D3P2,0,0,0,0,0,0,0,0
TMEM198,21,17,21,11,9,4,10,12
BCL2L15,2,11,17,2,3,8,7,5
FZD9,8,5,11,7,14,1,8,8
TMSB4XP2,0,1,0,0,2,0,0,0
SPRED3,3,2,2,3,1,1,4,2
PLET1,0,3,0,0,0,0,0,0
ADRB3,0,0,0,0,0,0,0,0
SKOR1,32,16,18,12,30,7,12,2
PRELP,0,0,0,0,0,0,0,0
PLA2G2E,0,0,0,0,0,0,0,0
ZNF548,493,375,426,415,236,414,448,405
MTF1,1454,1037,1214,1091,896,1092,1285,1394
TMCO2,0,0,0,0,0,0,0,0
ZNF322P1,0,0,0,0,0,0,0,0
SHISA6,0,0,0,0,0,0,0,0
TMEM201,796,585,773,707,762,639,965,660
NHLRC3,185,153,165,168,75,152,147,195
HMX2,979,612,710,813,787,690,1009,695
SNTN,0,0,0,0,0,0,0,0
ZDHHC11,54,39,70,54,75,64,85,57
CALHM6,0,0,0,3,1,4,4,1
CNR2,17,18,15,19,20,24,17,20
LINC00910,59,32,37,58,38,39,39,42
SLX4,752,463,601,565,558,462,581,576
GLRA4,0,0,0,0,0,0,0,0
DPPA3P2,0,0,0,0,0,0,0,0
ENTPD8,0,0,0,0,0,0,0,0
RPL14,26182,20491,21248,22014,19488,19837,26120,21819
BEND4,0,0,1,0,0,2,2,2
RPSAP47,0,1,0,0,1,0,1,0
FAM78B,1,0,0,0,0,1,0,0
ZNF563,0,0,0,0,0,0,0,0
TMC3,0,0,1,1,1,0,0,0
RPL10AP2,3,6,3,1,1,3,2,1
FBF1,347,238,268,306,338,285,344,270
KLRG2,0,0,1,0,1,0,1,0
ASTL,2,3,3,4,0,3,4,4
MSL1,3259,2321,2619,2471,2034,2402,2894,3151
LRRK2,0,0,0,0,0,0,0,0
GJB3,0,1,0,3,0,0,0,0
INSYN2A,0,0,0,2,0,0,0,0
TRMT2B,684,423,569,481,511,474,644,452
HACD4,513,385,443,422,286,440,525,634
CFAP126,0,0,0,2,0,8,0,3
USP32P1,270,239,313,247,172,198,173,252
NYX,0,0,0,0,0,0,0,0
FAM120AOS,1344,946,1059,1133,854,1009,1178,1117
UTS2B,0,0,0,0,0,0,0,0
C9orf152,4,0,0,0,0,0,1,0
NOC2L,3637,2698,3130,3015,3330,2782,3637,2688
MSANTD1,6,10,7,12,4,10,17,3
AADACL3,0,0,0,0,0,0,0,0
DHFRP1,4,1,2,1,7,2,5,5
NELFB,1859,1424,1526,1697,1504,1156,1901,1233
SLC15A5,0,0,0,0,0,0,0,0
LIPI,0,0,0,0,0,0,0,0
LRRC66,0,0,0,0,0,0,0,0
ZNF292,1157,766,997,973,598,1235,893,1547
HUS1B,4,2,2,5,3,1,5,0
KCTD21,168,103,120,110,91,52,115,109
SBSN,0,0,2,0,0,1,0,2
ADAT2,141,109,175,151,101,151,174,210
KIR2DL4,0,1,1,0,2,0,1,1
SHLD2P3,0,5,4,1,0,0,0,3
VHLL,0,0,0,0,0,0,0,0
ZNF567,262,214,172,212,162,264,230,308
NDUFA4,3570,2632,2733,3253,2370,1964,3181,1898
ANKDD1B,3,3,1,5,3,2,12,3
ALKBH2,276,229,273,298,245,262,297,244
RNFT1,515,410,434,402,293,462,525,614
RNF222,0,1,0,0,0,0,5,0
RELN,0,0,0,0,1,0,0,0
FAM111B,69,40,76,72,45,89,82,155
APOD,0,0,0,0,0,0,0,1
H1-0,332,229,295,323,240,268,333,233
LITAF,431,271,338,320,333,315,419,443
VSTM1,0,0,0,0,0,0,0,0
TMEM120A,388,299,305,346,255,217,254,221
ARID2,1826,1100,1356,1269,933,1615,1421,1827
RIMKLBP1,0,0,5,4,0,0,0,2
SF3B3,11426,7333,8200,7832,7900,7535,10855,8838
BLOC1S3,739,531,618,645,450,383,454,447
SP6,5,0,0,0,2,0,2,0
ANKRD34B,0,0,0,0,0,0,0,0
PLAC9,3,2,4,2,2,10,0,1
NKAPL,39,46,40,31,16,28,22,42
UBE2Q2P1,11,6,9,6,3,6,6,2
CLDN4,0,1,4,0,9,5,0,0
ZNF573,39,27,43,33,23,31,28,42
CRYM-AS1,3,2,1,3,5,5,5,1
GRAPL,14,4,21,14,0,9,11,4
FAM47E,0,0,1,1,0,0,0,5
JPT1,4040,2979,3316,3763,2845,2557,3663,2449
ZNF527,159,158,181,118,119,130,139,196
TNRC18P3,0,0,0,0,0,0,0,0
ZAR1L,0,1,0,0,0,0,0,0
S100A13,27,25,20,21,28,13,21,13
ZNF33A,752,536,637,537,387,717,560,894
OR14I1,0,0,0,0,0,0,0,0
PCDH18,0,0,0,0,0,0,0,0
DCAF8L2,0,2,0,0,2,0,0,0
ZNF600,0,1,1,3,6,7,1,1
BTBD8,24,22,34,36,23,40,34,46
DPY19L2P1,3,7,8,10,0,6,0,8
MAOA,4,8,8,3,7,3,1,1
PAX8-AS1,4,2,0,1,0,0,1,3
C15orf61,246,194,206,224,210,188,255,139
NUGGC,10,1,0,3,1,1,2,8
TSPYL1,1166,759,1011,955,812,881,1235,1142
SPANXN3,0,0,0,0,0,0,0,0
TRIM64B,0,0,0,0,0,0,0,0
PNRC2,3869,2506,2961,2943,2011,3368,3506,4477
DRICH1,0,1,0,0,2,2,2,3
LINC01164,0,0,0,0,0,0,0,0
GJB5,2,4,5,3,4,1,1,4
FHIT,1,1,0,0,0,0,0,0
ALKAL2,1,0,0,0,0,0,0,0
ZKSCAN3,119,84,78,108,51,53,70,73
RRP7A,3048,2133,2458,2657,2540,2031,2736,1996
LIN54,854,498,644,567,480,685,827,953
FAM53B,1820,1139,1418,1365,1833,1461,2073,1447
BNIP5,0,0,0,0,0,0,0,0
SLC25A51P4,0,0,0,0,0,0,0,0
S100A14,0,0,0,0,0,0,0,0
KAZN,918,473,629,648,601,666,789,754
SLC35E2B,901,646,826,833,611,478,837,588
RPS2P46,258,145,242,149,151,166,261,184
TOGARAM2,8,9,8,3,3,2,5,0
SPATA31D4,0,0,0,0,0,0,0,0
NEMP2,320,249,276,261,167,253,333,344
ALG1L,6,2,8,2,5,3,3,6
KIAA0408,1,2,0,0,0,0,9,3
GSPT2,37,19,33,13,23,22,22,19
TBC1D28,0,0,0,0,0,1,0,0
C8orf76,986,652,741,854,554,646,735,729
CXCL17,0,0,0,0,0,1,2,1
OR7E12P,0,0,0,0,0,0,0,0
OTUD6A,0,0,0,0,0,0,0,0
HMGB1,30723,23280,24274,23775,18528,28882,26442,32404
MMP23B,0,0,5,1,2,3,2,1
SH2D5,0,0,0,0,0,0,0,0
SPATA41,2,6,4,11,2,4,3,1
ZFP92,114,121,127,113,98,110,151,171
USP32P3,12,13,18,14,4,10,9,8
NCR1,0,0,0,0,0,0,0,0
GJB4,2,0,0,2,0,0,3,3
BLOC1S2,738,570,728,711,563,676,758,768
SYCP2,23,25,35,20,15,39,15,52
ZNF724,119,70,102,75,87,171,111,196
IL1RAP,4090,2511,2734,2759,1847,3260,3359,4585
PTPRT,0,0,0,0,0,0,0,0
MYBPC1,0,0,0,0,0,0,0,0
PAX5,17,8,18,10,12,9,8,6
SPOCK3,1,0,0,0,1,3,2,1
ZNF676,0,0,0,0,0,0,0,0
ZNF699,20,15,45,22,20,32,16,18
ADAM5,0,0,0,0,0,0,0,0
TDRD7,2193,1438,1448,1369,1310,1390,2014,1744
CCDC189,434,276,357,414,248,232,324,177
OR8A1,0,0,0,0,0,0,0,0
KIAA0895L,259,210,264,251,131,182,195,161
HLA-DRB1,730,557,584,622,679,534,839,507
VN1R2,0,0,0,0,0,0,0,0
MYT1,0,0,0,1,0,0,0,0
AKR1C3,7,5,2,4,2,1,1,1
SPATS2L,316,220,243,232,184,250,308,278
ZNF250,184,166,205,213,146,125,166,130
WDSUB1,290,212,226,217,218,302,332,291
ZNF79,154,105,160,144,106,137,161,154
S100A4,6031,4777,5069,6413,4170,2899,4419,2648
PLEKHG4,327,265,279,334,271,191,306,222
FAT4,0,0,0,0,0,1,0,0
COLCA1,0,0,0,0,0,0,0,0
KIF19,0,0,0,0,0,2,0,0
ZNF681,0,0,0,0,0,0,0,0
ACADSB,897,613,651,579,497,773,835,887
STK40,980,590,755,725,621,535,759,562
RPS2P4,0,0,0,1,0,0,0,0
OR10J1,0,0,0,0,0,0,0,0
TMEM63A,231,143,208,200,138,140,194,118
CTSE,0,0,0,0,0,0,0,2
SEMA4A,2044,1355,1639,1472,1517,1487,2041,1525
MPHOSPH8,2743,2053,2426,2283,1686,2335,2093,2544
RNF216P1,437,334,349,380,366,317,394,337
EEF1A1P5,1400,964,1140,1022,774,799,1323,1008
GREB1,25,3,13,12,15,15,5,7
SIRPB2,528,345,430,398,420,311,427,423
ZNF766,1481,1078,1211,1166,830,1256,1226,1446
RYR1,0,0,0,0,0,0,0,0
SRGAP3,104,104,107,98,82,95,102,105
KRTAP5-3,0,0,0,0,0,0,0,0
FAM217B,834,580,652,558,463,552,729,855
TUBB,59372,41193,46361,46863,43202,41236,56695,46427
LCOR,1170,862,987,873,962,1208,1174,1652
SUPT5H,6209,4073,5098,5052,5592,4622,6443,4923
XPNPEP3,680,480,568,542,435,634,716,755
OR2C3,0,0,0,0,0,0,0,0
ZNF107,393,287,351,327,228,527,442,716
PPIA,55680,42822,44771,49467,35426,36793,46378,39051
ZNF471,0,0,0,0,0,0,0,0
OR10J3,0,0,0,0,0,0,0,0
ZNF836,92,82,74,83,61,59,94,97
ZNF493,66,60,74,75,33,73,56,92
GTF2IRD2,201,179,169,178,97,81,173,83
GRM7,0,0,0,0,0,0,0,0
SUPT3H,94,71,99,69,80,147,139,124
BECN2,0,0,0,0,0,0,0,0
NIF3L1,886,680,709,700,565,652,756,740
GARS-DT,331,221,256,278,186,241,246,217
ATP2A1,4,7,3,10,3,13,9,11
IARS1,7593,4790,5611,5020,5066,5894,8125,6872
MFSD14C,733,491,523,572,367,475,473,561
POM121,4214,2610,3261,2890,3510,3298,4590,3954
ZBTB44,2391,1536,1748,1684,1422,1981,2080,2715
GIMAP5,148,92,146,117,92,67,95,69
STK31,0,0,0,0,0,0,4,0
CGB7,0,0,0,0,0,0,0,0
NLGN3,10,12,6,17,6,7,12,11
OR8D1,0,0,0,0,0,0,0,0
ZKSCAN7,3,4,1,0,0,0,0,3
ZNF729,0,0,0,0,0,0,0,0
CD55,204,148,194,164,173,246,249,292
CPNE4,0,0,0,0,0,0,0,2
ZNF565,196,149,175,183,112,139,146,146
NTNG2,10,16,9,15,11,11,22,14
ELAVL3,0,0,0,0,0,0,0,0
WDR5,3573,2626,2794,2983,2403,2278,3326,2481
LONP1,7120,5018,6009,6085,5850,5086,6987,5165
C9orf163,4,4,4,3,7,1,5,0
TRRAP,2785,1684,2158,2015,1983,1989,2872,2353
SRGAP2B,979,735,821,834,573,873,789,1015
FUT4,6399,4443,5149,4867,4921,6286,7306,6994
ASB13,513,370,361,440,421,333,514,339
SLC35F1,0,0,0,0,0,0,0,0
ZNF34,126,88,86,126,92,94,120,104
ZNF781,0,0,0,2,0,0,0,0
OR4Q2,0,0,0,0,0,0,0,0
ZNF140,533,383,443,386,313,403,442,538
INCA1,2,5,8,5,5,1,5,7
ZNF774,14,4,13,10,11,20,18,14
PTPN1,1983,1302,1532,1489,1305,1415,1885,1681
OR10D1P,0,0,0,0,0,0,0,0
EVL,1098,770,832,915,703,732,795,637
THEM5,0,0,0,0,0,0,0,0
NOXO1,0,1,0,2,0,1,0,0
EPHB4,50,41,70,58,84,60,93,41
PRTN3,29379,22145,26829,25245,15513,12249,18330,12261
ZNF765,289,215,248,216,141,263,276,338
ZNF124,404,303,334,328,247,349,368,458
XRCC6,20182,13564,14935,14519,13658,12723,18001,15038
S100A5,0,2,0,0,1,0,0,1
C20orf204,9,14,8,7,8,2,7,9
PPP1R26,193,105,150,123,96,109,146,175
NBPF4,0,0,0,0,0,0,0,0
TSC22D2,186,120,162,174,136,182,167,235
CRYBA4,0,0,0,0,0,0,0,0
NPIPB15,0,0,0,0,0,0,0,0
ZNF569,298,222,248,230,190,327,315,436
ARMCX4,78,62,90,49,50,40,53,59
YRDC,641,533,499,524,576,408,808,538
ZNF777,653,414,511,505,558,569,735,603
PIK3R4,777,537,693,505,534,664,887,846
ZNF775,50,64,57,109,56,40,89,39
ZNF605,273,184,251,219,169,243,221,331
TRAPPC2,330,226,285,313,193,257,246,270
RFX8,147,113,157,184,79,73,64,87
MYL6B,631,473,527,673,534,409,561,393
ZNF799,236,167,214,248,111,166,179,243
FGF16,0,0,0,0,0,0,0,0
SIAH1,439,247,357,330,239,273,272,374
C20orf96,219,157,166,164,137,154,172,149
ESRRG,0,0,0,0,0,0,0,0
IPO4,2094,1373,1708,1691,2004,1738,2343,1820
NCOR2,3508,2391,2846,2758,3568,3199,3981,3327
SULT1A1,639,512,562,548,371,229,368,265
ARL9,0,1,0,0,2,0,0,0
PRPF40A,6745,4817,5445,4822,4098,7693,6207,9273
GDAP2,391,318,313,346,251,420,385,455
TCEAL3,0,0,0,0,0,0,0,0
ANAPC7,2105,1408,1594,1501,1313,1426,1827,1571
TPK1,614,473,441,470,337,398,504,506
SLC6A9,6,5,2,5,7,8,16,7
AFAP1,55,45,43,66,94,85,103,95
NACA,27676,20803,21108,23311,17702,16684,24464,17894
OR9K1P,0,0,0,0,0,0,0,0
MYO18A,2223,1478,1970,1872,1608,1425,1878,1533
OR2T3,0,0,0,0,0,0,0,0
SPTSSB,0,0,0,0,0,0,0,0
BORCS6,269,212,248,239,196,121,235,127
MAN2A2,1777,1243,1600,1514,1382,1122,1657,1270
MME,0,0,0,0,0,0,0,0
FAM72A,663,546,547,615,440,799,683,891
CCDC196,0,0,0,1,0,1,0,0
SULF2,6,2,5,4,23,6,15,16
HBG2,0,0,0,0,0,0,0,0
LAMA2,13,8,3,7,7,3,7,1
PFN3,0,0,0,0,0,0,0,0
PLXNB2,5213,3067,4110,3715,4418,3856,5494,4251
AJAP1,5,0,0,1,0,2,0,0
XRCC2,453,317,381,331,224,438,460,599
MYO6,0,0,0,0,0,0,0,0
MRTFA,3004,1916,2270,2279,2258,2059,2798,2060
MBD3L2B,3,0,0,0,1,0,0,0
HDAC2,6224,4466,4612,4753,3910,5643,5893,6725
ANKRD20A19P,0,0,0,0,0,0,0,0
ZNF782,104,83,65,76,36,79,71,73
POTEF,0,0,0,0,2,0,0,0
ZNF846,42,23,20,33,17,26,24,19
MMP1,0,0,0,6,0,0,0,0
ADH1B,0,0,0,0,0,0,0,0
UGT2B15,0,0,0,0,0,1,0,0
TCF4,211,151,188,152,208,343,332,373
WNK3,0,1,0,1,0,1,0,1
SDHAF3,634,454,450,474,387,412,589,521
HRH1,31,26,36,31,17,33,26,36
RABL6,4352,3074,3694,3599,3660,3371,4143,3360
ZNF136,262,219,218,284,99,172,211,200
ZKSCAN5,690,429,575,534,385,419,447,496
ZNF502,23,16,31,31,20,34,53,17
TRAPPC4,1009,812,821,878,696,630,915,691
TTC30B,154,160,128,148,103,171,194,237
SLC30A10,0,0,0,0,0,0,0,0
TECPR2,295,194,222,205,192,170,246,219
TLR7,3,2,7,7,14,1,7,14
FAM180B,14,15,16,6,4,2,2,2
LINC00173,1,0,0,1,0,0,0,0
ZFP62,324,244,286,268,229,246,310,272
ERI2,786,589,618,678,427,709,787,926
TOMM7,2567,2055,2078,2793,2308,1572,2565,1336
HSH2D,90,68,88,106,50,49,61,53
TRPV1,51,55,66,45,25,29,28,30
ZNF33B,305,228,198,273,194,260,310,339
ZNF512B,536,310,378,358,463,348,551,382
AMZ2,1080,721,917,997,679,889,1068,1037
ZNF431,651,594,624,635,378,639,518,855
ALKAL1,3,1,3,3,2,7,2,0
NF1,1357,845,1087,862,733,1163,1426,1568
VKORC1L1,1697,1254,1419,1310,1045,1432,1717,1774
ZNF418,2,10,2,1,0,0,2,0
DAPK1,14,13,2,4,3,7,13,11
LCE1B,0,0,0,0,0,0,0,0
HLA-DQA1,5,4,2,4,2,7,2,4
COL27A1,104,59,80,83,188,215,256,204
LINC01560,11,18,14,14,7,16,8,11
GM2A,2664,1891,2202,2227,2000,2007,2541,2355
H2AC13,3,3,5,5,9,3,2,2
CLPSL2,0,0,0,0,0,0,0,0
S100A2,2,1,0,0,2,0,1,0
SNHG17,432,335,415,386,325,281,340,237
ZNF700,828,649,770,786,353,515,536,508
POU3F4,0,0,0,0,0,0,0,0
OR14A16,0,0,0,0,0,0,0,0
CD47,1640,1192,1425,1309,1029,1736,1595,2053
OR52K1,0,1,0,0,1,0,0,0
TLE1,550,462,496,509,435,350,572,396
MAML3,167,114,119,115,140,137,146,165
H2AC11,58,36,32,56,26,30,40,46
STRN3,394,258,370,312,240,348,386,480
ZNF239,28,13,11,27,7,8,25,6
NPIPB10P,1,0,0,0,0,1,0,0
SPRR2B,0,0,0,0,0,0,0,0
CTBP1-DT,641,520,571,616,398,404,581,480
CHRNG,3,1,3,3,10,1,0,3
ZSCAN16,51,55,56,51,66,74,64,84
MVB12B,645,454,522,529,509,431,656,522
ILRUN,2564,1708,1902,1953,1775,1623,2152,1980
OR11G2,0,0,0,0,0,0,0,0
POTEI,0,0,0,0,0,0,0,0
ADA,1337,997,1093,1238,1014,953,1420,960
ARID5A,717,533,665,640,644,507,800,443
PATE2,0,1,0,4,0,0,0,0
PPTC7,953,806,817,719,683,967,1063,1296
KRT39,0,0,0,0,0,0,0,0
TOMM20L,0,0,1,0,0,0,3,0
RGPD4,0,0,0,0,0,0,0,0
NHLRC2,414,230,386,243,178,233,290,383
H2AC7,0,0,1,0,0,4,6,0
ZFP28,31,34,41,28,20,32,56,64
KIAA1211L,2,0,2,0,0,0,0,5
CBWD3,668,444,618,459,351,342,638,504
SCN8A,0,0,0,0,0,0,0,0
LAMB3,140,99,97,127,92,69,79,92
H2BU1,3,2,7,7,4,4,10,0
TEX43,0,0,0,0,0,0,0,0
KPNA5,60,38,68,62,59,100,84,100
ANKRD36B,337,298,312,328,195,405,212,396
ARHGEF12,492,317,322,343,404,485,592,631
HCAR1,0,0,0,0,0,1,0,0
ZNF252P,506,411,394,437,332,427,524,610
PDLIM7,1064,710,970,964,777,730,915,699
FLNA,34473,21094,27488,26093,35502,26748,42228,30729
TMEM26,0,0,0,0,0,0,0,0
RPS26P11,1,0,0,0,0,0,0,0
SRGAP1,10,6,5,10,3,2,0,7
FAM3C,650,458,503,486,404,654,582,834
NOP9,2305,1710,1876,1986,2099,1944,2310,2181
ZNF705A,0,0,0,0,0,0,2,0
SLC39A10,489,294,390,338,292,470,474,642
SCOC-AS1,33,14,29,36,22,12,18,17
CASP4,1444,1030,1076,1130,865,1062,1224,1176
AP2A1,4996,3179,3911,3827,3625,2739,4672,3095
ZNF585A,257,224,231,218,170,186,185,246
FUT11,223,157,229,225,150,167,196,201
NXF4,0,0,0,0,0,0,0,0
SMIM10L2B,1,2,6,2,4,2,1,0
ANXA4,961,687,703,811,695,697,916,880
LAGE3,429,383,359,474,345,239,397,166
GPRACR,1,0,0,1,0,1,0,3
WDR5B,184,148,194,202,70,106,140,139
FAM163B,0,0,0,0,0,0,0,0
NPIPB9,5,13,11,0,6,20,6,0
WDR45,554,399,523,481,360,324,397,329
