,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4.11_DMSO_rep.1,MV4.11_DMSO_rep.2,MV4.11_DMSO_rep.3,MV4.11_JQ1_rep.1,MV4.11_JQ1_rep.2,MV4.11_JQ1_rep.3,genes
2850,879,781,719,666,723,554,1546,1217,2403,1126,1696,1361,RPS29
2851,0,0,3,2,0,0,2,0,0,1,0,2,RRAS
2852,4,1,2,2,10,2,5,16,30,15,14,21,RRBP1
2853,240,212,213,180,159,124,825,676,1147,607,989,715,RREB1
2854,189,183,162,177,134,122,351,299,459,253,460,290,RRM1
2855,824,864,761,855,795,553,857,713,1238,897,1460,1051,RRM2
2856,2,4,0,2,1,0,3,2,7,0,2,4,RTKN
2857,45,48,39,38,17,24,11,6,17,7,20,21,RSC1A1
2858,42,33,48,38,28,22,34,36,51,38,45,27,CLIP1
2859,25,37,19,29,33,12,60,68,107,65,108,79,RSU1
2860,3,4,1,4,5,0,4,3,1,0,2,0,RTN2
2861,57,61,54,42,46,27,238,179,340,127,141,130,RXRA
2862,21,20,13,28,23,15,25,20,38,19,18,15,RXRB
2863,44,42,42,45,44,24,24,11,22,5,16,12,RYK
2864,1,2,1,2,1,2,0,0,0,0,0,1,RYR2
2865,69,45,67,43,46,20,3,0,1,0,2,1,SORT1
2866,0,0,0,0,0,0,0,0,0,0,0,1,S100A2
2867,4,1,2,7,2,3,178,152,277,128,174,157,S100A4
2868,0,0,0,0,0,0,29,22,34,13,10,13,S100A6
2869,0,0,0,0,0,0,37,41,47,10,5,6,S100A8
2870,0,0,0,0,0,0,13,10,22,0,4,1,S100A9
2871,0,0,1,0,0,1,25,21,31,19,34,27,S100A10
2872,24,23,21,18,14,14,85,70,91,50,50,51,S100A11
2873,0,0,0,0,0,0,0,0,0,0,2,0,S100A12
2874,4,5,14,9,4,5,3,0,2,0,0,0,S100A13
2875,0,0,0,0,0,0,0,4,1,0,0,0,S100B
2876,0,0,1,0,0,0,0,0,0,0,0,0,S100P
2877,18,27,6,20,20,9,13,20,26,5,10,8,VPS52
2878,117,126,115,151,110,58,203,169,314,166,197,175,SAFB
2879,6,9,8,9,1,1,5,12,23,7,18,7,ACSM3
2880,55,48,52,27,45,27,0,0,0,0,0,0,SALL2
2881,4,3,2,1,4,2,5,3,7,2,4,6,MAPK12
2882,35,46,37,48,40,26,18,11,27,12,23,8,SARS1
2883,7,6,5,3,2,5,11,14,21,10,17,10,TSPAN31
2884,29,47,36,60,51,33,49,50,84,61,104,55,SAT1
2885,0,0,2,0,0,0,2635,2015,3472,1841,2844,2223,SATB1
2886,2,1,0,1,1,0,5,10,8,7,3,1,SBF1
2887,228,249,174,227,200,145,164,140,221,144,190,129,MSMO1
2888,51,43,36,49,46,40,39,38,62,51,61,62,SC5D
2889,1,2,3,2,0,0,85,118,131,110,221,123,ATXN1
2890,146,102,88,114,118,70,109,78,163,77,105,113,ATXN2
2891,94,66,76,99,74,49,121,124,173,74,153,108,ATXN7
2892,314,310,308,313,236,213,234,193,315,199,323,241,SCD
2893,16,20,16,7,2,4,211,210,324,120,192,147,CLEC11A
2894,0,1,0,1,0,1,8,10,16,8,23,10,SCML1
2895,7,3,0,2,1,0,1,1,0,0,0,0,SCN1B
2896,9,2,2,3,2,1,0,0,0,0,0,0,SCN9A
2897,1,0,0,0,0,0,1,0,0,0,0,0,SCNN1D
2898,66,70,66,102,65,61,120,131,222,102,201,121,SCO1
2899,69,70,62,56,43,41,88,54,122,77,122,88,SCP2
2900,0,0,0,0,0,0,17,15,38,2,9,2,CCL2
2901,0,0,0,0,0,0,9,10,5,3,11,4,CCL3
2902,0,1,0,0,0,0,10,11,8,3,11,4,CCL3L1
2903,0,0,0,0,0,1,2,1,2,0,3,2,CCL5
2904,0,0,0,0,0,0,15,6,11,1,9,6,CCL23
2905,0,0,1,3,0,0,0,0,0,0,0,0,CXCL11
2906,7,9,8,10,5,5,6,6,7,4,4,4,CXCL5
2907,3,1,0,3,2,1,0,0,0,0,2,2,SDC1
2908,5,6,7,1,3,0,78,79,139,31,39,30,SDC2
2909,47,49,44,56,50,30,1,3,1,1,4,2,SDC4
2910,57,91,74,136,80,86,58,78,143,199,246,171,SDCBP
2911,102,119,78,117,112,81,111,112,158,128,186,129,SDF2
2912,29,32,30,39,44,21,31,24,49,46,27,40,SDHA
2913,114,108,117,78,92,70,92,86,130,67,124,102,SDHB
2914,76,85,94,84,70,55,75,63,92,58,83,84,SDHC
2915,156,186,161,134,149,108,104,79,116,56,100,56,SDHD
2916,176,175,177,197,162,138,115,131,184,132,166,139,SEC13
2917,22,31,39,31,30,12,34,33,38,26,31,24,SEC14L1
2918,0,0,0,0,0,0,2,0,2,1,2,1,SECTM1
2919,41,46,35,47,38,33,57,48,87,41,62,67,TRAPPC2
2920,28,40,43,48,45,36,153,149,206,153,247,171,SEL1L
2921,1,2,4,4,3,1,98,71,153,42,48,42,SELPLG
2922,3,5,2,2,2,2,2,0,4,0,1,0,SEMA3F
2923,1,3,0,4,5,0,0,0,0,0,0,0,SELENOP
2924,60,57,51,58,50,43,14,9,14,20,16,17,SELENOW
2925,23,51,27,49,23,33,92,73,105,102,115,88,MAP2K4
2926,2591,3098,2601,2934,2591,2079,2383,1955,3095,1734,2522,1974,SET
2927,31,30,29,18,16,11,40,46,64,33,23,25,SETMAR
2928,283,305,271,278,217,170,157,149,214,97,172,126,SFPQ
2929,0,0,1,0,0,0,0,0,0,0,0,0,SFRP5
2930,435,415,322,300,291,191,383,301,426,218,354,239,SRSF1
2931,1634,1616,1511,1629,1631,1144,1181,1042,1802,993,1519,1102,SRSF2
2932,1071,1144,951,1127,1025,797,1182,1008,1790,899,1410,1080,SRSF3
2933,269,348,288,313,231,156,277,236,343,208,340,232,SRSF4
2934,246,215,188,271,265,151,273,305,460,237,404,292,SRSF5
2935,741,760,638,738,740,485,694,633,1089,607,859,640,SRSF6
2936,1032,951,896,853,814,706,1162,800,1423,745,1265,769,SRSF7
2937,126,122,116,133,115,83,127,104,139,84,108,106,SFSWAP
2938,685,753,648,853,794,583,895,730,1302,981,1349,1108,TRA2B
2939,0,0,0,0,0,0,0,0,1,0,0,0,SFTPD
2940,0,0,0,0,0,0,12,13,20,5,25,14,SGCB
2941,105,112,104,93,61,58,3,3,6,7,7,10,SGK1
2942,0,0,0,1,1,0,3,0,3,11,16,5,SCG5
2943,4,6,3,9,0,4,0,0,0,0,0,0,SGSH
2944,28,29,27,37,31,12,66,47,69,43,31,37,SGTA
2945,2,3,0,0,0,3,0,1,1,0,0,0,SH3BGR
2946,14,5,4,13,5,2,27,18,47,17,33,28,SH3BGRL
2947,4,2,5,5,1,3,111,88,185,58,100,77,SH3BP2
2948,6,6,2,5,6,0,9,7,11,0,15,3,ITSN1
2949,101,102,96,89,54,57,142,130,171,122,197,119,SH3GL1
2950,6,12,8,9,7,2,0,0,1,0,0,0,SH3GL3
2951,51,47,38,46,30,41,15,18,35,11,26,21,SHB
2952,65,59,33,53,33,32,70,73,110,69,82,69,SHC1
2953,5,11,8,9,6,8,15,11,30,21,34,26,FBXW4
2954,0,0,0,0,0,0,1,4,7,0,1,2,SHH
2955,23,30,28,41,23,25,13,14,28,14,35,14,SHMT1
2956,68,53,33,69,43,33,62,65,130,79,67,84,SHMT2
2957,27,22,18,22,18,12,51,54,83,29,34,33,SHOX2
2958,179,166,166,156,133,103,199,178,269,184,205,176,SIAH1
2959,163,206,156,141,95,83,159,159,241,148,277,216,SIAH2
2960,65,63,101,84,90,50,130,89,138,90,165,88,ST6GAL1
2961,7,8,7,15,3,8,272,237,434,205,185,196,ST3GAL1
2962,83,95,89,65,58,38,18,20,49,20,21,15,ST3GAL2
2963,5,8,7,6,6,2,35,28,49,16,8,18,ST3GAL4
2964,1,0,3,5,8,1,41,37,59,30,65,43,ST3GAL3
2965,6,0,1,0,2,1,0,0,1,0,0,0,ST8SIA1
2966,163,136,114,175,117,82,168,157,281,140,267,166,STIL
2967,1,5,0,6,4,2,8,7,12,13,11,3,SIPA1
2968,12,14,11,9,7,11,5,5,14,5,5,8,SIX1
2969,0,0,0,0,0,0,9,8,15,7,13,11,SIX3
2970,106,103,84,182,124,98,173,144,248,161,299,206,SKI
2971,78,102,99,70,59,43,163,104,226,82,158,97,SKIL
2972,7,7,7,12,4,7,5,9,19,6,6,4,SKIV2L
2973,166,228,202,310,221,226,181,170,339,249,347,289,SKP1
2974,74,134,105,98,65,60,83,56,105,49,87,68,SKP2
2975,0,0,0,0,0,0,449,366,726,202,274,239,SLA
2976,0,0,0,0,0,0,5,1,5,1,0,2,SLC1A3
2977,0,0,0,0,0,0,2,0,0,0,0,0,SLC4A3
2978,11,12,16,26,9,12,194,182,279,134,187,156,SLC1A4
2979,400,434,390,537,445,340,783,512,842,548,872,606,SLC1A5
2980,585,615,521,611,543,400,434,375,660,329,488,411,SLC2A1
2981,188,204,189,187,165,108,60,59,90,29,67,41,SLC2A3
2982,2,6,1,4,3,0,5,3,3,0,5,2,SLC2A4
2983,0,0,0,0,0,0,14,6,24,4,5,1,SLC2A5
2984,809,890,755,964,846,582,660,565,1007,507,734,583,SLC3A2
2985,0,2,0,0,0,1,0,0,0,0,0,1,SLC4A1
2986,21,25,12,24,11,6,5,4,6,7,3,3,SLC4A2
2987,0,2,0,4,2,2,3,4,3,6,2,6,SMTN
2988,126,170,132,166,140,90,460,361,684,358,516,361,SLC5A3
2989,4,3,3,2,3,1,0,0,0,0,0,1,SLC5A5
2990,97,143,87,78,78,54,119,109,193,110,104,102,SLC6A6
2991,39,31,13,21,25,14,1,0,0,0,0,0,SLC6A8
2992,9,6,4,5,2,2,0,0,1,1,0,0,SLC6A9
2993,0,0,0,0,1,0,7,0,0,0,0,2,SLC6A13
2994,141,146,126,104,67,80,317,318,555,230,349,271,SLC7A1
2995,0,0,0,0,0,0,2,2,2,4,2,7,SLC8A1
2996,15,12,8,11,12,7,8,10,24,11,29,13,SLC9A1
2997,45,37,35,26,18,14,0,0,0,0,0,0,SLC9A2
2998,0,1,0,0,0,3,0,0,0,0,0,0,SLC9A5
2999,1,0,0,1,0,0,1,1,0,0,0,0,SLC11A1
3000,90,86,75,107,83,51,55,64,67,63,80,66,SLC12A2
3001,0,0,0,0,0,0,2,3,7,2,0,1,SLC12A3
3002,0,0,0,0,0,0,0,1,0,0,0,2,SLC12A4
3003,0,0,0,0,1,0,2,0,4,1,0,2,SLC14A1
3004,1,0,1,2,1,0,25,16,28,19,7,31,SLC15A2
3005,351,339,316,286,268,213,151,131,195,116,171,120,SLC16A1
3006,19,15,7,10,9,4,22,20,39,15,14,14,SLC19A1
3007,403,345,334,390,289,220,365,304,531,301,489,334,SLC20A1
3008,35,49,44,37,32,26,63,36,59,58,117,58,SLC20A2
3009,27,24,26,24,19,21,18,6,24,12,22,18,SLC25A1
3010,0,1,0,0,3,0,0,0,0,0,0,0,SLCO1A2
3011,0,0,0,2,3,1,1,1,0,3,0,0,SLC22A1
3012,15,7,10,3,2,5,9,10,21,5,9,4,SLC22A4
3013,18,9,8,15,10,6,9,2,9,1,0,4,SLC22A5
3014,0,0,0,0,0,0,2,2,0,1,3,1,SLIT1
3015,0,0,0,0,0,0,2,0,0,0,0,0,SLPI
3016,1,0,0,0,0,0,0,0,0,0,0,0,SMARCA1
3017,26,31,27,53,25,21,75,93,132,100,119,105,SMARCA2
3018,58,57,40,30,32,30,36,23,35,20,27,20,HLTF
3019,62,51,53,56,52,38,90,86,137,69,90,54,SMARCA4
3020,45,31,44,43,56,31,116,82,114,73,136,78,SMARCB1
3021,160,146,148,200,182,131,241,235,346,176,303,239,SMARCC1
3022,47,43,38,42,42,21,77,61,106,43,44,39,SMARCC2
3023,57,60,43,60,70,44,37,68,114,57,55,68,SMARCD1
3024,66,26,64,36,51,28,73,65,85,62,91,58,SMARCD2
3025,2,3,3,0,0,0,0,0,0,0,0,0,SMARCD3
3026,53,48,29,47,61,31,55,60,101,63,92,43,SMARCE1
3027,176,152,177,140,121,66,142,101,157,72,128,77,SMN1
3028,176,152,177,140,121,66,142,101,157,72,128,77,SMN2
3029,0,2,0,0,0,0,0,0,0,0,0,0,SMO
3030,4,1,2,7,9,1,2,6,12,5,9,9,SMPD1
3031,0,1,0,0,1,0,0,0,1,0,0,0,SMPD2
3032,119,119,105,115,89,85,69,65,114,54,96,54,SMS
3033,473,497,430,500,448,353,755,532,859,464,803,545,SUMO3
3034,538,576,479,504,477,355,672,462,906,446,633,577,SUMO2
3035,91,111,115,133,139,110,43,30,32,23,37,16,SNAI1
3036,34,52,48,30,39,29,58,44,78,47,91,53,SNAPC1
3037,56,77,60,81,92,42,82,66,124,100,84,111,SNAPC2
3038,19,29,27,43,21,25,30,20,47,41,58,46,SNAPC3
3039,30,19,14,14,13,4,21,17,38,24,20,30,SNAPC4
3040,0,8,3,7,1,7,0,0,0,0,0,0,SNCA
3041,2,5,4,0,2,0,0,0,0,0,0,0,SNCG
3042,467,446,361,480,459,361,3,8,16,18,13,18,FSCN1
3043,97,114,75,124,93,72,149,121,186,102,151,139,SNRNP70
3044,146,143,123,117,123,86,228,221,361,195,245,197,SNRPA
3045,194,197,154,175,149,102,179,168,274,128,266,184,SNRPA1
3046,216,297,196,254,232,154,459,310,582,291,252,299,SNRPB
3047,139,102,112,133,140,91,281,254,421,259,437,318,SNRPB2
3048,250,209,173,224,189,133,176,140,275,143,184,156,SNRPC
3049,660,520,515,558,506,467,639,500,879,475,969,597,SNRPD1
3050,148,152,111,185,136,93,220,155,312,175,225,198,SNRPD2
3051,171,223,152,211,211,156,270,218,359,231,361,286,SNRPD3
3052,467,499,440,486,359,319,368,281,574,245,335,306,SNRPE
3053,169,154,173,103,135,113,182,119,221,111,183,129,SNRPF
3054,400,406,404,414,395,291,427,333,646,316,559,402,SNRPG
3055,0,0,0,0,0,0,14,14,17,2,20,14,SNRPN
3056,16,20,15,12,11,7,0,0,1,1,0,1,SNTA1
3057,0,0,0,0,0,0,72,75,116,62,127,103,SNTB1
3058,75,51,43,72,52,30,85,79,124,74,139,81,SNX1
3059,34,39,33,51,59,34,82,61,109,67,128,80,SNX2
3060,27,30,24,31,30,40,2,0,4,1,1,0,SNTB2
3061,51,42,33,73,49,38,15,20,32,32,20,19,SOAT1
3062,250,286,211,293,302,220,133,118,263,169,253,200,SOD1
3063,268,324,271,266,263,195,99,96,127,97,147,98,SOD2
3064,2,0,0,0,1,0,0,0,0,0,0,0,SOD3
3065,21,28,24,25,26,8,66,45,73,21,23,36,CAPN15
3066,271,339,286,316,240,177,442,390,619,332,532,383,SON
3067,48,40,40,38,24,26,67,73,107,49,104,70,SORD
3068,0,0,0,0,0,0,31,26,52,19,34,24,SORL1
3069,73,61,59,100,54,56,50,30,80,27,50,38,SOS1
3070,15,13,12,31,17,13,30,27,61,29,38,39,SOS2
3071,15,19,11,10,7,2,2339,1839,3017,1519,2490,1821,SOX4
3072,26,31,27,14,8,5,1,1,2,0,0,1,SOX5
3073,75,84,84,70,60,36,61,45,83,24,58,45,SOX12
3074,158,174,143,138,140,86,176,137,224,132,167,104,SP1
3075,72,79,77,65,79,56,110,95,164,72,120,93,SP2
3076,204,248,234,225,214,140,278,205,460,210,397,260,SP3
3077,41,25,38,39,31,36,58,57,92,55,97,81,SP4
3078,34,16,25,23,4,13,65,55,122,56,52,51,SP100
3079,2,4,2,3,4,0,9,11,28,5,16,17,SPAG1
3080,134,122,124,181,132,112,30,35,62,47,63,52,UAP1
3081,0,1,0,0,3,2,0,0,0,0,0,0,SPARC
3082,53,49,46,67,52,54,53,34,69,52,94,62,SPAST
3083,49,18,30,40,20,21,32,35,39,31,39,19,SPG7
3084,0,0,0,0,2,0,26,20,47,22,26,28,SPI1
3085,1,3,2,3,0,1,17,6,16,5,2,9,SPIB
3086,0,0,0,1,0,0,2,0,1,0,1,1,SPINT1
3087,92,102,85,68,57,60,878,619,1121,590,913,778,SPN
3088,0,0,0,0,0,0,7,7,9,13,21,15,SPOCK1
3089,12,26,10,35,5,14,18,8,15,5,20,20,SPR
3090,88,80,69,31,28,22,0,0,0,0,0,0,SPTA1
3091,0,0,0,0,2,0,0,1,2,7,3,6,SPTAN1
3092,15,7,8,6,8,6,0,0,0,0,0,0,SPTB
3093,88,62,80,48,56,45,0,0,0,0,0,0,SPTBN1
3094,7,7,3,2,0,0,0,0,0,0,0,0,SPTBN2
3095,106,84,87,90,70,57,95,87,147,93,136,95,SQLE
3096,6,4,4,1,4,1,15,19,31,5,14,10,SRC
3097,8,21,20,28,26,13,3,0,8,2,3,7,SRD5A1
3098,29,49,42,53,45,26,26,38,79,41,50,40,SRI
3099,72,54,48,70,54,35,27,18,26,14,15,21,SREBF1
3100,40,25,33,21,18,14,42,47,65,37,53,51,SREBF2
3101,179,213,149,205,145,137,254,174,331,205,353,233,SRF
3102,141,160,96,115,113,65,200,127,259,129,183,118,SRM
3103,448,360,341,414,354,221,261,234,419,224,284,229,SRP9
3104,354,319,263,317,340,223,441,354,529,374,578,432,SRP14
3105,160,151,157,153,110,106,118,107,201,112,152,135,SRP19
3106,42,41,42,38,33,31,41,40,77,55,76,63,SRP54
3107,95,106,65,129,105,75,84,64,112,62,98,84,SRP68
3108,111,102,98,92,75,50,115,115,197,88,153,119,SRP72
3109,391,538,386,609,459,335,271,154,289,188,194,200,SRPK1
3110,28,27,17,32,29,18,11,21,42,24,23,25,SRPK2
3111,148,113,128,103,112,93,77,92,141,78,85,69,SRPRA
3112,11,11,6,18,9,4,50,48,69,32,38,33,TRIM21
3113,211,204,214,178,184,121,150,103,189,101,129,133,RO60
3114,499,412,396,376,367,238,243,234,350,235,371,218,SSB
3115,380,428,375,284,275,211,156,130,279,125,215,133,SSBP1
3116,184,175,183,153,138,116,219,160,285,139,231,162,ITPRID2
3117,278,266,254,320,311,191,438,315,581,311,521,344,SSR1
3118,108,92,82,90,70,74,185,162,277,131,197,187,SSR2
3119,199,230,181,159,149,118,195,178,329,187,270,189,SSR3
3120,12,19,11,12,16,12,19,34,79,27,10,27,SSR4
3121,160,170,167,169,123,88,188,191,291,161,262,205,SSRP1
3122,1,1,1,0,0,0,1,0,1,0,0,0,SSTR2
3123,11,34,16,23,30,22,0,0,0,0,0,0,SSX1
3124,1,4,4,8,5,4,0,0,0,0,0,0,SSX2
3125,70,66,66,63,67,38,95,59,110,86,85,77,SS18
3126,0,0,0,0,0,0,1,0,0,0,3,0,DENND2B
3127,111,109,107,133,108,115,98,100,179,91,132,118,ST13
3128,0,0,0,0,0,0,13,18,19,8,15,12,ST14
3129,35,31,25,11,11,9,15,17,30,2,9,12,STAR
3130,38,58,47,46,45,33,107,94,129,68,85,74,STAT1
3131,13,17,11,8,8,8,11,3,32,17,29,9,STAT2
3132,74,73,52,51,49,37,15,6,16,10,6,10,STAT3
3133,102,95,66,57,52,40,23,14,16,6,15,14,STAT5A
3134,38,29,35,26,29,11,13,8,12,8,13,16,STAT5B
3135,3,4,6,5,4,0,32,36,54,18,15,12,STAT6
3136,181,158,116,226,174,138,112,105,188,135,196,161,STAU1
3137,0,0,0,0,0,1,0,0,0,0,0,0,STC1
3138,101,91,90,98,80,71,130,97,195,108,154,126,HSPA13
3139,53,53,47,49,33,29,60,46,95,67,97,66,STIM1
3140,13,12,18,14,23,3,37,23,38,13,38,32,NEK4
3141,27,32,10,44,35,18,60,48,95,66,98,70,STK3
3142,72,78,62,111,83,76,140,127,243,119,177,116,STK4
3143,278,264,216,204,170,172,315,277,499,246,406,316,AURKA
3144,120,102,105,91,118,110,85,93,143,78,108,119,AURKAP1
3145,1,1,1,2,6,2,84,83,123,56,83,85,STK10
3146,28,40,30,37,20,7,71,41,69,43,59,51,STK11
3147,0,0,0,0,0,0,1,0,2,5,4,3,AURKC
3148,0,1,0,0,0,0,0,0,0,0,0,0,SULT1A2
3149,79,62,64,59,67,35,62,35,69,46,57,59,STRN
3150,13,7,7,5,6,7,5,5,26,3,5,1,STX1A
3151,44,45,30,49,53,32,20,18,29,14,30,24,STX3
3152,5,0,2,4,3,2,10,9,12,2,8,7,STX4
3153,7,10,13,20,10,12,28,16,34,20,29,24,STX5
3154,8,3,2,11,6,3,8,2,0,3,9,5,STXBP1
3155,1,1,0,1,1,0,2,6,11,7,4,3,STXBP2
3156,39,34,32,41,36,30,43,33,52,40,53,48,STXBP3
3157,46,48,29,47,24,31,46,36,71,31,53,53,STYX
3158,2,0,0,2,0,0,1,3,3,1,2,1,SULT1A1
3159,49,24,26,50,49,22,31,35,62,27,36,41,SULT1A3
3160,9,13,15,28,16,10,12,19,19,12,20,16,SUOX
3161,0,0,0,0,0,0,0,0,0,0,1,0,SULT2A1
3162,242,254,171,246,259,224,230,200,345,210,337,272,SUPT4H1
3163,26,59,27,56,44,28,129,117,214,89,61,119,SUPT5H
3164,19,30,11,21,9,15,14,11,30,15,6,25,SUPT6H
3165,14,14,6,7,5,7,6,7,7,6,10,3,SUPV3L1
3166,7,13,6,16,18,15,14,28,39,48,19,48,SURF1
3167,21,12,13,12,23,14,9,9,15,14,8,7,SURF2
3168,246,227,221,315,256,222,543,438,795,492,881,523,SURF4
3169,21,27,19,29,15,13,24,14,38,14,23,20,MED22
3170,412,297,360,290,255,211,282,211,296,163,247,231,SURF6
3171,46,54,50,51,52,42,52,46,74,26,61,53,SUV39H1
3172,0,0,0,0,0,0,36,30,21,20,12,15,SVIL
3173,7,9,5,17,17,4,20,20,31,28,44,31,VAMP1
3174,11,17,11,16,9,8,40,24,38,21,32,17,VAMP2
3175,48,51,53,53,36,45,59,45,77,51,64,66,VAMP7
3176,7,6,4,10,3,3,255,230,405,171,238,204,SYK
3177,0,0,0,2,0,0,0,0,0,0,0,0,SYN1
3178,0,0,0,0,0,1,1,0,2,0,4,1,SYN2
3179,0,2,0,1,0,1,0,1,2,0,0,0,SYP
3180,186,215,196,204,167,130,179,180,386,178,243,205,SYPL1
3181,1,5,5,7,9,1,0,0,0,0,0,0,SYT1
3182,0,0,2,0,0,0,0,1,0,0,0,0,SYT5
3183,0,0,0,0,0,0,1,0,0,0,0,0,TACR2
3184,2,0,0,3,0,0,0,0,0,0,0,0,TAC3
3185,31,67,45,47,57,40,205,186,289,145,280,186,TACC1
3186,121,124,88,122,85,71,141,108,152,83,134,111,ADAM17
3187,17,8,9,9,8,5,11,15,21,9,10,17,TADA2A
3188,71,62,60,54,57,34,113,92,109,71,151,62,TAF1
3189,47,42,37,37,26,26,39,50,69,48,66,40,TAF2
3190,65,70,70,72,32,32,68,49,75,65,103,47,TAF4
3191,101,111,80,92,77,79,101,68,117,66,137,64,TAF4B
3192,4,0,1,4,1,0,2,4,0,1,1,0,TAGLN
3193,32,51,27,54,30,28,91,62,122,55,114,72,TAF5
3194,18,13,12,15,13,9,10,8,17,10,12,17,TAF6
3195,354,375,329,401,382,229,521,376,663,375,543,475,TAF7
3196,366,321,344,475,499,404,334,263,516,314,497,344,TAF9
3197,8,10,11,13,6,7,21,16,35,18,14,19,TAF10
3198,47,38,27,35,28,17,48,33,55,37,67,35,TAF11
3199,24,27,35,62,63,72,49,49,80,84,97,132,TAF12
3200,0,2,4,1,2,1,2,0,4,2,0,0,TAF13
3201,76,65,59,95,82,49,128,87,155,98,198,145,MAP3K7
3202,256,227,197,186,184,137,0,0,0,0,0,0,TAL1
3203,0,0,11,2,0,1,0,0,3,0,1,0,TAL2
3204,178,149,138,188,163,118,186,201,295,175,257,240,TALDO1
3205,0,1,2,0,1,0,11,8,21,12,10,14,TAP1
3206,30,21,29,11,10,7,30,24,40,15,42,11,TAP2
3207,20,39,24,32,20,25,6,9,11,9,5,11,TAPBP
3208,25,31,25,13,13,4,114,104,166,72,111,88,TARBP1
3209,25,30,29,19,26,13,17,15,34,14,17,15,TARBP2
3210,365,276,300,252,267,174,206,160,234,148,246,156,TARS1
3211,17,18,16,11,3,8,4,7,9,9,14,10,TBX1
3212,2,2,5,6,3,7,5,4,8,13,5,6,TAZ
3213,165,174,184,188,157,113,300,207,343,245,479,266,TBCA
3214,555,511,459,457,499,402,454,304,553,320,552,360,TBCC
3215,53,60,53,94,88,60,38,35,58,37,57,36,TBCE
3216,93,114,102,158,111,100,153,156,231,137,184,159,TBL1X
3217,46,49,52,92,49,50,47,46,70,31,66,41,TBP
3218,10,6,4,1,8,3,0,0,0,3,0,0,TBX15
3219,4,9,4,3,6,4,0,1,2,0,0,0,TBXA2R
3220,0,0,0,0,0,0,7,3,11,6,5,7,TBXAS1
3221,68,71,53,75,75,53,135,103,129,100,118,89,TCEA1
3222,0,3,0,0,1,0,1,2,5,4,5,0,TCEA2
3223,143,186,181,137,140,118,274,260,477,251,347,316,ELOC
3224,30,27,18,30,24,8,36,27,46,25,13,43,ELOB
3225,276,292,237,320,263,163,229,225,342,206,287,237,ELOA
3226,223,201,152,274,192,154,1150,1014,1692,813,1045,891,TCF4
3227,23,14,20,22,26,26,93,73,107,61,98,78,TBX3
3228,208,219,164,181,157,110,365,297,507,240,330,251,TCF3
3229,14,15,5,7,9,3,0,0,0,2,0,1,TCF7
3230,25,42,25,37,48,23,23,20,22,20,22,26,TCF7L2
3231,28,21,23,37,36,32,1,2,5,1,1,1,ZEB1
3232,64,51,41,44,40,17,24,26,31,5,13,19,GCFC2
3233,52,59,58,52,65,29,66,49,104,64,70,75,TCF12
3234,29,20,18,23,20,22,0,0,0,0,0,0,TCF15
3235,6,3,6,4,3,5,40,32,53,40,42,30,ZNF354A
3236,28,23,15,38,16,6,46,39,44,39,36,41,TCF19
3237,86,50,52,53,37,42,73,82,95,71,127,63,TCF20
3238,63,87,64,91,77,62,109,80,132,107,114,91,VPS72
3239,156,109,86,92,74,46,81,89,115,64,89,54,MLX
3240,0,0,0,0,0,0,0,0,2,0,0,0,TCN1
3241,0,0,0,0,0,0,2,0,0,0,0,0,TCN2
3242,29,36,23,27,21,12,16,17,37,17,18,10,TCOF1
3243,746,787,651,758,692,599,488,416,755,389,733,454,TCP1
3244,5,12,5,11,4,3,11,21,33,16,7,15,TCTA
3245,3,6,10,0,7,2,1,2,3,5,4,2,DYNLT3
3246,0,0,0,1,0,1,0,0,0,0,0,0,TCTE3
3247,42,30,15,39,23,16,49,40,57,36,36,36,PPP1R11
3248,129,105,92,163,135,77,57,53,97,78,125,92,DYNLT1
3249,198,163,129,162,152,131,213,151,332,156,281,213,TDG
3250,0,0,1,0,0,0,0,0,0,0,0,0,TDO2
3251,26,11,6,16,11,12,13,11,20,14,4,11,PRDX2
3252,88,93,106,105,95,82,0,0,0,0,0,0,TEAD1
3253,16,19,11,12,15,4,0,0,0,0,0,0,TEAD4
3254,18,21,10,25,13,10,17,30,33,21,25,14,TEAD3
3255,19,15,8,10,6,4,12,18,15,11,13,7,TEC
3256,16,15,18,4,6,4,9,10,11,4,9,6,TEF
3257,610,679,579,817,701,525,700,629,1052,682,796,783,TMBIM6
3258,7,6,1,6,3,1,23,28,35,20,19,23,TEP1
3259,0,0,0,0,0,0,0,0,0,0,0,1,TERC
3260,44,31,31,35,28,33,78,86,140,86,118,87,TERF1
3261,22,41,27,64,50,25,57,48,86,69,80,84,TERF2
3262,2,1,1,2,2,0,0,4,1,0,1,0,TERT
3263,5,6,2,8,6,7,23,34,31,16,13,16,TESK1
3264,2,7,2,0,1,0,0,0,0,0,0,0,TF
3265,432,441,351,371,362,261,166,160,252,169,338,195,TFAM
3266,18,12,7,3,6,6,0,0,2,1,8,1,TFAP2A
3267,0,0,0,0,0,0,1,3,7,2,2,0,TFAP2C
3268,79,72,54,41,39,34,126,75,126,48,81,53,TFAP4
3269,56,59,47,52,44,37,128,111,171,69,141,69,TFCP2
3270,44,27,26,20,17,9,0,0,0,0,0,0,NR2F1
