,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4-11_DMSO_rep-1,MV4-11_DMSO_rep-2,MV4-11_DMSO_rep-3,MV4-11_JQ1_rep-1,MV4-11_JQ1_rep-2,MV4-11_JQ1_rep-3,genes
378,5,2,0,2,1,1,11,12,30,12,23,23,CACNB4
379,537,518,469,609,468,437,430,294,584,296,527,362,SLC25A20
380,1838,1774,1746,2370,2030,1475,2606,1749,2924,1841,2580,2342,CAD
381,1893,1787,1695,1754,1836,1438,0,0,0,0,0,0,CALB1
382,4863,5163,4508,6153,5769,4447,10166,8535,14910,9787,13739,12326,CALM1
383,24922,30021,25280,32216,29636,20913,16893,13402,22462,14112,24415,16046,CALM2
384,10947,10226,9281,11936,11049,8454,13936,10629,17263,11465,18654,13568,CALM3
385,21329,21441,21225,24510,23105,17984,34066,25665,41478,27141,42855,33658,CALR
386,5323,7130,5877,8406,6903,5391,3781,2740,4441,3025,4926,3413,CALU
387,13,17,12,12,20,11,2,1,0,0,2,2,CAMK2A
388,5,7,8,4,0,2,95,56,118,61,94,73,CAMK2B
389,2,2,3,5,9,2,592,500,699,496,853,603,CAMK2D
390,1427,1446,1332,1556,1519,1250,800,627,965,696,1124,804,CAMK2G
391,1726,1717,1598,1849,1901,1578,1208,1047,1658,1140,2000,1388,CAMLG
392,2,0,1,0,0,0,16,16,17,9,17,11,CAMP
393,21323,25748,21854,30542,26891,21432,20597,17627,29740,18686,30012,21873,CANX
394,337,412,331,398,395,355,4759,3436,6029,3466,5663,4342,CAPG
395,3289,3271,2941,3504,3623,2939,2845,2056,3493,2048,3910,2625,CAPN1
396,4168,4378,4042,5082,4519,3626,3657,3209,5538,3529,5200,3844,CAPN2
397,2,2,1,0,3,0,155,109,191,115,219,85,CAPN3
398,3679,4654,3836,5428,4765,3541,8422,6641,11726,7009,8933,9430,CAPNS1
399,38,22,20,24,21,18,61,53,86,55,82,81,CAPS
400,18766,22426,18944,26202,23336,18209,13422,11712,19868,12910,19491,15412,CAPZA1
401,4288,4336,4038,4655,4429,3219,1388,1160,1980,1130,2376,1497,CAPZA2
402,3559,3683,3263,3857,3781,2759,1187,893,1345,824,1695,979,CAST
403,3873,4452,3713,4920,4564,3290,7251,5178,8236,5635,9446,6786,CAPZB
404,3986,3552,3419,3684,3580,3082,2330,1723,2781,1847,3156,2140,CARS1
405,0,0,0,0,0,0,1022,777,1265,796,1337,974,CASP1
406,3734,3918,3484,4372,3866,2887,3416,2512,4175,2651,4280,2946,CASP2
407,1517,1789,1491,1721,1727,1402,1709,1376,2298,1450,2782,1634,CASP3
408,2,3,1,1,2,1,792,618,1228,715,984,862,CASP4
409,1584,1654,1534,1502,1486,1316,1024,709,1225,755,1468,882,CASP6
410,40,62,49,67,78,48,95,94,144,89,113,86,CASP7
411,502,627,483,600,576,354,367,260,362,257,650,243,CASP8
412,527,572,526,520,579,416,283,212,313,235,487,254,CASP9
413,436,411,431,473,441,335,289,171,321,197,339,265,CASP10
414,3856,4789,3916,4843,4528,3287,13140,10202,18367,10481,18613,12794,CAT
415,7,13,16,19,20,11,17,18,35,13,28,22,CAV1
416,3946,3609,3501,3560,3507,3021,1,1,1,0,7,1,CAV2
417,11,14,12,12,16,9,2755,2149,3743,1866,3692,2245,RUNX2
418,869,762,764,703,738,531,4484,3412,5553,3371,5625,3980,RUNX1
419,11,11,4,6,3,7,0,1,1,0,2,1,RUNX1T1
420,1751,1680,1497,1607,1547,1214,2517,1836,2902,1763,2789,2003,CBFA2T3
421,2,2,1,1,0,0,6915,5109,8298,4155,7213,4815,RUNX3
422,3451,3932,3369,4292,4061,3014,4460,3543,5837,3528,6826,4336,CBFB
423,882,1034,829,1201,1059,806,2287,1756,3032,1867,3469,2284,CBL
424,103,98,107,125,79,89,135,104,205,109,205,110,CBLB
425,2384,2663,2290,2880,2498,2017,1178,1018,1746,1125,1506,1390,SERPINH1
426,535,437,475,442,501,435,1402,974,1770,1026,1725,1312,CBR1
427,0,0,0,0,0,0,89,72,121,60,104,73,CBR3
428,4522,5043,4157,5892,5501,4065,353,277,420,332,429,307,CBS
429,214,268,157,304,248,167,110,59,110,49,93,97,KYAT1
430,1843,1514,1549,1534,1644,1389,890,611,1046,658,1257,763,KRIT1
431,10459,9066,8797,9438,9389,7492,4785,3464,5969,3521,6519,4088,CCNA2
432,8534,8273,8367,8516,9014,6919,5297,3911,7136,4297,6929,5135,CCNB1
433,6728,5466,5212,5502,5932,4812,2402,1760,2891,1866,3852,2160,CCNC
434,8764,7592,7444,8319,8053,6434,1681,1217,2045,1151,2569,1391,CCND2
435,9623,8621,9086,10513,9811,7840,7618,5560,9600,5732,9104,6735,CCND3
436,1715,1693,1600,1761,1845,1454,1160,992,1570,906,1661,1037,CCNE1
437,2101,1740,1850,2260,1934,1617,1651,1300,2349,1352,2386,1736,CCNF
438,2422,2705,2491,3034,2823,2218,3453,2815,4858,3062,5128,3528,CCNG1
439,20,27,23,19,12,18,318,240,412,226,485,232,CCNG2
440,1471,1503,1392,1449,1549,1205,471,355,478,362,646,438,CCNH
441,1744,1819,1605,1958,1816,1605,1305,1076,1879,1181,2119,1452,CCNT1
442,694,695,674,836,752,618,549,456,739,437,902,578,CCNT2
443,26180,24825,23376,26702,25362,20823,13879,10685,16853,11361,20327,12767,CCT6A
444,5,3,2,3,1,4,97,64,142,45,116,82,CD1D
445,155,197,156,224,174,156,0,0,2,0,0,0,CD3D
446,1,0,1,0,1,0,4326,3325,5677,3935,4293,4129,CD4
447,236,254,241,266,248,161,86,52,87,49,123,69,CD9
448,54,53,55,57,62,58,103,76,99,73,164,96,CD19
449,113,88,83,74,101,90,12979,10249,16947,10542,18646,12464,MS4A3
450,16,21,19,22,25,19,5,1,3,0,0,1,CD22
451,2,0,0,0,2,0,29,27,34,34,40,32,CD86
452,436,417,388,518,481,375,25,16,18,7,17,3,TNFRSF8
453,898,903,841,936,968,765,2835,2582,4724,2436,3336,3098,CD33
454,6,4,2,2,0,2,19,9,14,9,9,14,SIGLEC6
455,858,990,786,934,986,705,1319,1034,1623,938,1833,1084,CD36
456,1623,1574,1757,2051,1751,1375,1796,1326,2083,1385,1988,1553,SCARB1
457,1394,1495,1287,1627,1529,1088,644,522,863,544,823,582,SCARB2
458,18,9,6,15,15,7,3466,2639,4616,2756,3808,3440,CD37
459,2,1,9,4,5,2,60,54,86,31,86,50,CD38
460,547,448,423,516,545,416,438,368,581,381,607,425,ENTPD6
461,22,21,22,29,20,20,0,0,0,1,0,0,ENTPD3
462,266,268,242,274,261,183,137,93,188,115,206,130,ENTPD5
463,33,29,34,32,42,31,4,6,11,2,7,4,CD40
464,65,48,39,40,47,40,7851,6222,10332,6299,10508,7326,CD44
465,2421,2139,2109,2265,2432,1815,2837,2165,3634,2302,4306,2537,CD47
466,1,1,4,2,1,1,21,16,16,9,19,10,CD48
467,525,861,638,881,752,604,4102,3328,5675,3534,5867,4041,CD53
468,1350,1450,1335,1471,1531,1071,459,319,708,349,638,489,CD58
469,5270,4888,4552,5565,5500,4401,356,248,451,273,509,339,CD59
470,13220,13637,12233,16435,15313,12086,14046,11155,18698,11784,19026,13570,CD63
471,249,213,229,246,255,193,841,558,832,585,853,600,CD68
472,42,56,60,31,17,30,0,0,1,0,0,0,CD69
473,23,14,6,14,15,12,1477,932,1518,767,2185,1038,CD70
474,0,0,0,0,0,0,199,127,222,129,179,170,CD72
475,0,0,1,0,1,1,8949,6774,11156,7950,9549,8541,CD74
476,4,5,3,4,7,2,28,20,35,31,47,36,CD79A
477,5203,5764,5299,7199,6429,4902,8981,6461,10923,7279,10424,8840,CD81
478,798,904,906,1075,1028,743,5003,3734,6526,3824,6237,4312,ADGRE5
479,1743,1998,1865,2265,2019,1632,978,742,1224,694,950,966,CD151
480,1,0,0,0,0,1,35,14,40,26,20,34,CDA
481,14053,13607,13098,15778,13774,10411,6116,4610,8288,5025,9949,5685,CDK1
482,1418,1134,1211,1214,1216,952,405,312,446,303,658,360,LRBA
483,2481,2857,2678,3248,2941,2115,1399,1127,1808,1268,2049,1335,CDC5L
484,3414,3835,3263,3908,3766,2883,3705,3087,5735,3298,5858,4007,SEPTIN7
485,2260,2179,1962,2398,2383,1910,1341,1010,1681,1096,1952,1278,CDC6
486,1760,2076,1810,2549,2247,1548,2560,1955,3593,2106,2763,2922,CDC20
487,2849,2758,2726,2978,2860,2290,1271,971,1684,854,1736,1053,CDC25A
488,962,834,892,1021,923,664,1625,1268,2244,1430,2440,1722,CDC25B
489,286,331,241,402,325,259,413,349,597,354,513,430,CDC25C
490,3897,3857,3475,4018,3814,3169,1363,1118,1806,1113,2339,1318,CDC27
491,2624,3055,3057,3488,3276,2382,1569,1076,1921,1170,1736,1480,CDC34
492,11375,14148,12165,16628,14489,10487,14482,11672,20471,12779,19174,15252,CDC42
493,14,4,9,8,6,5,1,1,0,1,1,0,CDH12
494,169,104,94,135,140,115,1,1,1,2,1,2,CDH18
495,3146,3664,2943,3603,3488,2737,1923,1463,2327,1485,2874,1658,CDK2
496,180,163,157,191,168,129,170,154,256,159,196,172,CDK3
497,8060,9374,8024,10458,10236,7924,6423,5205,8559,5069,7189,6236,CDK4
498,955,1160,1001,1291,1263,899,995,663,1031,675,1062,831,CDK5
499,5281,5282,5272,6066,5771,4643,14741,11868,19263,12616,23398,15152,CDK6
500,1315,1091,1188,964,1068,884,543,393,561,322,753,415,CDK7
501,681,682,542,631,652,461,279,150,254,154,402,192,CDK8
502,439,424,437,559,431,275,405,334,407,297,416,292,CDK9
503,167,205,151,212,157,162,1453,1074,2066,1141,1512,1363,CDKN1A
504,1066,970,878,886,932,778,1677,1569,2606,1384,2755,1690,CDKN1B
505,1031,1066,1018,1111,1050,752,184,142,227,121,160,164,CDKN1C
506,0,0,0,0,0,0,5859,4543,7763,4763,7711,5605,CDKN2A
507,0,2,1,2,1,0,26,21,33,38,46,44,CDKN2B
508,1178,1639,1298,1902,1646,1155,817,698,1208,809,999,877,CDKN2C
509,272,323,279,338,310,233,1477,1107,2000,1138,2089,1268,CDKN2D
510,1705,1778,1653,1655,1710,1438,2974,2479,4083,2457,4528,3008,CDKN3
511,849,920,791,989,962,735,316,259,510,308,486,368,CDR2
512,24,35,20,22,13,11,0,0,1,0,0,1,CDS1
513,259,175,186,204,223,172,115,123,193,101,200,118,CD52
514,0,0,0,0,1,0,1,0,5,5,17,7,CDX2
515,20,17,31,29,17,15,2,0,0,0,1,0,CLGN
516,74,74,61,84,67,73,8730,6368,10967,5252,9075,6770,CEBPA
517,1445,1711,1459,1724,1554,1105,1019,792,1312,766,1113,832,CEBPB
518,191,224,220,181,190,151,2031,1487,2679,1355,2337,1660,CEBPD
519,4,2,2,3,6,1,23,16,34,19,13,19,CEBPE
520,1883,2014,1850,2088,1857,1434,3006,2405,3891,2064,4109,2358,CEBPG
521,7,0,6,13,8,4,4,7,18,5,29,19,CEL
522,1359,1462,1409,1351,1234,1031,1390,1065,1787,977,1975,1080,CENPA
523,897,1307,1150,1486,1340,1057,4144,3093,4964,3078,4539,3886,CENPB
524,489,479,459,402,418,341,364,221,361,248,586,254,CENPC
525,899,802,758,869,787,620,622,427,725,459,958,465,CENPE
526,3454,3272,2981,3571,3320,2519,4858,3945,6838,4071,6488,4646,CENPF
527,1,0,0,2,0,1,3624,2597,4160,2723,4985,3181,CES1
528,763,859,779,1078,945,703,1187,888,1324,948,1574,1098,CETN2
529,1417,1731,1483,1725,1706,1167,668,436,625,505,962,462,CETN3
530,24995,30456,26111,35714,32460,24788,49618,39658,66805,43398,65395,53007,CFL1
531,314,310,337,290,270,206,190,148,264,120,199,157,CFL2
532,8788,9195,9034,8815,8401,6351,4050,2849,4318,2656,5561,3178,CTSC
533,35,24,36,34,33,20,413,341,571,324,462,410,RCBTB2
534,5039,5254,4964,5510,5027,3993,3758,2858,4439,2650,5356,3241,RCC1
535,1702,1786,1712,1968,1827,1322,754,665,985,589,1139,715,CHD1
536,456,445,371,442,483,326,454,360,595,435,691,443,CHD2
537,573,663,623,722,646,476,2053,1497,2467,1497,2457,1765,CHD3
538,5244,4348,4618,4888,4807,3531,3863,2672,4084,2769,4342,3489,CHD4
539,3156,3180,2938,3574,3472,2477,1490,1032,1698,1178,1934,1268,CHEK1
540,159,118,148,169,147,99,5148,3913,6612,4393,7360,5451,FOXN3
541,6,2,1,3,2,4,9,7,22,16,24,14,CHGB
542,0,1,0,0,0,0,962,833,1608,791,1094,1175,CHI3L1
543,1530,1746,1399,1774,1585,1257,1429,1212,1917,1158,2121,1404,CHKA
544,108,86,86,91,122,94,433,453,687,405,588,534,CHKB
545,205,248,224,268,229,175,310,264,476,266,540,322,CHM
546,2906,2716,2702,2680,2677,2296,2287,2040,3191,1562,3220,2002,CHML
547,13,23,10,20,20,16,5,7,10,6,5,2,CHN1
548,82,72,49,82,84,52,3343,2671,4285,2538,4806,2874,LYST
549,277,255,257,244,276,192,20,23,32,20,36,26,CHRNA5
550,4,3,3,2,2,3,7,9,16,3,5,14,CHRNA7
551,140,128,104,105,113,69,260,190,346,156,242,195,CHRNB1
552,1076,1173,1000,1279,1103,864,478,359,650,389,799,383,CHUK
553,8011,8351,7781,10097,9522,7186,66,55,72,58,70,79,CKB
554,10357,9347,8657,10135,10172,8870,11500,8679,14190,9322,16934,11685,CIRBP
555,1596,1765,1493,1808,1452,1120,1303,1002,1595,833,1195,1033,CISH
556,1286,1924,1412,2199,1885,1373,6465,4774,8267,5326,6472,6337,TBCB
557,0,0,0,0,2,1,15,11,19,14,19,16,CKM
558,59,80,45,68,85,47,0,0,0,0,0,1,CKMT1B
559,362,321,303,401,376,345,186,144,228,143,199,224,ERCC8
560,17841,17613,15490,19564,18203,14034,6517,5112,8864,5320,11298,6451,CKS1B
561,2778,3287,3075,3703,3462,2318,2665,1865,3338,2165,3212,2452,CKS2
562,7805,7834,7689,8482,8595,7125,6573,4745,7712,5144,8596,6050,AP2M1
563,2710,2015,2392,1742,2246,2263,2908,1756,2153,1792,3744,1762,AP1S1
564,6628,5791,5504,6319,6625,5369,12554,9018,14599,9829,16888,11350,AP2S1
565,4157,5017,4139,5051,5004,3754,3055,2422,4158,2606,4397,3068,AP3S1
566,150,111,121,139,133,105,14,14,13,15,27,13,CLCN2
567,1855,1792,1766,2033,1829,1424,247,202,354,232,389,266,CLCN3
568,121,131,130,153,134,137,753,584,938,565,880,586,CLCN4
569,261,313,268,330,309,241,220,195,292,243,305,280,CLCN5
570,194,169,149,209,162,133,237,161,200,147,251,171,CLCN6
571,1058,862,934,974,875,733,1569,1164,1789,1161,1668,1304,CLCN7
572,14,11,18,22,23,11,275,191,289,205,304,277,CLU
573,38120,24182,30826,20588,27663,26706,14242,8940,11618,8480,16526,9114,CLIC1
574,1839,1857,1784,1830,1919,1503,4,19,20,12,36,21,CLIC2
575,547,505,515,664,592,449,1049,781,1284,867,1402,978,CLK1
576,799,689,686,863,821,611,627,462,725,491,823,588,CLK2
577,6,7,11,9,9,5,9,10,11,5,6,9,CLK2P1
578,385,391,344,463,376,345,475,356,645,385,622,524,CLK3
579,1334,1487,1202,1868,1615,1152,6766,5844,9494,6469,9469,7024,TPP1
580,861,917,886,1037,1020,812,603,509,846,488,733,606,CLN3
581,293,297,272,348,301,275,437,374,602,464,676,491,CLN5
582,7793,9234,8085,10707,9183,7192,9026,7064,11960,7336,12862,8400,CLNS1A
583,1230,1398,1307,1807,1570,1168,1767,1369,1867,1461,1800,1423,CLPTM1
584,8325,8653,8039,9432,8917,7249,7588,6097,10243,6495,10112,7712,CLTA
585,1088,1544,1312,1664,1515,1138,1545,1081,1790,1107,1569,1347,CLTB
586,20069,19039,17475,20864,19411,15377,11550,8383,13816,8768,19821,10030,CLTC
587,0,0,2,0,1,0,2114,1552,2560,823,1295,996,CCR1
588,1,2,0,0,0,0,38,39,63,17,27,19,CCR5
589,5,2,8,3,3,11,572,429,740,287,535,352,CCR6
590,8,14,5,8,8,7,2,6,7,0,2,3,CCR7
591,10,15,18,5,16,6,79,49,96,50,95,70,ACKR2
592,6,14,3,8,8,7,1,3,1,3,1,6,CMKLR1
593,111,85,70,95,113,62,526,353,620,363,546,453,LTB4R
594,0,1,0,0,0,1,14,9,17,13,12,15,ABCC2
595,126,148,109,180,145,104,297,196,332,189,310,240,PLK3
596,119,93,91,107,91,44,0,0,0,0,0,0,CNN1
597,3396,2934,2812,3206,3320,2633,7584,5380,8374,5830,8226,6769,CNN2
598,1811,1916,1721,2248,2014,1641,2885,2356,3856,2460,3698,2886,CNP
599,10,9,14,9,10,8,5,5,12,5,4,1,CNTF
600,16,12,12,9,11,10,6,6,4,6,10,9,COL1A1
601,270,249,242,245,287,213,0,0,0,0,1,0,COL1A2
602,228,198,205,223,213,169,10,14,15,11,17,7,COL4A2
603,20,30,30,29,20,22,5,2,9,6,7,2,COL5A2
604,8,9,9,15,16,11,59,50,66,63,61,51,COL6A1
605,6,6,8,6,8,4,43,37,51,16,35,32,COL7A1
606,3,0,0,1,1,0,19,19,23,9,16,12,COL8A2
607,10,6,8,10,2,8,0,0,0,0,0,0,COL9A1
608,7,7,5,7,4,5,233,159,370,219,246,218,COL9A2
609,6,14,9,11,1,5,269,201,342,187,332,253,COL9A3
610,147,202,143,216,163,134,29,23,50,28,66,12,COL15A1
611,8157,8439,8000,9252,9131,6481,7027,4954,8114,5180,10828,5836,COMT
612,3971,4463,4211,5153,4835,3517,3709,2885,5083,3073,5488,3817,COPA
613,3539,4321,3600,4486,4126,3184,2832,2214,3925,2413,4306,2768,COPB1
614,831,812,848,726,796,590,747,566,922,591,957,694,KLF6
615,2771,2564,2338,2614,2597,2071,1067,822,1367,903,1519,1004,SLC31A1
616,137,110,109,87,118,66,104,69,130,63,145,87,SLC31A2
617,149,94,98,117,112,105,95,82,122,107,120,104,CORT
618,106,108,96,92,80,77,78,50,87,72,114,69,MAP3K8
619,19698,20620,19330,23453,24041,18238,24248,18553,34147,20490,29062,26547,COX4I1
620,11154,12240,11381,13977,13864,10659,12458,9267,15946,9974,16025,12665,COX5B
621,19456,18851,18956,21595,21631,17101,11621,8992,16925,9784,16720,12457,COX6A1
622,9326,9653,9591,11723,11260,8565,11983,8858,16219,9791,12072,12876,COX6B1
623,16689,15623,15557,15388,16765,14191,22817,18456,34173,19734,30859,23969,COX6C
624,15305,16233,14810,18005,18954,14216,15346,11948,23152,13391,19563,17271,COX7A2
625,16372,14846,14690,15306,17280,11959,10861,8079,14747,8874,14719,10678,COX7B
626,28974,25301,24775,24778,27379,23297,16199,13571,24938,14690,20940,18376,COX7C
627,22584,22727,22024,26953,25288,19363,23288,16527,29672,17965,23133,20914,COX8A
628,606,717,576,815,748,494,684,523,988,625,945,749,COX10
629,2524,2360,2392,2338,2478,2118,1012,774,1389,808,1619,912,COX11
630,1118,1272,1155,1600,1355,1006,1330,1088,1793,1082,1578,1388,COX15
631,1100,1055,1050,1321,1208,959,1976,1586,2781,1733,3408,1998,CPD
632,38,49,37,32,50,33,29,26,34,30,44,24,CLDN7
633,10,2,3,5,7,4,2494,1839,3211,1969,3148,2350,CPM
634,2511,2319,2216,2266,2275,1783,1892,1344,2103,1178,3080,1363,CPOX
635,25,26,30,29,26,14,26,25,40,24,49,32,CPS1
636,1759,1785,1681,2054,1997,1631,13378,10476,17707,11006,19816,13619,CPT1A
637,42,41,38,44,41,26,210,197,274,174,292,179,CPT1B
638,782,751,774,823,803,587,1017,800,1462,810,1580,1110,CPT2
639,18,19,14,22,18,8,5,3,8,4,6,3,CRABP2
640,93,117,92,139,104,108,397,265,457,280,424,358,CRAT
641,848,841,821,961,938,761,2126,1803,3120,1791,3566,2168,CREB1
642,1123,1204,1159,1391,1311,995,1046,876,1499,938,1372,1073,ATF2
643,885,821,793,853,895,594,839,610,1016,652,1140,743,CREBBP
644,545,649,598,681,635,523,1300,839,1346,891,2017,966,ATF6B
645,296,312,237,305,281,240,465,394,649,443,803,468,CREBL2
646,1460,1557,1423,1539,1502,1154,391,334,601,353,667,419,CREM
647,1,1,0,0,1,1,3146,2365,4046,2527,3490,3253,CRIP1
648,738,665,743,904,829,650,697,526,887,563,971,746,CRK
649,8800,9938,8571,10974,9854,7665,1571,1285,2313,1329,2430,1608,CRKL
650,1416,1648,1354,1784,1630,1341,427,339,638,360,666,419,CRY1
651,339,356,333,449,404,289,194,141,260,200,306,228,CRY2
652,298,289,293,268,318,224,0,1,2,0,2,1,CRYAB
653,25,25,27,27,26,21,0,0,0,2,0,2,CRYBA4
654,0,0,2,4,2,2,3,8,17,9,18,3,CRYBB1
655,16,20,22,24,38,16,29,16,21,21,25,24,CRYGS
656,12,17,17,14,22,13,0,0,0,1,0,0,CRYM
657,2649,2947,2732,3391,3028,2193,397,289,496,317,622,347,CRYZ
658,10786,10448,9786,10606,10717,8355,6656,5582,9036,5576,9773,6394,CS
659,2415,2288,2037,2536,2491,1934,1138,1025,1578,1070,1872,1240,MAPK14
660,10247,10853,10276,13570,11721,9003,6495,5052,8749,5476,8377,6321,CSE1L
661,63,55,49,29,34,28,1,3,0,2,6,2,CSF1
662,0,0,0,0,0,0,732,578,920,544,900,677,CSF1R
663,0,1,2,2,0,0,407,273,565,266,464,346,CSF2RA
664,0,0,0,0,0,0,1004,917,1388,819,1408,992,CSF2RB
665,0,0,0,0,0,0,581,547,809,612,783,592,CSF3R
666,1032,1210,1003,1452,1353,928,2654,2051,3578,2192,3025,2709,CSK
667,3007,3631,3232,3891,3453,2512,2734,2015,3392,2149,3724,2440,CSNK1A1
668,2540,2727,2519,3165,2803,2112,2521,1837,3086,1954,2849,2246,CSNK1D
669,991,966,867,931,967,765,1829,1242,1825,1328,2311,1439,CSNK1E
670,4166,4241,3824,4800,4293,3365,4910,3674,6238,4053,6370,4563,CSNK1G2
671,603,616,623,627,643,497,503,383,748,408,801,528,CSNK1G3
672,2778,2668,2683,3173,2880,2349,2508,1787,3056,2108,3750,2350,CSNK2A1
673,1081,960,817,1049,1042,695,228,160,252,170,395,187,CSNK2A2
674,16945,14966,14565,16810,16821,13333,5972,4601,7671,5199,7531,6054,CSNK2B
675,0,3,0,2,1,0,4,7,20,8,16,4,VCAN
676,3,12,8,5,6,6,1261,925,1550,928,1265,1189,CSPG4
677,9,14,23,20,21,12,1103,847,1365,824,1468,1065,CSRP1
678,46,65,30,61,62,43,3,3,2,3,3,0,CSRP2
679,857,858,846,1064,973,682,1236,893,1477,935,1310,1194,SLC25A10
680,1256,1635,1296,1849,1706,1211,20519,15556,30273,16267,21045,22293,CST3
681,2,2,6,2,1,5,8962,6827,12580,7979,11927,9663,CSTA
682,8176,11245,9475,12771,11158,8341,4502,3300,5598,3861,5511,4096,CSTB
683,955,1223,1024,1237,1091,940,761,633,1119,646,991,786,CSTF1
684,1053,1200,1115,1369,1225,1006,470,453,766,431,681,631,CSTF2
685,2388,2470,2188,2720,2572,1983,3225,2422,4225,2530,4964,3054,CSTF3
686,339,407,417,411,470,340,429,289,490,341,568,371,CTBS
687,4947,4471,4361,4438,4785,3888,5146,4088,6393,4211,8313,5025,CTBP1
688,1,7,7,3,3,1,2615,1992,3404,2102,3497,2497,CTBP2
689,36,55,32,39,50,36,14,15,11,6,9,11,CTF1
690,347,444,374,444,437,358,46,48,59,35,64,57,CTH
691,2601,2637,2352,3006,2790,2284,2935,2244,3895,2359,4183,2883,CTNNA1
692,233,232,200,274,263,227,330,251,467,309,382,332,CTNS
693,8418,7970,7905,8546,8356,6826,6719,5422,9105,5795,9324,6675,CTNNB1
694,1207,1406,1215,1653,1422,1033,130,91,142,94,175,112,CTNND1
695,4363,4403,3988,4778,4655,3731,2828,2332,4016,2228,3870,2804,CTPS1
696,94,68,66,78,83,56,30,45,57,29,34,19,CTRL
697,1928,2105,1964,2322,2234,1785,2627,2057,3605,2306,3345,2891,CTSB
698,1449,1555,1565,1988,1738,1380,4124,2706,4579,2836,5271,3618,CTSD
699,0,0,0,0,0,0,8411,6717,11912,6772,9038,8617,CTSG
700,2795,3059,2770,3179,3257,2597,512,361,634,378,619,474,CTSH
701,49,44,50,45,37,39,67,62,119,79,145,102,CTSK
702,3398,4197,3877,4577,4201,3225,4,2,1,3,2,4,CTSL
703,48,56,64,67,62,46,20,16,18,16,39,16,CTSV
704,5,4,1,2,5,3,601,474,731,534,1029,605,CTSO
705,11,13,6,9,9,6,1185,947,1631,998,1710,1206,CTSS
706,4889,3375,3683,3006,3668,3777,4477,3066,3729,2995,5611,2946,CTSZ
707,1335,1370,1334,1713,1651,1284,2270,1784,2795,2053,3121,2377,CUX1
708,0,0,0,0,0,1,147,173,211,124,165,119,CX3CR1
709,34,39,24,29,30,25,4,2,6,1,5,3,CXADR
710,23,29,19,28,31,27,968,795,1333,782,1301,930,CYB5A
711,1445,1353,1341,1518,1340,1130,341,237,430,240,461,323,CYB561
712,768,700,674,845,809,625,3506,2238,3973,2372,3435,3143,CYBA
713,124,102,103,129,134,94,69,44,57,29,87,32,CYBB
714,5676,5635,5489,6496,6169,4712,8036,5577,9646,5843,8511,7545,CYC1
715,59,70,83,102,95,88,1042,835,1246,695,1479,874,CYLD
716,1,1,4,0,0,0,32,36,46,33,34,32,CYP1A1
717,0,2,0,1,1,0,3219,2518,3935,1984,3832,2465,CYP1B1
718,1,0,0,0,3,2,8,2,3,8,11,7,CYP2B7P
719,3,7,6,3,4,6,68,44,74,53,80,74,CYP2E1
720,75,61,60,52,68,40,10,2,11,12,9,4,CYP2F1
721,49,41,49,49,45,41,0,0,2,0,1,0,CYP3A5
722,11,17,17,11,15,11,0,2,0,0,0,0,CYP26A1
723,62,86,64,152,89,49,22,33,42,31,48,38,CYP27B1
724,4127,4236,4189,4739,4409,3539,1501,1256,2030,1418,2506,1560,CYP51A1
725,120,132,125,148,135,113,32,23,40,27,60,27,DAB2
726,91,78,70,115,113,72,0,2,1,1,0,0,DACH1
727,2890,3419,2897,4015,3390,2737,3220,2713,4774,3311,4258,3753,DAD1
728,2588,2543,2507,2647,2503,1926,216,142,277,162,249,209,CD55
729,396,403,386,544,476,389,480,355,755,487,767,563,DAG1
730,36,44,28,61,52,26,155,124,189,151,235,170,DGKA
731,4,2,3,1,2,1,133,102,184,87,149,120,DGKG
732,255,293,242,392,280,236,401,346,605,357,581,478,DGKQ
733,3669,3905,3630,4612,4191,3126,4410,3358,5885,3626,5749,4148,DAP
734,195,230,204,240,208,163,2,0,0,1,0,1,DAPK1
735,711,738,684,986,902,658,846,582,916,647,862,778,DAPK3
736,10925,12170,10928,13391,12720,10200,8538,6783,11336,7237,10194,8624,DARS1
737,2059,1969,1924,2037,2128,1645,1651,1229,2120,1203,2218,1477,DAXX
738,2934,2651,2665,2660,2849,2378,14317,10580,16850,11075,21573,13661,DBI
739,822,804,761,982,948,703,1115,783,1214,827,1036,937,DBN1
740,30,32,33,42,43,42,178,116,225,132,183,143,DBP
741,603,606,583,693,661,515,601,457,799,527,776,679,DBT
742,3373,2903,3093,3201,3211,2601,1462,1086,2139,1198,1679,1516,ECI1
743,615,788,707,636,646,506,1200,835,1581,841,1693,965,DCK
744,2214,2909,2454,3422,2778,2095,1946,1519,2509,1530,2405,1727,DCTD
745,1340,1430,1377,1851,1560,1248,2665,1880,3117,1978,2759,2444,DCTN1
746,8364,7347,7512,8922,7963,6295,4395,3352,5614,3755,5569,4313,DDB1
747,79,88,79,86,81,66,1525,1293,2129,1249,2129,1594,DDB2
748,6,2,6,4,3,10,0,0,0,0,2,2,DDC
749,1552,2076,1754,2256,1969,1502,6,11,6,9,10,10,AKR1C1
750,934,1018,872,1053,936,726,15,17,30,23,29,29,AKR1C2
751,4037,4063,3694,3360,3613,2850,320,196,332,255,478,269,GADD45A
