,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
RBM26,7.0,3.5,3.0,3.0,5.0,14.0,6.5,16.0
PERP,0.5,0.0,0.5,0.0,2.0,1.0,0.0,0.0
NPAS3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
CDH23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHPP,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
SLC28A3,1.0,0.0,0.0,1.0,1.0,3.0,0.5,0.5
RBKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
PBLD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
GOLPH3,107.0,95.0,16.0,23.0,110.0,111.0,95.5,150.0
CLSTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCC2,16.0,3.0,1.0,5.0,13.0,20.0,7.5,18.5
SNX16,3.0,1.0,0.0,1.0,3.0,1.0,4.5,6.0
POPDC2,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5
SAMSN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARVG,13.0,2.0,0.0,3.0,12.0,18.0,6.5,13.0
LRRC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPK,1.0,1.0,0.0,1.0,2.0,4.0,0.5,1.5
NPFFR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTP4,2.0,0.5,0.0,0.0,3.0,1.0,3.0,3.5
CRLF2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
MAGEF1,10.5,0.0,0.5,6.0,12.0,22.0,6.0,17.5
TMBIM1,40.5,18.0,1.0,13.0,37.0,46.0,24.5,41.0
VSIR,83.0,9.0,1.5,31.0,77.0,109.0,74.0,83.0
SLC39A8,10.0,18.5,1.0,4.0,12.0,20.0,17.0,17.5
DUS1L,6.5,1.5,0.0,3.0,4.0,6.0,6.0,5.0
RRAGC,27.5,6.5,2.5,8.0,37.0,26.0,16.5,37.0
FN3K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOD2,7.5,2.5,8.0,14.0,6.0,10.0,10.5,11.0
LIN7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLT1,264.0,94.5,9.5,52.0,261.0,256.0,137.5,280.0
XYLT2,10.0,0.0,0.5,6.0,10.0,13.0,1.5,9.0
IFIH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBSN,40.0,7.5,3.5,7.0,45.0,39.0,23.5,52.0
PDF,60.0,14.5,3.5,26.0,63.0,74.0,32.0,66.5
KIF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
NCAPG,9.5,4.0,0.5,3.0,8.0,8.0,5.5,14.0
ERAP2,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
NECAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD9,5.0,0.0,0.5,5.0,3.0,1.0,1.0,3.5
OSGEPL1,2.0,0.0,0.5,0.0,3.0,2.0,2.0,5.0
DPEP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3H1,12.5,1.0,0.0,6.0,16.0,7.0,3.0,9.5
IRF2BPL,23.5,11.5,1.5,5.0,24.0,17.0,9.5,28.5
POPDC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMS19,9.0,3.5,1.0,5.0,12.0,8.0,5.0,10.0
DNAJC1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
TFB2M,10.5,10.5,0.0,2.0,11.0,9.0,7.0,15.5
SEMA4A,12.5,1.0,1.5,6.0,15.0,13.0,2.5,15.0
PJA1,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2.0
ROBO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR3A,36.0,11.0,1.5,13.0,38.0,38.0,17.0,34.0
MLST8,15.0,1.5,0.0,9.0,12.0,12.0,4.0,18.5
HERPUD2,9.0,2.5,1.0,5.0,7.0,6.0,2.5,14.5
ATL2,90.5,53.0,10.5,16.0,86.0,132.0,63.0,117.5
MS4A6A,46.0,1.0,2.0,19.0,40.0,41.0,12.5,54.5
PDLIM2,9.5,0.0,0.0,5.0,7.0,15.0,2.5,9.0
TENT4B,48.0,33.5,10.5,13.0,49.0,38.0,39.0,56.5
RAB17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RHBDF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSCAN31,4.5,1.0,0.0,1.0,6.0,3.0,2.0,5.0
NOC3L,8.5,5.5,0.5,5.0,10.0,25.0,14.0,24.0
FBRS,75.5,41.0,5.0,26.0,71.0,75.0,43.5,73.5
RNF25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSD1,186.0,45.5,11.0,47.0,184.0,196.0,72.0,207.0
COP1,5.0,4.0,0.5,2.0,7.0,4.0,4.5,6.5
LMBR1,20.5,11.5,1.0,4.0,23.0,23.0,15.0,28.0
XPO4,60.5,36.5,8.0,8.0,55.0,56.0,39.5,75.0
NFKBIZ,9.5,53.5,9.5,2.0,15.0,4.0,5.5,14.5
ARHGAP9,1.5,0.0,0.0,2.0,4.0,1.0,0.5,3.5
HS1BP3,2.5,0.0,0.0,3.0,2.0,1.0,0.5,4.5
AZI2,8.5,14.0,4.0,2.0,12.0,14.0,24.5,15.0
HIF3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXN,4.0,0.0,0.5,0.0,2.0,4.0,0.0,2.0
SIL1,1.0,0.0,0.0,0.0,2.0,0.0,0.5,2.0
IKZF4,24.0,4.5,0.0,9.0,24.0,19.0,11.5,25.5
IKZF5,89.0,29.5,2.5,23.0,95.0,90.0,40.0,127.0
MMP25,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
ZMAT3,14.5,2.0,1.0,4.0,15.0,15.0,3.0,28.5
GMCL1,7.0,7.0,0.0,3.0,7.0,10.0,6.0,15.0
GMCL2,1.0,3.5,5.0,2.0,1.0,1.0,6.0,3.0
ZNF106,108.5,20.0,15.5,26.0,111.0,94.0,30.5,122.5
MPP5,11.5,4.0,1.0,3.0,12.0,11.0,3.0,15.5
AKTIP,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0
CDH24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CDH22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL25,4.0,2.0,0.0,0.0,5.0,1.0,1.5,1.5
ARAP3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
GZF1,75.0,32.5,2.0,14.0,77.0,56.0,55.0,104.0
TMEM267,4.5,5.0,0.0,3.0,9.0,10.0,10.5,13.5
TMEM168,22.0,12.5,3.5,7.0,23.0,36.0,12.0,30.0
MTMR14,15.5,8.0,2.0,12.0,15.0,15.0,9.5,23.0
SUSD1,3.5,1.5,0.0,1.0,5.0,3.0,5.5,5.0
DCLRE1C,99.0,30.0,5.5,29.0,101.0,102.0,54.0,141.5
ATG3,13.0,6.0,0.0,3.0,12.0,10.0,11.5,17.5
INF2,19.0,5.0,0.0,11.0,19.0,24.0,6.5,19.5
POLR1E,17.5,6.5,0.0,7.0,14.0,29.0,5.5,18.0
SUDS3,29.0,20.5,4.5,10.0,30.0,46.0,27.5,37.0
TTC31,16.5,3.5,0.5,3.0,22.0,18.0,7.5,21.5
CIAO3,5.0,1.0,0.0,6.0,3.0,9.0,1.5,9.5
ZDHHC6,6.0,5.5,0.5,3.0,7.0,9.0,8.0,10.0
PCNX4,3.5,3.0,0.5,2.0,5.0,6.0,2.0,5.5
ACTR6,1.0,0.5,1.0,0.0,2.0,7.0,1.0,6.5
MRPS25,78.5,20.0,3.0,30.0,83.0,89.0,30.5,99.5
NOM1,34.0,30.5,4.0,9.0,31.0,34.0,45.5,50.0
CSMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPSB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH8A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC7A,0.0,7.5,0.5,0.0,0.0,0.0,1.5,0.0
GPR135,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOSPD3,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0
GIGYF1,50.5,13.0,3.5,18.0,47.0,51.0,34.5,79.0
PLA2G2F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS16,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MFSD14A,40.0,49.0,6.0,12.0,43.0,52.0,50.0,84.5
CSRNP1,69.0,328.0,24.0,11.0,85.0,30.0,100.5,58.5
ANAPC1,4.5,2.0,0.0,2.0,4.0,5.0,2.0,5.5
GORASP1,25.0,5.0,2.0,9.0,27.0,23.0,7.5,28.5
COPS7B,23.0,7.0,3.0,8.0,23.0,30.0,14.5,23.0
NUCKS1,146.0,20.5,12.0,33.0,192.0,96.0,49.5,229.5
UNKL,27.0,6.5,4.5,14.0,27.0,39.0,12.5,39.5
WDR13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SMAP2,50.0,18.0,9.0,13.0,48.0,50.0,24.5,60.5
METTL17,3.0,1.5,0.0,0.0,4.0,1.0,0.5,4.0
ACBD3,40.0,25.0,2.5,6.0,42.0,37.0,17.5,60.5
MFSD1,28.5,27.0,2.5,12.0,23.0,22.0,28.5,45.5
PLPPR2,25.0,4.0,1.5,14.0,25.0,25.0,10.5,26.5
SMURF2,5.5,6.5,0.5,0.0,14.0,6.0,4.5,15.5
CCDC136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD3,17.0,4.0,1.5,6.0,16.0,13.0,7.5,17.0
C16orf58,15.5,0.0,1.0,11.0,16.0,11.0,5.5,18.5
ATPAF1,7.5,1.0,0.5,2.0,11.0,9.0,3.5,10.5
MARC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS3,32.5,38.5,8.0,21.0,29.0,48.0,47.5,36.5
FAM160B2,20.5,1.5,0.0,9.0,17.0,24.0,6.5,19.5
PARP12,0.0,6.0,0.0,0.0,0.0,1.0,11.5,2.0
GAREM1,10.0,3.5,0.5,2.0,16.0,10.0,2.0,10.0
ZNF574,50.5,16.5,7.0,14.0,53.0,32.0,28.0,49.0
CREB3L2,127.0,35.0,3.0,15.0,168.0,102.0,66.5,171.0
S100PBP,6.0,1.5,1.0,5.0,6.0,9.0,2.0,9.0
IPPK,22.5,11.5,2.5,10.0,25.0,33.0,18.5,28.0
MEAF6,27.5,11.0,4.5,12.0,25.0,30.0,16.5,34.0
CCDC14,1.5,0.0,0.0,0.0,1.0,4.0,1.5,7.5
ILRUN,119.0,22.5,9.0,20.0,117.0,92.0,32.0,125.5
ENGASE,15.0,2.5,1.0,7.0,13.0,18.0,5.5,15.5
PCED1A,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5
C11orf1,1.5,0.0,0.0,1.0,1.0,1.0,0.5,1.5
RMND5B,4.5,1.0,0.5,3.0,6.0,5.0,1.5,6.5
FNDC3B,69.5,71.5,27.5,19.0,73.0,74.0,77.0,130.0
MTHFSD,17.5,2.5,0.0,8.0,18.0,11.0,6.0,21.5
MICAL1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
CERK,27.0,2.5,1.5,23.0,25.0,36.0,11.0,29.0
AEN,208.5,128.5,10.0,46.0,180.0,263.0,139.5,183.0
RBM15,30.5,34.0,1.5,7.0,31.0,36.0,34.0,39.5
CRTC3,31.5,16.5,2.5,12.0,31.0,29.0,27.0,37.0
GINS3,39.0,12.5,1.5,14.0,31.0,56.0,24.5,38.5
TBC1D15,6.5,3.5,1.5,3.0,11.0,10.0,7.0,14.0
EPS8L2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LMF1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5
EXO5,5.0,0.0,1.5,2.0,8.0,3.0,2.5,7.0
IFT22,3.0,3.0,0.0,2.0,4.0,5.0,3.0,4.0
CEP85,80.0,13.0,8.5,19.0,84.0,62.0,29.5,82.0
DDX31,69.5,30.0,4.0,11.0,61.0,73.0,39.0,71.5
RMND5A,91.0,83.5,12.5,19.0,87.0,91.0,76.5,117.5
DEPTOR,6.5,1.5,0.0,5.0,6.0,5.0,4.0,6.5
IQCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARV1,9.0,0.5,0.0,4.0,9.0,13.0,1.0,11.5
NMNAT1,3.5,0.0,0.0,1.0,6.0,2.0,0.0,7.0
ELOVL1,41.0,10.5,1.5,13.0,36.0,42.0,24.5,44.5
KLC2,2.5,1.0,0.0,2.0,2.0,7.0,2.0,3.0
FBXL17,3.5,0.5,0.0,0.0,4.0,4.0,2.5,4.5
PORCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNPNAT1,36.0,17.0,1.5,10.0,38.0,49.0,30.0,53.5
ISL2,32.0,14.5,3.0,10.0,35.0,30.0,15.0,44.0
MARCHF7,82.0,71.5,12.5,14.0,74.0,102.0,56.0,147.0
SPATA20,2.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
YTHDC2,11.0,3.5,1.5,6.0,10.0,22.0,9.5,25.0
SLC13A3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0
TUT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIDA,3.0,0.5,0.0,1.0,5.0,3.0,1.0,5.0
USP46,15.5,7.0,2.0,5.0,15.0,23.0,17.0,20.5
NIBAN2,27.0,11.5,3.0,7.0,29.0,20.0,24.5,29.0
VWA1,4.5,1.5,0.0,5.0,4.0,2.0,1.0,2.0
PLEKHG2,3.0,5.5,0.5,2.0,5.0,5.0,6.5,5.0
DCLRE1B,49.5,7.0,3.5,22.0,49.0,40.0,21.5,58.0
NABP1,11.5,38.0,1.5,6.0,12.0,15.0,23.5,20.5
ARMCX5,2.5,1.0,0.0,2.0,3.0,6.0,3.0,3.5
METTL4,2.0,2.5,0.5,0.0,1.0,2.0,1.0,1.0
RFX7,28.5,13.0,2.5,10.0,32.0,42.0,13.5,65.5
PAPOLG,20.5,5.0,5.0,4.0,24.0,17.0,18.0,38.0
C12orf43,61.0,15.0,4.5,19.0,60.0,67.0,24.5,61.0
LPIN3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5
RANBP17,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0
BCL11B,2.5,0.5,0.0,0.0,3.0,2.0,0.0,3.5
CASD1,3.5,3.0,1.5,3.0,4.0,6.0,3.5,5.0
LRRC19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC30A5,19.0,11.5,1.5,4.0,21.0,31.0,16.0,32.5
CCDC71,14.0,1.5,0.5,5.0,14.0,9.0,5.0,11.5
RASAL3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC23,5.5,0.5,1.0,2.0,9.0,9.0,0.0,11.5
MRPL14,16.0,8.0,1.0,6.0,13.0,23.0,11.5,14.0
STAG3L4,10.5,7.0,1.0,4.0,17.0,15.0,7.5,18.0
NT5DC2,1.5,0.0,0.0,1.0,2.0,1.0,2.5,4.5
CENPH,2.5,0.5,0.0,1.0,2.0,2.0,1.0,2.5
MRPS26,38.0,4.5,0.0,10.0,33.0,43.0,13.0,37.0
MRPS24,10.0,6.5,1.5,4.0,9.0,8.0,3.5,9.0
MRPS15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
MRPS11,20.5,3.5,3.0,2.0,9.0,17.0,6.5,13.0
MRPS9,1.5,1.5,0.0,3.0,4.0,1.0,1.5,4.0
MRPS6,10.5,5.5,1.0,6.0,13.0,11.0,8.0,13.5
MRPS5,48.0,15.5,6.5,22.0,43.0,43.0,18.0,43.0
MRPL41,4.5,1.0,0.0,1.0,4.0,7.0,2.0,4.5
MRPL40,2.5,0.0,0.0,0.0,5.0,5.0,1.5,4.5
MRPL38,14.0,3.5,1.5,6.0,14.0,10.0,3.0,13.5
MRPL36,31.0,12.0,0.0,11.0,33.0,40.0,16.5,30.5
MRPL34,58.0,6.5,4.5,29.0,47.0,66.0,19.0,47.5
MRPL32,16.0,5.0,1.0,8.0,17.0,21.0,12.5,16.0
MRPL11,47.5,7.0,2.0,14.0,43.0,34.0,13.0,41.0
MRPL9,91.0,22.0,4.5,31.0,92.0,92.0,39.5,102.5
MRPL1,1.5,1.0,0.0,0.0,2.0,5.0,0.5,3.0
NDRG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC26A6,1.5,0.5,0.0,0.0,1.0,1.0,0.5,1.0
SLC26A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PINK1,6.5,2.0,0.0,4.0,2.0,9.0,1.0,5.0
REEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GPBP1,38.5,15.0,6.0,10.0,34.0,45.0,20.0,47.5
ACD,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0
RAPH1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TMEM237,2.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0
NBEAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CFLAR-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN4R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL44,22.0,9.5,2.0,7.0,20.0,18.0,8.0,25.0
VPS33A,7.0,0.5,0.0,2.0,7.0,7.0,4.0,7.0
NOL6,104.0,30.5,2.5,34.0,99.0,142.0,47.5,103.5
TMEM135,6.5,7.5,1.0,3.0,10.0,5.0,12.0,9.0
JMJD4,16.5,3.5,0.0,4.0,11.0,21.0,10.0,11.0
KRI1,88.0,15.5,1.5,27.0,85.0,96.0,35.0,88.0
MARCKSL1,107.0,41.5,13.5,26.0,73.0,73.0,49.5,73.5
UPF3B,5.5,1.5,1.5,6.0,7.0,11.0,1.0,7.5
UPF3A,5.0,0.5,0.0,0.0,3.0,6.0,2.0,3.5
RSRC2,434.0,207.0,48.5,62.0,389.0,366.0,150.5,427.0
INTS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNK1,77.5,23.0,4.0,16.0,97.0,94.0,26.0,104.5
NADK,21.5,11.0,1.0,8.0,19.0,17.0,17.5,21.0
ZFP69B,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5
SPATS2,2.0,1.0,0.5,1.0,4.0,2.0,1.5,4.0
ZSWIM4,6.0,2.0,3.5,3.0,10.0,5.0,5.5,10.5
CPLANE1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
ZNF649,8.5,1.5,0.0,2.0,10.0,7.0,6.5,14.0
MPPE1,10.0,0.0,1.5,4.0,11.0,14.0,1.5,15.5
COA7,110.5,46.5,3.0,26.0,108.0,129.0,70.0,110.5
PYCR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2Z,93.0,67.5,11.5,25.0,95.0,88.0,72.5,101.0
C8orf33,210.0,102.5,9.5,43.0,155.0,237.0,107.0,192.5
WNK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHA3,12.5,6.0,2.5,5.0,13.0,13.0,11.0,20.5
PHACTR4,19.5,24.5,2.0,10.0,21.0,29.0,21.0,26.5
BRD9,73.5,31.5,1.0,36.0,63.0,83.0,50.5,75.5
CAPRIN2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
GRAMD2B,9.5,1.5,1.5,4.0,14.0,10.0,2.5,16.0
AACS,7.0,4.0,0.5,4.0,12.0,2.0,3.0,6.0
ZBTB10,77.5,143.5,14.0,13.0,83.0,63.0,75.5,122.5
KCTD14,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
ZNF747,39.0,4.5,1.5,19.0,41.0,39.0,16.5,49.0
DLK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTKMT,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
FUNDC2,12.5,17.0,1.0,7.0,13.0,13.0,11.5,18.0
DDRGK1,4.0,0.5,1.0,3.0,2.0,8.0,1.5,3.5
MRPS34,54.0,6.0,3.5,30.0,43.0,62.0,18.5,44.0
CENPBD1P1,53.0,55.0,8.0,21.0,43.0,52.0,30.0,53.5
RASL11B,7.0,9.5,0.5,1.0,7.0,2.0,6.5,6.5
C11orf95,24.5,10.0,2.0,5.0,24.0,22.0,25.5,28.5
LRRC61,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
LYNX1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHID1,7.0,0.0,0.0,4.0,5.0,7.0,1.0,5.5
TRAK2,19.5,1.5,2.0,2.0,22.0,17.0,2.0,19.5
SLC2A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTMR9,51.0,13.0,6.5,14.0,63.0,55.0,27.0,76.5
CRELD1,2.5,0.0,0.0,0.0,2.0,3.0,0.0,1.5
MRPL57,93.5,31.0,4.5,36.0,67.0,93.0,49.5,85.0
PCYOX1L,7.5,0.0,0.0,3.0,9.0,10.0,2.0,10.0
YIPF2,16.5,1.5,1.0,6.0,17.0,22.0,11.0,17.5
PRR14,3.0,1.0,0.0,0.0,3.0,1.0,2.5,2.0
HROB,8.0,1.5,0.5,2.0,11.0,4.0,4.5,12.5
CYREN,103.5,9.5,5.0,19.0,101.0,95.0,26.5,113.0
GDAP1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHPN1-AS1,4.5,0.0,0.0,1.0,3.0,6.0,0.0,3.5
LRFN4,8.5,7.0,0.0,3.0,13.0,13.0,8.0,11.0
AUNIP,25.0,2.5,2.0,3.0,24.0,22.0,10.5,26.5
VKORC1,7.5,0.5,1.0,5.0,6.0,9.0,3.5,7.0
TRIR,108.5,53.5,7.5,38.0,99.0,125.0,55.0,104.5
MIS12,134.5,31.5,8.0,20.0,128.0,91.0,66.5,145.5
CUEDC2,2.0,0.0,0.0,1.0,2.0,2.0,0.5,2.0
SCNM1,5.0,0.5,1.0,3.0,5.0,2.0,2.0,3.5
METRN,9.5,4.0,0.5,4.0,10.0,5.0,5.0,11.0
DBNDD1,0.5,1.5,1.0,2.0,0.0,0.0,2.0,1.0
DDX50,7.5,4.5,1.5,2.0,7.0,11.0,7.5,10.5
CAMKV,0.5,10.5,0.0,1.0,1.0,2.0,6.5,1.5
LINC01260,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DDA1,60.0,26.5,4.5,21.0,55.0,69.0,35.0,61.5
GGCT,49.5,11.5,4.0,21.0,34.0,84.0,35.0,64.0
GID4,12.5,3.0,2.5,6.0,11.0,19.0,8.0,14.0
CENPM,12.5,1.0,0.0,7.0,11.0,14.0,3.0,11.5
C7orf25,2.5,0.5,0.0,3.0,3.0,9.0,3.5,4.5
TMEM106C,3.5,1.0,0.0,3.0,3.0,6.0,4.5,5.5
NUP37,1.5,0.0,0.0,1.0,2.0,0.0,0.0,2.5
AHNAK,18.0,42.5,8.5,13.0,20.0,22.0,25.5,21.0
ZNF655,25.0,19.0,3.5,4.0,29.0,31.0,18.0,41.0
SPATA5L1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5
PDCL3,2.5,1.0,0.0,0.0,1.0,2.0,2.5,2.5
ERI3,8.5,1.0,0.0,5.0,8.0,15.0,2.0,11.5
C7orf26,23.0,4.5,1.0,6.0,21.0,23.0,13.5,18.5
NABP2,13.0,0.0,0.5,5.0,14.0,12.0,2.5,12.0
KXD1,32.0,7.5,1.5,11.0,28.0,30.0,17.0,34.5
PVRIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE21,5.0,4.0,0.0,2.0,5.0,6.0,7.0,5.5
DDX54,36.5,11.5,2.0,10.0,36.0,31.0,17.5,29.0
TMEM38A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD15,41.0,24.0,2.5,19.0,36.0,48.0,62.5,42.0
SECISBP2,5.0,3.0,0.0,1.0,4.0,5.0,5.5,5.0
NOC4L,2.5,0.0,0.0,0.0,2.0,1.0,0.0,1.0
ALG8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
TRPM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRG4,17.5,8.0,4.5,16.0,22.0,27.0,9.5,29.0
ASPSCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM223,48.5,4.5,2.0,14.0,45.0,52.0,12.5,48.5
ATG9A,32.5,3.0,2.0,9.0,26.0,27.0,14.0,33.5
METTL16,142.0,49.5,15.5,26.0,137.0,129.0,68.0,142.0
FTO,29.5,5.0,1.0,4.0,27.0,39.0,8.5,32.0
ELOVL6,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
FASTKD3,19.0,4.5,1.5,5.0,14.0,27.0,10.0,26.0
TMEM109,124.0,39.5,4.5,29.0,122.0,122.0,84.0,124.0
C2orf49,32.0,17.5,2.5,8.0,28.0,44.0,18.0,45.0
DSCC1,6.5,1.0,0.0,3.0,6.0,9.0,2.5,7.5
DCTPP1,130.5,26.5,3.5,37.0,90.0,146.0,70.0,111.5
C1orf50,3.5,0.5,0.0,1.0,4.0,0.0,2.5,6.5
CCDC86,65.5,26.5,2.0,23.0,47.0,100.0,31.5,68.5
LBHD1,60.5,4.0,4.5,28.0,48.0,57.0,16.5,51.0
MLPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR77,25.5,9.5,1.0,7.0,26.0,40.0,13.5,34.0
SLC25A23,1.5,1.0,0.0,2.0,1.0,2.0,1.0,1.0
SMIM7,146.5,42.5,7.0,24.0,131.0,106.0,65.5,147.5
ALG12,5.5,0.0,0.0,2.0,5.0,7.0,1.0,5.5
ZNF426,130.5,24.0,12.0,43.0,140.0,138.0,53.5,159.5
TMUB2,13.0,6.0,1.5,7.0,14.0,7.0,7.5,15.5
TRAPPC6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
METTL22,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5
CARD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAC1,21.0,5.0,2.5,1.0,43.0,2.0,10.5,45.0
C9orf16,5.5,0.0,0.0,0.0,5.0,4.0,1.5,4.5
C11orf49,4.0,0.5,0.5,0.0,4.0,4.0,0.5,4.0
C1orf116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF1D,61.5,30.5,3.5,18.0,42.0,84.0,26.5,75.5
RNF26,95.0,7.0,4.5,12.0,94.0,92.0,20.0,95.0
MAPKAP1,24.0,8.0,1.5,12.0,18.0,23.0,10.0,19.5
DHX58,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0
NDUFAF5,2.5,0.5,0.0,0.0,2.0,1.0,1.0,2.5
TMEM185B,98.0,36.0,6.0,25.0,91.0,92.0,68.0,109.5
APOO,0.5,0.0,0.0,1.0,1.0,1.0,1.5,1.5
RETREG2,38.5,4.5,1.5,11.0,44.0,33.0,20.5,52.5
DERL1,132.5,135.0,12.5,27.0,145.0,107.0,120.5,177.0
CCDC28B,1.0,0.5,0.0,1.0,1.0,2.0,0.0,1.0
