,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
ABCE1,73.0,68.5,5.5,15.0,70.0,96.0,77.5,113.0
RNU1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD15A,4.5,5.5,0.0,2.0,5.0,4.0,2.5,6.5
SNORA73A,13.5,7.0,0.5,4.0,14.0,13.0,10.0,14.0
SNORD20,1.0,4.0,0.0,0.0,1.0,1.0,1.5,1.0
SNORD21,1.5,2.5,0.0,0.0,3.0,1.0,1.5,2.5
RNY1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
ROBO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROCK1,13.5,13.0,3.5,5.0,11.0,17.0,10.5,35.0
ROM1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
RORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP9,11.5,3.0,0.0,4.0,10.0,9.0,5.5,10.0
RP2,25.5,13.5,5.5,5.0,27.0,22.0,21.5,30.5
RPGR,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1.0
RPA1,27.5,2.0,3.0,8.0,27.0,19.0,9.0,30.0
RPA2,36.0,9.0,3.0,14.0,35.0,42.0,18.0,53.0
RPA3,0.5,0.5,0.0,0.0,2.0,0.0,2.0,1.5
RPE,32.5,10.5,0.0,5.0,30.0,50.0,15.0,50.5
RPL3,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5
RPL4,41.0,15.5,2.5,13.0,19.0,37.0,11.5,35.0
RPL5,18.5,6.5,0.5,5.0,18.0,18.0,6.5,14.0
RPL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7,2.5,3.5,2.0,1.0,2.0,4.0,2.0,3.0
RPL7A,5.0,3.0,1.0,2.0,4.0,9.0,1.0,5.5
RPL8,21.5,6.0,2.0,12.0,17.0,31.0,5.5,17.5
RPL9,1.0,1.5,0.0,0.0,1.0,2.0,2.0,1.0
RPL10,66.5,36.5,4.0,14.0,67.0,33.0,32.0,66.5
RPL11,2.5,2.5,0.5,2.0,1.0,6.0,2.0,3.0
RPL12,2.0,0.5,0.0,0.0,3.0,5.0,0.0,3.0
RPL13,117.5,37.0,8.5,32.0,64.0,113.0,37.0,86.5
RPL15,179.0,95.5,14.0,53.0,162.0,185.0,147.5,198.0
RPL17,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
RPL18,343.5,101.5,19.0,96.0,319.0,406.0,106.5,320.0
RPL18A,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0
RPL19,38.0,16.0,1.5,21.0,31.0,51.0,14.0,32.0
RPL21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,26.5,24.0,2.5,9.0,14.0,29.0,30.5,24.5
RPL23A,11.0,8.5,0.0,4.0,8.0,13.0,8.5,10.0
MRPL23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL24,7.0,5.5,0.0,3.0,7.0,8.0,4.0,7.5
RPL26,24.0,7.0,2.0,12.0,16.0,43.0,8.5,22.0
RPL27,4.5,2.5,0.5,1.0,5.0,7.0,2.5,11.0
RPL30,18.5,8.5,3.0,5.0,17.0,22.0,7.5,21.5
RPL27A,124.5,53.0,4.0,34.0,83.0,166.0,49.5,101.0
RPL28,184.5,85.5,10.0,74.0,159.0,132.0,80.5,157.5
RPL29,23.5,4.0,2.0,15.0,23.0,27.0,8.0,24.5
RPL31,16.0,9.0,2.0,6.0,19.0,13.0,10.0,23.5
RPL32,35.0,12.5,1.0,14.0,25.0,43.0,13.0,31.0
RPL34,18.0,7.0,1.5,7.0,18.0,27.0,6.5,23.5
RPL35A,7.0,4.5,1.0,1.0,3.0,11.0,1.5,5.0
RPL36AL,28.5,19.5,5.0,7.0,32.0,25.0,15.5,32.5
RPL37,22.0,13.0,2.0,4.0,20.0,26.0,9.5,21.5
RPL37A,32.5,17.5,2.0,13.0,27.0,42.0,13.0,29.0
RPL38,22.5,9.0,2.0,3.0,15.0,22.0,8.5,17.0
RPL39,3.5,2.5,0.0,1.0,5.0,6.0,1.0,4.5
RPL41,7.5,5.0,1.5,4.0,10.0,9.0,4.0,10.5
RPL36A,54.0,66.0,11.0,14.0,60.0,66.0,61.0,106.5
RPLP0,30.0,7.5,1.5,3.0,26.0,29.0,13.0,26.5
RPLP1,12.5,4.0,1.0,4.0,14.0,18.0,4.5,14.0
RPLP2,9.5,7.5,0.0,3.0,6.0,10.0,6.0,9.5
MRPL12,35.5,5.0,1.0,27.0,31.0,39.0,14.0,32.0
MRPS12,74.0,9.0,3.0,22.0,70.0,78.0,26.0,78.0
RPN1,31.5,20.0,2.5,8.0,31.0,26.0,24.5,31.5
RPN2,8.5,8.0,1.5,2.0,9.0,13.0,7.5,8.5
RPS2,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
RPS3,33.5,11.5,2.0,7.0,38.0,23.0,14.0,38.5
RPS3A,106.0,103.0,7.5,32.0,97.0,108.0,65.0,120.0
RPS4X,28.5,6.5,0.5,12.0,27.0,32.0,9.5,27.0
RPS4Y1,2.0,1.5,0.0,1.0,3.0,4.0,0.5,3.0
RPS5,38.0,8.0,1.5,11.0,27.0,48.0,15.5,32.5
RPS6,17.5,8.0,1.5,7.0,15.0,22.0,7.5,16.5
RPS6KA1,49.0,5.0,5.0,19.0,49.0,49.0,29.5,54.5
RPS6KA2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
RPS6KA3,22.0,16.0,4.0,5.0,23.0,35.0,16.0,49.5
RPS6KB1,28.0,31.0,4.5,8.0,24.0,50.0,22.5,48.5
RPS6KB2,2.0,0.0,0.0,2.0,2.0,2.0,0.5,2.0
RPS7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8,21.5,6.5,1.0,6.0,16.0,16.0,5.0,22.0
RPS9,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
RPS10,4.0,4.0,0.0,2.0,3.0,2.0,1.5,3.0
RPS11,26.0,8.5,2.5,13.0,19.0,22.0,10.5,21.0
RPS12,7.5,3.0,0.0,6.0,7.0,20.0,2.0,7.5
RPS13,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
RPS14,5.5,3.0,0.5,2.0,6.0,19.0,5.0,10.0
RPS15,16.5,4.0,0.5,6.0,10.0,13.0,4.5,10.0
RPS15A,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0
RPS16,27.5,13.0,1.5,9.0,20.0,25.0,9.0,21.0
RPS17,2.5,0.5,0.0,1.0,2.0,1.0,3.0,1.5
RPS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS19,3.5,2.5,0.0,2.0,2.0,6.0,1.0,4.0
RPS20,7.5,2.5,0.0,3.0,7.0,10.0,6.0,6.5
RPS21,6.0,3.5,0.0,3.0,4.0,4.0,3.5,5.0
RPS23,44.0,22.0,1.5,13.0,31.0,48.0,26.5,38.0
RPS24,21.5,13.5,2.0,6.0,23.0,24.0,11.5,31.0
RPS25,3.0,3.5,0.5,2.0,5.0,3.0,2.5,2.0
RPS26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPS27,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
RPS27A,9.5,7.0,3.0,1.0,8.0,13.0,5.5,9.5
RPS28,9.0,9.0,0.0,2.0,7.0,7.0,2.5,8.0
RPS29,69.5,14.5,3.5,28.0,69.0,82.0,22.0,69.5
RRAD,0.0,6.0,2.5,0.0,0.0,0.0,1.0,0.0
RRAS,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
RRBP1,17.5,10.0,4.0,6.0,15.0,21.0,16.0,21.0
RREB1,457.5,169.5,40.0,132.0,479.0,368.0,244.5,589.5
RRM1,12.5,10.5,4.0,9.0,14.0,22.0,7.5,16.5
RRM2,284.0,101.0,20.5,49.0,273.0,296.0,122.5,320.0
RTKN,0.5,0.0,0.0,2.0,0.0,2.0,0.5,0.5
RSC1A1,4.0,1.5,0.0,0.0,4.0,6.0,1.0,6.0
CLIP1,7.0,5.0,1.0,5.0,6.0,13.0,7.0,14.5
RSU1,7.0,3.0,0.5,3.0,7.0,6.0,1.5,7.5
RTN2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RXRA,83.0,25.0,7.0,65.0,67.0,120.0,47.0,74.5
RXRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYK,5.0,1.0,0.5,0.0,5.0,6.0,2.0,6.5
RYR2,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5
RYR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORT1,1.5,1.0,0.0,0.0,1.0,2.0,1.0,2.5
S100A4,6.0,4.5,1.0,6.0,6.0,8.0,7.0,6.5
S100A6,3.5,7.5,0.0,4.0,3.0,4.0,11.0,3.0
S100A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,2.5,0.0,0.0,1.0,1.0,1.0,0.0,1.5
S100A10,5.0,87.5,7.5,5.0,5.0,2.0,20.0,5.5
S100A11,22.5,36.0,4.0,13.0,14.0,17.0,21.5,21.5
S100A13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAFB,11.0,9.0,2.0,3.0,7.0,7.0,12.5,9.5
ACSM3,0.5,1.5,0.0,1.0,1.0,0.0,1.0,0.5
MAPK12,12.5,2.0,0.0,5.0,11.0,29.0,7.0,12.5
SARS1,4.5,1.0,0.5,1.0,11.0,6.0,1.5,8.0
TSPAN31,7.0,1.5,1.5,0.0,7.0,4.0,2.0,8.0
SAT1,31.0,41.5,6.5,3.0,30.0,20.0,20.5,29.5
SATB1,193.0,108.0,43.5,62.0,200.0,272.0,136.0,363.0
SBF1,21.5,8.0,0.0,5.0,22.0,20.0,13.0,25.5
MSMO1,19.5,18.0,2.5,2.0,22.0,14.0,24.0,39.0
SC5D,11.5,2.0,1.5,3.0,24.0,12.0,8.0,25.0
ATXN1,36.0,14.5,8.0,9.0,44.0,26.0,15.5,60.5
ATXN2,37.0,21.0,3.0,15.0,30.0,32.0,14.5,41.5
ATXN7,54.0,30.0,5.0,17.0,56.0,42.0,41.5,79.0
SERPINB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCD,167.0,66.5,3.5,59.0,128.0,175.0,134.5,159.5
CLEC11A,8.5,0.5,0.5,6.0,4.0,14.0,6.5,13.0
SCML1,1.0,2.0,0.0,0.0,1.0,5.0,1.0,2.5
SCN1B,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
SCN4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCNN1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCNN1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCO1,45.0,8.5,1.5,10.0,41.0,65.0,19.5,47.0
SCP2,14.0,1.0,2.5,4.0,14.0,17.0,7.0,17.0
SRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,6.0,213.0,9.0,8.0,3.0,26.0,118.5,6.5
CCL3,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
CCL3L1,0.0,13.0,0.5,0.0,0.0,0.0,1.0,0.0
CCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,0.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0
CCL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
CCL22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
SDC1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
SDC2,29.5,45.5,6.0,13.0,30.0,36.0,80.0,57.0
SDC4,2.5,6.0,3.0,1.0,2.0,3.0,4.5,3.0
SDCBP,42.0,68.5,9.5,4.0,57.0,31.0,32.5,81.0
SDF2,65.5,22.5,5.5,17.0,66.0,57.0,34.0,71.0
SDHA,7.5,2.5,0.5,3.0,9.0,10.0,4.5,8.0
SDHB,2.0,0.5,0.0,1.0,2.0,0.0,0.0,1.5
SDHC,4.5,1.0,0.0,0.0,3.0,9.0,3.0,6.5
SDHD,26.5,7.0,2.0,6.0,24.0,37.0,13.5,41.5
SEC13,23.0,6.5,1.5,3.0,20.0,18.0,8.0,17.5
SEC14L1,16.0,11.0,1.5,5.0,22.0,7.0,11.0,22.0
SECTM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAPPC2,10.5,3.5,1.0,3.0,14.0,10.0,6.0,14.0
SEL1L,76.5,30.0,4.5,14.0,83.0,97.0,63.5,135.0
SELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELPLG,64.0,14.0,1.5,33.0,61.0,82.0,40.5,64.0
SEMA3F,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
SELENOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOW,3.0,0.0,1.0,1.0,4.0,4.0,1.0,4.5
MAP2K4,37.0,11.5,6.5,10.0,38.0,47.0,18.0,50.0
SET,138.0,144.0,17.0,42.0,130.0,159.0,176.5,181.5
SETMAR,6.0,1.5,0.0,2.0,7.0,6.0,1.5,5.5
SFPQ,42.5,77.0,6.0,7.0,43.0,41.0,45.5,62.0
SRSF1,480.0,240.5,33.5,105.0,421.0,513.0,262.5,561.0
SRSF2,755.0,463.5,49.0,161.0,708.0,611.0,470.5,778.0
SRSF3,101.0,174.0,14.0,23.0,99.0,122.0,139.0,154.0
SRSF4,50.5,31.5,3.5,16.0,52.0,66.0,46.5,71.5
SRSF5,23.0,26.5,4.0,6.0,27.0,34.0,22.0,28.0
SRSF6,176.0,245.5,23.5,35.0,154.0,212.0,229.0,215.0
SRSF7,61.5,54.5,8.5,18.0,66.0,58.0,82.0,74.5
SFSWAP,5.5,1.5,0.0,2.0,5.0,7.0,2.5,3.5
TRA2B,98.0,138.5,23.5,16.0,105.0,106.0,102.5,178.5
SFTPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGCB,2.0,0.0,0.0,0.0,2.0,4.0,1.5,2.5
SGCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGK1,6.5,54.0,4.0,0.0,9.0,9.0,6.5,9.0
SGSH,4.0,1.0,0.0,0.0,7.0,3.0,3.0,7.0
SGTA,95.0,31.5,5.5,39.0,86.0,124.0,60.0,91.0
SH3BGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGRL,4.0,1.5,0.0,2.0,7.0,8.0,1.0,7.5
SH3BP2,117.0,42.5,5.5,39.0,115.0,150.0,99.5,117.0
ITSN1,4.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0
SH3GL1,128.0,39.5,6.0,26.0,125.0,155.0,66.5,128.0
SHB,23.0,4.5,1.5,4.0,22.0,15.0,9.0,18.0
SHC1,41.5,27.5,5.5,13.0,41.0,59.0,27.5,44.0
FBXW4,3.5,0.0,0.0,1.0,4.0,3.0,0.0,5.0
SHH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHMT1,7.5,1.0,0.5,3.0,11.0,9.0,2.0,9.5
SHMT2,37.5,13.0,3.0,10.0,40.0,30.0,16.0,42.5
SHOX2,16.5,4.0,3.0,3.0,24.0,14.0,10.0,27.0
SIAH1,17.0,16.5,4.0,2.0,21.0,22.0,21.5,27.0
SIAH2,104.5,195.0,23.5,16.0,109.0,73.0,81.5,127.5
ST6GAL1,44.5,5.0,1.5,11.0,39.0,28.0,14.0,43.5
ST3GAL1,256.0,177.0,18.0,65.0,290.0,188.0,298.5,294.5
ST3GAL2,16.0,2.5,0.0,5.0,18.0,14.0,4.0,16.5
ST3GAL4,12.5,2.5,1.5,12.0,9.0,15.0,10.5,10.0
ST3GAL3,69.5,17.5,8.5,40.0,51.0,66.0,21.5,56.5
STIL,20.5,12.0,2.5,6.0,19.0,20.0,7.5,31.0
SIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA1,2.0,0.0,0.0,3.0,2.0,5.0,1.5,3.0
SIX1,2.5,4.0,0.0,3.0,3.0,4.0,3.0,5.0
SKI,231.5,141.5,18.0,45.0,254.0,242.0,170.5,323.5
SKIL,31.5,83.0,11.0,10.0,48.0,29.0,69.5,84.5
SKP1,20.5,24.0,1.5,6.0,16.0,28.0,11.5,23.0
SKP2,13.0,2.5,1.5,4.0,10.0,21.0,2.5,14.5
SLA,117.0,21.5,3.5,48.0,87.0,228.0,54.0,148.5
SLAMF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A3,1.0,0.5,0.0,4.0,1.0,2.0,1.0,1.0
SLC4A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A4,75.5,39.5,5.0,23.0,90.0,58.0,94.0,103.0
SLC1A5,348.0,115.5,14.0,95.0,344.0,296.0,153.5,357.0
SLC1A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC2A1,320.0,97.0,20.0,93.0,340.0,247.0,129.5,345.5
SLC2A3,11.5,47.5,4.0,4.0,12.0,11.0,35.0,15.5
SLC2A4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
SLC2A5,47.0,29.0,2.0,9.0,35.0,50.0,78.0,55.0
SLC3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC3A2,63.5,27.0,9.0,17.0,73.0,46.0,29.0,88.0
SLC4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A2,1.5,0.0,0.0,0.0,1.0,0.0,0.0,2.5
SLC5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMTN,7.0,0.0,0.5,3.0,4.0,8.0,0.5,4.5
SLC5A3,83.0,53.5,9.0,14.0,84.0,98.0,47.0,117.0
SLC5A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A6,140.5,68.5,46.5,49.0,141.0,135.0,69.5,163.0
SLC6A8,2.0,0.5,0.0,0.0,2.0,2.0,1.0,2.0
SLC6A9,2.5,2.5,0.0,1.0,3.0,0.0,6.0,4.5
SLC6A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SLC6A13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A1,522.5,459.5,31.5,80.0,556.0,504.0,562.0,624.0
SLC8A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC8A1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
SLC9A1,45.5,12.0,1.5,17.0,45.0,50.0,18.0,45.5
SLC9A3,68.5,12.5,2.0,16.0,61.0,69.0,26.0,66.5
SLC9A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC10A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC11A1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0
SLC12A2,6.5,4.5,0.5,2.0,6.0,12.0,4.0,11.0
SLC12A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC12A4,3.5,0.5,0.0,2.0,4.0,4.0,1.0,3.5
SLC14A1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SLC15A2,5.5,1.0,2.5,5.0,5.0,12.0,1.0,16.0
SLC16A1,109.5,75.0,7.5,17.0,96.0,130.0,77.0,135.0
SLC18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC18A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC19A1,14.5,3.5,0.0,4.0,11.0,22.0,11.5,13.0
SLC20A1,46.0,63.0,9.5,8.0,48.0,55.0,70.5,54.0
SLC20A2,30.5,5.0,2.5,9.0,29.0,23.0,9.5,30.5
SLC25A1,35.0,6.0,1.0,18.0,30.0,49.0,11.5,30.0
SLC22A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A4,2.0,3.0,0.0,1.0,2.0,3.0,4.5,3.5
SLC22A5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0
SLIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARCA2,10.5,5.0,2.5,1.0,11.0,9.0,4.5,15.5
HLTF,17.0,3.5,2.5,6.0,17.0,14.0,7.5,22.0
SMARCA4,19.0,6.5,1.0,10.0,17.0,28.0,9.0,19.0
SMARCB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARCC1,102.5,41.0,9.5,24.0,111.0,105.0,45.5,126.5
SMARCC2,11.5,3.0,1.0,6.0,9.0,11.0,7.5,13.0
SMARCD1,64.0,23.0,1.5,16.0,71.0,57.0,29.0,75.0
SMARCD2,29.0,8.0,2.5,12.0,29.0,33.0,8.0,31.0
SMARCD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARCE1,8.5,3.5,1.0,2.0,9.0,10.0,8.0,9.5
SMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMPD1,16.5,4.0,1.5,2.0,16.0,4.0,6.0,12.5
SMPD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMS,3.5,1.0,0.0,1.0,5.0,5.0,2.5,4.0
SUMO3,152.5,67.0,9.5,23.0,148.0,142.0,101.0,165.5
SUMO2,16.5,20.5,4.0,4.0,18.0,24.0,15.0,24.5
SIGLEC1,0.0,4.5,0.5,1.0,0.0,0.0,7.5,0.0
SNAI1,23.0,14.0,11.5,8.0,23.0,21.0,27.0,19.0
SNAP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAPC1,7.0,4.5,0.0,1.0,7.0,8.0,4.0,6.0
SNAPC2,28.0,11.5,1.0,4.0,29.0,18.0,17.0,31.5
SNAPC3,8.5,0.0,0.0,0.0,10.0,10.0,4.5,10.5
SNAPC4,2.5,0.0,0.0,0.0,1.0,1.0,1.5,1.5
FSCN1,2.0,4.0,0.0,0.0,2.0,1.0,3.0,1.5
SNRNP70,31.5,12.0,1.5,11.0,22.0,32.0,15.5,29.0
SNRPA,37.0,10.0,0.0,14.0,37.0,21.0,12.0,30.5
SNRPA1,21.5,14.0,2.5,7.0,20.0,23.0,12.5,21.0
SNRPB,35.0,28.5,2.5,8.0,23.0,36.0,19.5,27.5
SNRPB2,17.0,12.5,2.5,5.0,16.0,14.0,13.0,18.5
SNRPC,16.0,3.5,3.0,9.0,16.0,19.0,12.5,16.0
SNRPD1,46.0,30.0,3.5,13.0,46.0,51.0,35.0,47.5
SNRPD2,19.0,4.0,0.5,8.0,14.0,14.0,6.5,16.0
SNRPD3,58.0,29.5,5.5,17.0,57.0,88.0,39.0,62.0
SNRPE,6.0,5.0,0.0,2.0,5.0,7.0,2.0,4.5
SNRPF,3.0,4.5,0.0,2.0,2.0,4.0,2.0,3.5
SNRPG,1.5,1.5,0.0,0.0,2.0,3.0,2.0,2.0
SNRPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTB1,24.5,25.5,1.5,6.0,32.0,22.0,34.0,53.0
SNX1,46.5,19.0,7.0,12.0,48.0,37.0,25.5,53.0
SNX2,11.0,9.5,1.5,4.0,14.0,7.0,8.0,15.0
SNTB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOAT1,4.5,5.0,0.5,0.0,6.0,5.0,3.5,5.5
SOD1,13.0,10.5,2.0,3.0,11.0,9.0,10.0,12.0
SOD2,65.0,162.0,43.0,9.0,58.0,70.0,23.0,67.0
CAPN15,17.5,6.0,1.5,5.0,16.0,31.0,11.0,17.0
SON,135.5,138.5,24.0,23.0,153.0,143.0,141.0,198.0
SORD,8.0,2.5,0.0,2.0,2.0,11.0,7.0,6.0
SORL1,8.0,4.0,2.5,6.0,9.0,17.0,8.0,20.5
SOS1,13.0,3.0,2.0,4.0,18.0,21.0,4.5,19.5
SOS2,5.5,6.5,1.5,1.0,11.0,5.0,8.5,14.5
SOX4,102.0,40.0,11.5,34.0,98.0,108.0,65.0,110.0
SOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
SOX10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX12,63.5,15.5,1.5,33.0,48.0,77.0,47.0,54.5
SP1,203.5,119.0,17.5,45.0,220.0,188.0,196.5,258.0
SP2,22.5,11.5,1.0,9.0,25.0,22.0,20.0,25.0
SP3,62.5,47.0,9.5,13.0,65.0,63.0,49.0,102.5
SP4,16.5,5.0,0.0,5.0,18.0,24.0,6.5,25.0
SP100,33.0,15.5,3.5,12.0,35.0,36.0,23.0,36.5
SPAG1,4.0,3.0,0.0,1.0,4.0,4.0,1.0,4.5
UAP1,12.0,6.5,0.0,2.0,12.0,14.0,7.0,16.5
SPAG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAST,21.5,15.0,2.5,3.0,36.0,29.0,8.5,40.5
SPG7,11.0,1.5,1.0,5.0,9.0,14.0,1.5,9.5
SPI1,28.0,3.0,4.0,11.0,24.0,29.0,10.0,25.0
SPIB,1.0,0.0,0.5,2.0,1.0,5.0,3.0,1.5
SPINT1,2.0,0.5,0.5,4.0,2.0,2.0,1.0,2.0
SPN,299.5,116.5,34.0,154.0,297.0,335.0,274.5,299.5
SPOCK1,1.5,6.5,0.5,3.0,6.0,4.0,13.5,2.0
SPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPR,19.0,1.5,2.0,11.0,17.0,30.0,7.5,19.5
SPTAN1,5.5,1.5,0.0,0.0,5.0,2.0,2.0,4.0
SPTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTBN1,1.0,0.5,0.0,0.0,2.0,0.0,1.0,1.0
SPTBN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQLE,7.5,9.0,0.0,1.0,8.0,10.0,7.0,11.0
SRC,14.0,2.5,3.5,14.0,12.0,20.0,7.0,15.5
SRD5A1,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0
SRI,2.5,0.5,0.5,0.0,8.0,6.0,2.0,8.5
SREBF1,16.0,14.5,0.0,6.0,16.0,12.0,9.0,13.5
SREBF2,23.5,23.5,2.0,12.0,34.0,31.0,37.0,40.0
SRF,139.5,82.5,6.0,32.0,146.0,108.0,71.0,155.5
