,MS2,JQ1,MYBi_30m,PBS_30m,MYBi_6h,MS2_JQ1,DMSO,PBS_6h
SPIRE1,16.0,13.0,5.5,7.5,0.0,16.0,18.0,2.0
STARD7,330.0,270.0,99.5,153.0,26.0,268.0,249.0,72.0
MAP3K7CL,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0
IFT46,1.5,1.0,2.0,0.0,0.0,1.0,2.0,1.0
C1GALT1,22.0,15.0,9.5,15.0,1.0,15.0,33.0,6.0
EXOSC5,5.0,5.5,0.5,2.0,0.0,3.0,4.0,2.0
SMARCAD1,43.5,26.0,8.0,18.0,2.5,24.0,35.0,9.0
MEIS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHX33,72.5,62.0,50.0,46.0,1.0,60.0,79.0,17.0
SEMA3G,15.0,20.0,0.5,5.5,0.5,11.0,20.0,9.0
MCCC1,18.5,14.0,1.5,7.5,1.5,16.0,12.0,8.0
PAK6,1.0,0.5,0.5,0.0,0.0,1.0,0.0,2.0
LXN,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0
NCLN,54.0,54.0,11.0,26.5,2.5,40.0,88.0,16.0
GPR108,4.0,3.5,0.0,0.0,0.5,4.0,2.0,2.0
SPPL2B,17.0,12.0,1.0,4.0,0.5,10.0,6.0,7.0
FEM1C,77.0,48.5,37.5,34.5,4.5,56.0,70.0,8.0
DUS3L,3.0,4.0,2.5,1.0,0.0,3.0,3.0,2.0
SMCO4,5.5,2.0,0.5,0.5,0.5,5.0,1.0,0.0
PMEPA1,3.5,2.0,0.5,0.5,0.5,4.0,2.0,3.0
ARNTL2,3.5,4.5,1.0,2.0,1.0,4.0,3.0,4.0
DUSP22,10.0,9.0,3.0,2.0,1.5,9.0,12.0,3.0
HMCES,2.5,4.0,2.0,2.0,0.0,3.0,2.0,0.0
CMC2,21.0,22.0,16.5,16.5,1.0,23.0,22.0,7.0
ENY2,32.0,28.0,10.5,23.5,1.0,29.0,23.0,7.0
OLFML3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS22,2.0,1.5,0.5,1.5,0.5,2.0,1.0,0.0
EMSY,20.0,14.0,1.5,2.0,0.5,17.0,16.0,4.0
MFF,8.0,6.0,2.0,2.5,0.0,6.0,6.0,2.0
SDR39U1,5.0,6.0,1.5,2.5,0.0,4.0,4.0,2.0
XAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
C5orf15,20.0,11.0,4.5,11.5,1.5,11.0,18.0,3.0
NT5M,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0
NIT2,2.0,1.5,0.0,1.0,0.0,1.0,1.0,1.0
OTUD7B,41.0,30.0,4.0,7.5,2.5,31.0,21.0,6.0
RGMA,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
WDR93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP6,8.5,7.5,2.5,5.0,0.0,8.0,8.0,3.0
ATXN7L3,116.0,115.0,33.5,72.5,5.0,115.0,108.0,33.0
CEACAM19,0.5,1.5,0.0,1.5,0.5,0.0,0.0,0.0
FAM20C,34.0,42.5,12.5,28.5,4.5,36.0,39.0,16.0
STOX2,21.5,15.5,13.5,20.5,3.5,16.0,14.0,7.0
PRDM8,4.0,4.0,2.5,2.5,0.0,4.0,2.0,3.0
PRDM10,9.5,5.5,3.5,5.5,1.5,4.0,12.0,5.0
PRDM11,1.5,1.0,0.0,0.5,0.0,2.0,0.0,0.0
POGLUT1,19.0,13.5,9.5,15.0,2.5,18.0,23.0,7.0
PSMG2,5.0,5.0,3.5,5.5,1.0,3.0,7.0,1.0
ADPRM,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0
DTWD1,13.0,6.0,2.0,4.5,0.5,6.0,10.0,5.0
BBX,13.0,6.0,7.0,13.5,0.0,12.0,8.0,7.0
CDC42SE2,195.0,127.5,45.5,68.5,17.0,139.0,110.0,25.0
KIF15,10.0,4.5,2.0,2.5,0.5,6.0,7.0,0.0
TOMM22,83.0,107.5,53.5,62.5,8.5,77.0,97.0,32.0
CHPT1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TULP4,18.5,18.5,8.5,9.0,1.5,16.0,22.0,2.0
SLC12A9,3.0,6.5,1.0,1.5,0.0,2.0,9.0,2.0
COQ8A,47.5,53.0,10.5,16.5,5.5,47.0,37.0,13.0
CTNNBIP1,3.0,4.0,0.5,0.0,0.5,4.0,3.0,2.0
GSN-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDHAF3,7.0,5.0,2.0,2.0,0.0,5.0,4.0,1.0
YAE1,5.5,2.0,0.0,1.0,1.0,7.0,4.0,0.0
CCDC47,53.5,39.0,28.0,25.0,2.5,39.0,39.0,14.0
ACKR3,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
CABP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COQ9,23.0,22.0,1.5,5.5,2.0,22.0,16.0,10.0
CCNL1,60.0,39.5,97.0,45.0,6.0,58.0,41.0,8.0
CIAPIN1,30.5,32.5,6.0,12.0,3.0,25.0,22.0,9.0
VPS35L,2.0,1.5,0.0,1.5,0.0,1.0,3.0,0.0
PDXP,235.5,235.5,38.0,104.5,9.5,232.0,263.0,53.0
SLC17A7,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
RSRP1,390.0,372.5,127.5,108.0,22.5,350.0,343.0,62.0
ANKMY2,11.5,7.0,4.5,3.0,1.5,5.0,7.0,4.0
RARS2,21.5,15.5,3.0,3.0,0.5,14.0,20.0,3.0
TWSG1,13.0,12.0,8.0,8.0,2.0,14.0,14.0,2.0
PLSCR3,2.0,1.0,0.5,1.5,0.0,1.0,2.0,2.0
UTP3,14.5,13.0,6.0,11.5,0.5,9.0,11.0,2.0
CHRNA10,2.0,0.5,0.0,0.5,1.0,3.0,1.0,1.0
PCBP4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
HYMAI,1.5,0.5,2.5,0.5,0.0,0.0,0.0,0.0
KNL1,12.0,7.0,0.5,2.0,0.5,11.0,10.0,2.0
AGTRAP,4.0,5.5,0.0,0.5,0.5,3.0,6.0,4.0
ENTPD7,39.5,30.5,6.0,9.0,2.0,27.0,39.0,4.0
CASS4,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0
PCNP,28.5,24.0,28.5,20.0,3.5,14.0,32.0,3.0
PITHD1,49.0,50.0,17.5,35.0,5.5,52.0,38.0,11.0
RPGRIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP11,18.0,8.0,4.0,12.5,0.5,12.0,14.0,9.0
AVEN,3.5,3.0,0.5,2.5,0.0,3.0,6.0,0.0
C12orf4,45.0,29.5,2.0,11.0,3.5,28.0,38.0,9.0
TIGAR,30.0,22.5,5.5,7.0,1.0,20.0,23.0,7.0
PNPLA2,9.0,13.5,3.0,3.0,0.5,10.0,8.0,1.0
CYSLTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT14,8.0,10.5,4.5,2.5,0.0,5.0,13.0,8.0
PDSS2,23.5,16.5,9.0,8.5,0.5,21.0,14.0,2.0
REXO4,97.0,97.0,34.5,55.5,4.0,85.0,132.0,36.0
ZNF695,2.5,3.5,1.0,1.5,0.0,1.0,6.0,0.0
INTS12,2.0,3.0,0.0,0.5,0.0,1.0,2.0,1.0
CAMK1D,6.0,6.0,3.0,6.0,3.5,3.0,5.0,5.0
GOPC,68.5,38.0,7.0,24.0,2.5,39.0,44.0,14.0
LPAR5,0.5,0.0,0.0,1.0,0.5,0.0,0.0,1.0
NUP107,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
PLXDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYRM4,12.5,12.0,3.0,4.0,1.0,10.0,19.0,3.0
MRPL47,5.0,1.0,2.0,3.5,0.0,3.0,3.0,0.0
ATP13A1,10.0,10.5,1.5,2.0,0.0,10.0,13.0,2.0
CHMP1B,118.0,88.5,33.5,53.5,15.0,102.0,67.0,18.0
MAN1C1,2.0,2.5,1.5,1.5,0.0,2.0,0.0,0.0
APMAP,19.0,16.5,9.0,11.0,1.5,19.0,11.0,2.0
RNPEPL1,17.0,15.5,2.0,7.0,0.5,18.0,9.0,7.0
RTN4,76.0,55.5,49.5,33.5,4.0,47.0,62.0,10.0
ADCK1,4.0,4.5,0.0,0.5,0.0,4.0,4.0,2.0
PAK5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
TMEM159,10.0,7.0,1.5,2.5,0.0,13.0,6.0,2.0
SCYL3,10.0,5.5,0.0,1.5,1.0,11.0,4.0,1.0
RALGAPB,52.5,36.0,14.0,13.0,3.0,50.0,33.0,10.0
LYRM1,14.0,6.0,6.5,9.0,0.5,7.0,17.0,1.0
SMIM8,3.5,3.0,0.5,1.0,0.0,3.0,6.0,1.0
SLC44A2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SMURF1,119.5,104.5,43.0,84.0,5.5,113.0,83.0,21.0
PHTF2,16.5,10.5,3.5,4.5,2.0,11.0,15.0,3.0
JPH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PELI2,3.0,2.5,10.0,7.5,0.5,3.0,3.0,0.0
PELI1,26.0,16.5,37.5,12.0,2.0,21.0,15.0,5.0
GJC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SALL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPHD2,7.0,3.5,1.0,3.5,0.0,5.0,5.0,4.0
ZNFX1,69.0,69.0,70.5,76.5,8.0,68.0,80.0,29.0
DOLPP1,97.5,94.0,14.5,21.0,2.5,93.0,73.0,20.0
CORO1B,1.5,2.0,0.0,0.0,0.0,2.0,2.0,0.0
VARS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMIZ1,386.0,368.5,121.5,171.0,35.0,376.0,346.0,75.0
KIAA1191,59.5,47.5,15.5,22.0,6.5,49.0,55.0,20.0
ACTR3B,7.0,5.5,0.5,0.5,0.0,7.0,3.0,1.0
SLC39A10,8.0,5.0,3.5,5.0,0.0,4.0,12.0,0.0
ANKRD50,7.0,3.0,0.5,1.5,0.0,4.0,5.0,1.0
FAM219B,77.5,60.5,19.5,31.5,1.5,56.0,75.0,18.0
NIPAL3,8.5,6.5,0.0,2.0,0.5,7.0,10.0,6.0
RALGAPA2,35.5,31.0,12.0,11.5,4.0,31.0,30.0,11.0
THOC2,2.5,3.0,2.0,1.0,0.5,1.0,4.0,1.0
DENND11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENON,10.0,7.0,0.5,2.5,0.0,8.0,8.0,5.0
VN1R1,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0
MCOLN1,1.0,1.5,0.0,0.0,0.0,1.0,1.0,0.0
ATP10A,10.5,10.0,3.0,4.5,0.5,10.0,11.0,4.0
ATP8B2,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0
ATP10D,2.5,1.5,0.0,0.0,0.0,3.0,1.0,0.0
ZNF248,2.5,2.5,0.5,1.5,0.0,2.0,5.0,2.0
SLC45A4,47.5,50.5,9.5,24.5,4.0,37.0,46.0,24.0
TP73-AS1,2.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0
SPRYD7,4.5,3.0,0.5,3.5,0.0,3.0,4.0,2.0
CEMIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP11,55.5,58.5,30.5,33.0,7.5,56.0,64.0,15.0
VANGL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC7A,84.5,67.5,19.5,21.5,5.0,82.0,45.0,29.0
ARFGEF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC1,19.0,19.0,2.5,5.5,1.0,18.0,16.0,6.0
PPP4R3B,49.0,20.5,15.5,30.0,5.0,18.0,36.0,12.0
NHSL1,3.5,2.5,1.5,1.0,0.0,2.0,2.0,1.0
LYRM2,194.5,171.0,61.0,83.5,9.0,146.0,196.0,47.0
SMAGP,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0
SNX14,2.0,1.5,0.5,2.5,0.0,2.0,3.0,0.0
LINC00869,26.5,25.5,7.0,12.5,3.5,25.0,22.0,6.0
DANCR,134.5,134.5,27.0,24.0,5.0,108.0,157.0,44.0
KAT14,9.5,6.0,0.5,1.5,0.0,8.0,2.0,6.0
PBXIP1,4.0,3.0,2.5,1.5,0.0,3.0,3.0,2.0
CBX8,7.0,7.0,0.0,1.5,0.5,7.0,6.0,2.0
RCN3,2.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0
ZNF286A,45.0,44.0,25.5,25.0,7.0,37.0,49.0,14.0
SENP7,4.0,1.5,1.0,3.0,1.0,2.0,2.0,2.0
JPH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF304,50.5,44.5,7.0,19.5,2.5,45.0,41.0,14.0
MRS2,30.0,21.5,10.0,13.5,3.0,23.0,19.0,7.0
CLTRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLK4,18.5,7.0,9.5,7.0,2.0,9.0,9.0,2.0
RAB22A,75.5,55.0,32.5,37.0,6.5,55.0,64.0,10.0
CYP20A1,39.0,29.5,10.5,17.0,6.0,31.0,23.0,7.0
SPC25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD6,2.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0
NMRAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIF4GD,14.0,8.0,0.0,2.5,0.0,8.0,10.0,5.0
SCYL1,3.0,4.5,1.0,2.0,0.0,2.0,3.0,2.0
AS3MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMIGD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHBDD2,7.5,9.5,3.5,4.5,1.0,10.0,9.0,7.0
C3orf14,11.5,4.5,6.0,4.0,2.5,5.0,7.0,1.0
WDR18,3.5,4.5,0.0,1.5,0.0,3.0,4.0,1.0
SLC24A3,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0
NDRG3,11.0,11.0,0.0,0.0,0.0,11.0,8.0,3.0
NDRG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRC6,15.5,12.0,13.5,4.5,2.0,13.0,18.0,2.0
PLEKHG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REXO1,26.0,27.5,9.0,11.5,1.5,24.0,26.0,11.0
KIAA1143,58.5,47.5,4.0,18.5,2.0,52.0,41.0,14.0
TMCC3,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0
GATAD2B,1.5,2.0,0.5,1.0,0.0,2.0,0.0,0.0
PPM1H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISY1,22.0,22.0,9.0,11.0,4.5,21.0,21.0,8.0
MYORG,7.0,8.0,0.0,2.5,0.0,10.0,2.0,2.0
AMIGO1,0.0,0.0,0.0,1.5,0.0,0.0,2.0,0.0
STRIP2,5.0,3.0,1.0,4.0,0.5,3.0,5.0,1.0
TBC1D24,38.0,43.0,11.0,15.0,0.0,40.0,53.0,13.0
SCAF4,16.0,18.5,9.5,13.5,2.5,16.0,18.0,9.0
SLC12A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC47,32.0,31.0,6.0,11.0,1.0,29.0,24.0,12.0
ERMN,2.0,1.5,0.5,2.0,0.0,2.0,0.0,0.0
CNOT6,49.5,25.0,19.0,25.5,3.5,40.0,36.0,9.0
ZNF512B,14.0,14.0,2.5,9.0,0.0,13.0,19.0,3.0
ZNF490,57.0,49.5,2.0,12.5,3.5,52.0,28.0,14.0
PLEKHH1,2.0,3.0,1.0,4.5,0.0,2.0,4.0,2.0
GRAMD1B,16.0,8.0,9.0,11.5,1.5,11.0,11.0,2.0
USP31,95.0,57.0,28.5,47.5,3.5,53.0,72.0,27.0
PRR12,13.0,15.0,1.0,4.5,1.0,12.0,18.0,10.0
PLEKHG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRACD,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
RNF150,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
NLN,39.5,33.0,9.5,28.0,7.0,30.0,38.0,19.0
ESYT2,46.0,27.5,45.0,66.5,4.0,28.0,47.0,17.0
ODF2L,1.5,2.5,1.5,1.0,0.0,2.0,1.0,1.0
AHRR,9.5,8.5,4.0,11.5,6.5,8.0,10.0,8.0
ARID1B,42.5,26.5,16.0,13.5,6.0,34.0,26.0,16.0
HEG1,21.5,19.0,20.0,20.5,4.0,17.0,13.0,7.0
RIMKLB,3.5,1.0,0.0,0.0,0.0,3.0,0.0,0.0
MRTFB,12.5,7.0,2.5,2.0,0.5,13.0,20.0,3.0
KIDINS220,26.0,24.0,6.0,14.5,2.0,20.0,29.0,3.0
MTA3,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
AARS2,15.5,20.0,2.5,2.0,0.5,19.0,22.0,8.0
MAVS,88.0,76.5,9.0,27.5,3.5,76.0,97.0,24.0
ZNF608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTS2,61.0,27.0,3.0,9.5,1.5,31.0,37.0,13.0
MTUS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPO5,64.5,60.0,16.0,37.0,0.5,58.0,77.0,13.0
COG6,2.0,0.5,0.0,0.5,1.0,0.0,5.0,0.0
CASKIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP31,2.0,1.5,0.0,0.0,0.5,1.0,0.0,0.0
SERINC1,105.0,67.5,44.0,48.0,7.0,69.0,66.0,11.0
STARD9,3.0,3.0,0.5,0.5,0.0,3.0,3.0,1.0
HECW2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPTOR,31.0,32.5,11.5,16.5,2.5,28.0,36.0,13.0
SRGAP1,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CASKIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACE1,6.0,6.5,1.0,1.5,0.5,7.0,8.0,1.0
NUFIP2,543.0,370.0,278.0,275.5,46.0,372.0,350.0,73.0
TBC1D14,104.0,94.0,27.5,48.0,5.5,95.0,86.0,38.0
MIB1,83.0,45.0,16.0,18.5,4.0,57.0,54.0,10.0
KIAA1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1328,7.5,4.5,0.5,2.0,0.0,6.0,9.0,2.0
SORCS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR35,10.5,7.5,8.0,11.0,0.0,8.0,9.0,4.0
DISP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF398,168.5,159.5,54.5,103.0,14.5,153.0,162.0,42.0
KLHL42,46.0,27.0,8.0,24.0,4.5,26.0,31.0,14.0
TXNDC16,6.0,4.5,0.0,2.0,0.0,7.0,2.0,0.0
CC2D2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDP2,98.5,71.5,54.0,76.5,10.0,68.0,104.0,29.0
ZNF624,12.5,4.5,1.5,1.5,1.5,5.0,4.0,3.0
IGSF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAOK1,270.0,174.5,69.0,70.0,20.0,204.0,203.0,33.0
NCEH1,44.5,30.0,4.5,8.5,2.5,29.0,31.0,5.0
MICAL3,37.5,40.5,14.5,15.0,2.5,41.0,42.0,8.0
NLGN2,2.5,2.0,0.0,0.5,0.0,2.0,2.0,1.0
SEMA6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP35,1.0,0.0,0.0,0.0,0.5,1.0,2.0,0.0
STAMBPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT80,7.5,2.5,0.5,0.0,0.0,2.0,3.0,0.0
ARRDC3,199.0,98.5,24.0,12.0,6.5,195.0,38.0,4.0
CEP126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL8,109.0,89.0,22.5,50.0,4.5,99.0,124.0,21.0
ZNF319,56.0,56.0,8.5,30.0,2.0,58.0,31.0,18.0
SIPA1L2,3.0,2.0,4.0,3.0,1.0,5.0,2.0,0.0
TRMT5,10.5,10.0,3.5,10.0,0.0,7.0,19.0,5.0
CARNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
KIF17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM135A,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0
PREX1,41.0,40.0,20.0,29.5,2.0,36.0,37.0,15.0
TMEM181,58.0,34.0,24.5,31.0,2.0,37.0,48.0,15.0
ARHGAP21,0.5,0.0,1.5,1.0,0.0,0.0,1.0,0.0
CRAMP1,103.0,103.0,24.5,47.0,11.0,89.0,113.0,28.0
CFAP97,35.0,28.0,4.5,12.5,1.0,26.0,27.0,3.0
RIC1,28.5,17.0,10.0,10.5,2.0,22.0,19.0,4.0
WDFY1,52.5,29.5,14.5,25.5,4.0,28.0,37.0,9.0
MRTFA,233.5,215.0,44.0,72.5,10.0,223.0,180.0,63.0
ZNF687,48.5,40.5,11.0,12.5,1.5,51.0,29.0,7.0
EBF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMEZ,6.5,1.5,0.0,0.0,0.0,5.0,2.0,1.0
PDZD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEGAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BAHCC1,144.0,144.0,21.5,53.5,2.5,133.0,127.0,37.0
WDR48,21.0,18.5,6.5,14.5,2.5,20.0,18.0,4.0
FNIP2,2.5,2.0,0.5,3.0,0.0,2.0,1.0,0.0
USP36,92.5,83.0,77.0,88.0,4.5,77.0,116.0,36.0
TRMT9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITPNM2,9.0,10.0,3.5,4.0,0.0,6.0,12.0,4.0
SLAIN2,66.5,41.5,21.0,22.5,3.5,47.0,51.0,5.0
JCAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DIP2B,117.5,77.0,47.5,46.0,9.0,84.0,70.0,26.0
RANBP10,58.0,51.5,7.5,18.0,2.0,59.0,42.0,13.0
FAM234B,11.0,7.5,2.0,3.5,0.5,8.0,8.0,3.0
RELCH,39.5,25.0,16.0,12.0,4.0,36.0,27.0,9.0
TSHZ3,4.5,4.0,6.5,6.5,6.0,2.0,2.0,3.0
VPS18,58.5,59.5,10.5,32.0,3.0,57.0,42.0,19.0
STIM2,29.0,21.5,6.0,7.0,1.0,22.0,15.0,3.0
ZBTB2,47.5,35.5,72.5,52.0,13.0,34.0,30.0,17.0
LRFN1,3.0,2.5,0.0,2.0,0.0,2.0,5.0,0.0
ZFAT,8.0,9.0,6.0,6.0,1.0,8.0,13.0,7.0
SH3RF1,22.0,18.5,10.5,13.5,5.0,17.0,17.0,5.0
EP400,68.5,41.5,21.0,39.0,5.5,32.0,64.0,11.0
ARHGAP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MYH7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POGK,95.0,89.5,34.0,64.0,4.0,81.0,110.0,24.0
USP28,5.5,5.0,0.5,1.5,0.0,5.0,6.0,1.0
DHX37,27.5,30.0,13.5,20.5,1.5,29.0,36.0,6.0
KIAA1522,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
PHF12,23.0,20.0,3.0,8.0,1.5,18.0,29.0,5.0
CIP2A,2.5,1.0,0.0,0.0,0.5,2.0,2.0,0.0
SUGT1P4-STRA6LP-CCDC180,4.5,3.0,0.5,1.0,0.0,3.0,5.0,3.0
UVSSA,5.0,2.0,2.5,2.0,0.0,2.0,10.0,2.0
GRAMD1A,6.0,5.0,0.0,1.0,0.0,6.0,7.0,2.0
CALCOCO1,2.0,1.5,0.0,0.0,0.0,2.0,4.0,1.0
ZBTB4,47.5,47.5,20.5,37.5,3.5,44.0,56.0,28.0
CAMSAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDH14,10.5,4.5,2.0,4.0,0.0,5.0,10.0,6.0
FBRSL1,9.5,7.5,6.0,7.0,1.0,5.0,10.0,4.0
EPB41L5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
KIAA1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEND3,18.5,16.5,19.5,26.0,2.5,15.0,33.0,7.0
RNF213,19.5,13.0,19.5,38.0,2.5,13.0,16.0,6.0
ZFP14,15.0,10.0,0.0,3.0,1.0,8.0,14.0,4.0
GPAM,27.5,13.0,0.5,8.5,1.5,20.0,15.0,4.0
ALS2,15.0,8.5,2.5,2.5,2.0,14.0,7.0,4.0
CHD8,17.5,15.5,4.0,4.5,1.5,20.0,17.0,6.0
ZDBF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB26,12.0,7.5,4.0,4.5,0.0,7.0,10.0,1.0
CACHD1,1.5,1.5,0.0,0.5,0.0,1.0,1.0,0.0
VAT1L,1.5,1.0,0.0,0.5,0.0,1.0,0.0,2.0
ZSWIM6,24.5,13.0,4.5,4.5,1.5,18.0,13.0,2.0
LRRC4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNRC6C,28.0,19.5,3.5,6.5,2.5,27.0,15.0,9.0
KIAA1586,4.5,4.5,0.0,2.0,0.0,3.0,4.0,2.0
ZNF317,330.0,300.0,87.0,146.0,20.0,288.0,238.0,51.0
USP37,95.0,65.5,19.0,18.0,6.5,80.0,80.0,20.0
DDX55,48.0,46.0,21.0,28.5,4.5,36.0,57.0,19.0
FANCM,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SHTN1,1.0,0.5,0.0,1.0,0.0,1.0,2.0,1.0
CPNE5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
FAM160B1,29.5,13.0,17.0,12.0,4.5,17.0,25.0,4.0
NCKAP5L,1.0,1.0,0.0,1.5,0.0,1.0,2.0,0.0
CWC22,6.5,6.0,3.0,2.0,0.5,2.0,5.0,5.0
GBA2,5.5,3.0,1.0,1.5,0.0,3.0,6.0,3.0
WDFY4,8.5,7.5,2.5,4.5,1.0,7.0,6.0,4.0
DENND1A,11.5,15.5,8.5,10.5,1.0,12.0,18.0,8.0
MEAK7,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
MIER1,104.0,60.5,48.0,67.5,8.0,71.0,58.0,13.0
SLC7A14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF529,27.0,22.0,13.5,16.5,1.5,17.0,18.0,3.0
SFMBT2,246.5,156.0,123.5,146.0,20.0,194.0,145.0,39.0
