mr193.MV411.MYBi_30m.r1_tcount,mr194.MV411.MYBi_30m.r2_tcount,mr195.MV411.MYBi_30m.r3_tcount,mr196.MV411.MYBi_30m.r4_tcount,mr197.MV411.PBS_30m.r1_tcount,mr198.MV411.PBS_30m.r2_tcount,mr199.MV411.PBS_30m.r3_tcount,mr200.MV411.PBS_30m.r4_tcount
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,1,2,3,1,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
35,28,78,44,59,49,66,76
0,0,0,0,0,0,0,0
3,2,5,0,2,0,3,2
0,0,0,0,0,0,0,0
7,3,11,3,10,14,12,11
12,10,18,23,30,17,25,28
0,0,3,0,1,3,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
20,9,22,16,11,23,8,27
0,0,1,1,4,2,1,7
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
6,8,6,6,10,9,6,10
0,0,0,0,2,0,0,0
0,0,0,1,0,0,3,3
0,0,1,1,0,0,0,1
9,8,14,6,23,29,24,33
7,3,4,5,11,7,5,7
2,3,3,3,3,1,2,1
3,6,10,6,3,4,2,6
0,0,1,0,2,2,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
4,0,1,0,1,1,0,1
0,0,0,1,5,3,1,10
17,9,27,11,44,29,22,57
0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,2
85,72,145,73,73,54,57,125
4,1,5,5,4,2,4,5
0,0,0,0,0,0,0,0
1,0,3,3,12,6,5,8
0,2,1,2,12,7,6,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3
0,3,1,0,1,1,1,0
0,0,0,0,0,0,0,0
10,16,40,19,27,30,34,30
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,2,2,1,7,1,3
0,0,1,2,0,0,0,0
0,0,5,0,0,0,0,1
0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,3,2,3,5
3,3,2,2,12,6,6,8
4,8,13,3,14,13,10,25
3,3,9,3,11,12,12,9
0,0,0,0,0,0,0,1
4,9,11,6,25,21,29,35
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,10,1,4,10,4,8
0,0,0,0,0,0,0,0
1,1,0,0,1,7,3,2
0,0,2,3,1,0,0,4
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
1,0,11,1,11,18,15,18
2,7,5,5,4,11,10,17
20,6,28,25,27,49,30,29
0,0,0,0,0,0,0,0
4,1,5,0,3,3,7,11
10,19,33,12,29,36,29,42
3,2,4,3,17,11,8,24
2,0,2,0,0,1,0,0
0,1,2,1,2,2,6,5
2,1,2,0,0,1,0,5
0,0,1,0,0,0,0,0
5,9,22,6,8,9,15,38
8,5,4,5,12,9,13,27
1,0,2,0,0,0,1,0
0,0,2,0,1,0,2,3
0,0,0,0,0,0,0,0
11,22,38,16,26,13,24,40
46,52,112,59,46,43,43,93
21,19,52,43,40,69,57,61
2,2,1,1,3,0,6,7
33,44,72,43,27,24,37,53
13,20,29,18,21,26,27,49
1,1,1,1,6,5,4,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,5
0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0
3,3,6,2,9,8,10,13
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
7,4,6,6,1,1,0,0
15,33,34,24,26,19,25,55
0,0,0,0,0,0,0,0
9,5,8,7,7,13,7,17
0,2,0,0,3,1,0,1
0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0
4,0,1,2,0,2,0,3
0,0,2,0,0,1,3,2
1,0,2,0,0,0,2,0
0,1,0,0,0,0,0,0
21,18,11,11,20,16,8,23
0,0,0,0,0,0,0,0
12,8,24,5,26,11,11,15
29,17,45,21,46,23,33,43
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24,24,50,19,31,23,18,51
4,10,12,10,15,14,9,34
38,46,69,34,23,23,22,36
0,0,1,0,0,0,0,0
50,66,114,39,27,22,34,54
17,16,25,13,18,12,7,19
0,0,0,0,3,1,1,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,19,40,19,53,37,42,62
0,0,1,1,1,0,0,0
2,2,3,0,2,4,0,7
0,0,0,0,0,0,0,0
0,0,0,0,2,1,0,1
8,0,10,8,7,5,8,12
0,0,0,0,1,0,0,1
6,2,5,6,7,20,9,15
9,7,9,4,17,6,9,13
1,1,5,0,3,10,7,5
1,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1
2,0,0,1,0,1,0,1
3,0,0,0,1,2,0,0
1,1,0,0,5,6,2,5
9,8,14,3,15,11,10,17
8,2,12,8,12,6,4,11
0,0,0,0,0,0,0,0
26,29,61,19,43,32,35,57
0,0,0,0,0,0,0,0
7,16,23,9,13,7,11,15
0,0,0,0,0,0,0,0
0,1,1,1,2,1,1,2
3,3,9,2,1,3,1,3
0,0,0,1,0,3,1,2
0,1,0,0,1,0,1,0
2,0,3,2,0,0,0,7
0,0,0,0,0,0,0,0
9,13,20,5,25,8,8,20
0,0,0,0,0,0,0,0
25,24,62,28,30,46,46,65
3,2,0,0,0,1,0,0
42,30,57,44,55,86,70,110
4,6,12,6,1,3,10,9
0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,1
0,4,2,1,12,12,9,13
0,0,1,2,1,0,1,0
24,10,38,9,2,3,5,13
79,72,132,54,104,65,83,194
6,0,7,3,6,3,3,2
2,3,10,3,2,2,4,6
0,0,1,0,0,0,1,0
214,183,320,188,115,117,125,164
2,1,1,0,2,1,1,4
0,0,0,2,0,0,0,0
15,16,26,12,19,15,10,24
0,1,1,0,0,0,2,1
0,0,5,0,3,9,7,13
0,0,0,0,0,0,0,0
0,0,4,0,2,3,4,4
9,11,25,8,12,10,13,23
44,37,77,40,40,30,32,57
0,0,0,0,0,0,0,0
0,0,0,1,0,2,1,2
0,0,1,1,2,2,0,1
0,0,2,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,3
0,0,0,0,0,0,0,0
10,8,12,0,6,8,4,9
0,0,0,0,0,0,0,0
0,3,0,1,1,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,5,4,1,7,6,6,1
2,1,3,1,6,2,2,4
0,2,3,1,2,4,2,3
0,0,1,0,1,2,1,1
0,0,0,0,1,0,0,0
1,1,5,0,4,6,7,4
0,0,1,1,0,0,0,0
0,1,1,4,9,2,3,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,5,11,4,7,14,9,27
11,17,22,7,79,44,49,87
3,5,0,1,4,4,10,22
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
6,8,9,11,8,13,8,10
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
1,3,0,2,0,3,0,5
3,0,2,2,2,2,2,3
37,21,52,21,34,50,33,53
0,0,4,0,1,3,1,3
6,3,8,4,12,13,11,7
4,2,4,1,3,6,5,10
0,0,0,0,0,0,0,0
129,119,176,127,145,121,148,206
0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0
0,1,5,3,1,5,9,3
0,0,0,0,0,0,0,0
46,26,58,30,43,26,34,48
0,0,0,0,0,0,0,0
7,1,3,1,2,4,3,3
0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0
0,1,0,3,0,0,0,1
0,0,0,0,0,0,0,0
55,70,143,94,133,109,95,192
0,0,1,0,1,0,1,1
0,2,0,0,0,0,0,1
25,20,41,24,64,15,29,48
0,0,1,0,2,1,0,0
0,0,0,0,1,1,0,0
83,71,112,69,81,82,64,173
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,1,5,0,2,5
0,0,0,0,0,0,0,0
0,0,0,2,4,2,1,5
6,5,6,5,15,6,14,27
83,51,159,62,69,51,65,95
0,0,0,0,0,0,0,0
86,81,166,64,187,146,133,260
0,1,0,0,1,1,0,3
0,0,0,0,0,0,0,0
3,1,9,3,4,5,1,3
8,2,13,4,4,9,12,12
2,17,12,9,23,20,32,33
139,130,205,128,260,335,249,392
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,1,3,9,3,7
0,1,1,0,0,0,1,0
4,2,6,3,11,9,12,9
0,1,2,1,3,0,1,2
7,5,20,7,25,25,27,39
2,1,2,1,2,5,0,1
0,0,0,0,2,0,2,1
0,0,0,0,0,0,0,1
5,5,7,7,14,5,13,14
15,17,28,18,51,41,45,68
1,0,1,0,2,0,0,0
26,30,56,19,22,13,15,50
48,53,107,51,53,44,30,77
11,7,11,7,18,19,10,36
24,30,62,27,24,26,20,57
7,10,6,10,16,14,21,44
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
4,19,33,17,30,32,24,57
0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0
5,5,16,5,17,7,13,11
1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
2,1,1,0,2,0,7,0
0,0,0,0,0,0,0,0
2,0,5,1,6,6,11,8
0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,2,0,2
5,6,3,6,10,22,17,9
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
2,4,5,0,5,3,3,9
8,4,11,9,20,19,8,27
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
17,15,15,16,26,18,19,32
11,4,12,5,23,14,11,34
0,0,0,0,0,0,0,0
1,3,6,6,20,19,10,11
2,4,4,2,3,6,3,2
1,1,0,0,1,6,7,8
2,1,5,5,6,4,7,4
1,0,0,2,1,2,1,0
0,0,0,2,1,1,0,2
0,0,1,0,0,0,0,0
8,14,19,8,10,4,12,14
1,0,0,0,4,5,2,3
40,34,74,35,59,30,47,107
1,0,0,0,2,0,0,0
289,232,435,224,146,115,115,227
6,3,18,7,12,13,7,10
62,54,111,45,52,50,44,113
23,29,26,14,19,8,12,41
60,41,91,49,64,51,57,79
16,17,28,17,29,19,24,48
0,0,0,0,0,0,0,0
4,3,4,2,14,14,20,35
0,1,2,1,5,1,1,2
4,8,7,1,8,4,11,9
0,0,0,0,0,0,0,0
18,21,35,16,17,18,15,24
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
1,0,3,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,7,8,8,5,4,6,10
5,3,19,8,29,20,14,30
0,2,0,0,0,0,0,0
1,4,2,3,3,11,4,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0
2,1,12,8,19,13,12,13
0,2,2,0,3,2,4,1
23,16,25,16,17,13,15,27
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,7,12,5,9,7,16,15
0,0,0,1,4,2,3,8
8,9,7,4,2,6,10,23
0,1,0,6,1,0,5,4
0,0,0,0,0,2,0,0
0,0,1,1,1,0,1,2
1,1,7,1,5,6,6,5
2,11,6,4,17,17,14,24
16,15,44,14,41,26,32,45
0,0,1,1,0,1,3,3
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
1,1,3,4,4,2,1,4
6,10,19,11,24,23,17,30
0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0
1,0,2,1,0,2,1,2
0,1,1,0,2,1,0,2
0,0,0,0,0,0,0,0
47,52,110,43,9,4,1,11
5,4,6,3,6,5,14,10
0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,0
0,0,3,1,2,4,1,2
0,0,2,0,3,0,0,0
0,0,0,0,0,0,0,2
12,13,25,16,26,15,29,35
20,14,47,12,20,22,22,34
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0
139,139,194,103,171,109,96,215
1,1,5,0,4,1,1,3
0,0,0,0,0,0,0,0
8,3,17,8,22,13,17,32
165,118,280,125,150,98,117,210
0,0,0,0,0,1,0,0
20,27,48,23,13,9,13,15
0,0,2,1,0,0,0,2
22,17,55,16,33,34,31,51
0,0,2,0,0,2,1,1
0,1,1,1,2,1,3,3
1,0,3,0,5,4,6,6
4,6,3,3,5,4,5,6
22,21,43,19,32,31,26,55
0,0,0,0,0,1,1,0
2,9,10,9,31,33,41,43
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
0,0,1,0,0,1,0,3
0,2,0,0,3,0,0,0
0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0
0,1,3,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,1,1,1,1,0,1,1
3,1,5,1,9,7,8,18
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3
3,4,13,14,31,18,24,36
1,0,1,1,0,0,0,0
2,2,12,2,14,14,20,29
0,0,0,0,0,1,1,1
1,0,1,2,5,0,1,3
2,5,3,0,4,0,4,4
44,22,62,29,35,25,33,56
0,0,0,0,0,0,2,1
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
14,7,18,4,26,27,17,39
0,1,1,0,1,2,1,2
50,40,71,25,46,25,40,72
0,0,1,0,0,1,1,1
2,4,2,1,5,1,2,3
0,1,1,0,0,2,6,3
0,0,0,0,0,0,0,0
0,1,2,1,1,8,6,4
0,0,1,0,0,0,0,0
28,26,53,32,77,59,74,107
26,28,57,41,41,40,31,34
0,1,1,0,1,2,1,1
1,4,4,4,0,3,8,8
19,23,34,20,28,23,30,48
12,11,13,10,10,7,6,16
0,0,0,0,0,0,0,0
4,3,5,4,2,2,2,5
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
2,4,12,8,12,9,8,23
7,1,5,0,14,5,2,16
0,3,2,0,2,5,0,4
0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,0
21,25,38,14,57,51,33,52
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0
2,2,0,0,2,3,7,4
11,22,27,11,26,25,17,33
0,0,0,0,0,0,1,0
16,5,13,7,10,9,3,23
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
19,21,31,25,31,23,19,45
3,2,7,1,7,5,1,3
12,8,18,7,20,27,29,32
0,0,1,0,1,1,0,0
0,1,3,0,0,0,0,2
1,0,3,0,1,2,1,2
1,0,2,1,0,3,2,4
0,3,2,0,2,2,1,1
0,3,4,7,8,1,1,1
0,0,0,0,0,0,0,0
2,0,0,0,6,3,3,2
0,0,0,0,0,0,1,1
1,2,2,1,3,4,4,7
0,1,1,2,0,0,0,0
0,0,0,0,0,0,0,0
2,0,4,3,7,9,3,7
22,17,30,28,51,46,44,76
0,0,0,0,0,0,0,0
48,25,42,25,45,27,21,68
35,42,61,23,33,24,25,40
1,2,1,0,4,4,0,5
2,2,2,4,12,12,12,35
10,12,13,3,14,10,10,19
42,36,81,21,25,18,10,27
1,0,0,0,3,1,0,1
0,0,0,0,0,0,1,0
3,5,5,0,2,3,5,7
0,0,0,1,1,2,0,1
3,0,2,2,1,0,1,4
0,0,0,0,0,1,2,0
1,0,0,0,0,0,0,0
31,38,66,31,36,37,32,86
1,2,2,0,0,0,2,1
20,19,23,22,29,22,18,69
147,163,295,126,135,151,90,219
2,0,2,2,0,2,1,1
5,2,8,0,7,12,16,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,4,3,1,2,1,1,1
18,16,26,17,36,13,25,28
5,5,6,1,12,3,6,6
0,0,1,2,0,2,1,2
0,1,0,0,1,1,2,1
0,0,0,0,0,0,0,0
2,0,3,1,7,4,0,9
58,58,98,42,32,20,24,44
87,96,160,84,112,108,99,181
10,4,22,2,14,5,6,15
0,1,0,0,0,0,0,3
0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,2
8,10,17,11,9,7,12,23
3,5,8,5,3,10,3,13
1,0,7,7,4,5,3,4
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,1,1,1,0
10,10,23,9,51,48,54,81
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1
1,1,2,2,1,1,2,2
0,2,2,0,2,1,3,1
10,3,11,10,2,5,4,5
0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,2,0,1,2,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,1,24,8,5,5,3,9
5,7,17,7,12,6,6,13
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0
1,0,1,0,1,0,1,1
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1
1,1,0,2,1,0,0,0
0,0,0,0,3,0,1,0
3,5,7,4,7,0,4,14
0,0,2,0,3,1,1,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,3,1,4,13,9,6
0,0,0,0,0,0,1,0
1,2,3,2,2,1,3,4
0,0,0,0,0,0,0,0
1,2,5,3,7,2,10,19
145,115,254,117,152,74,123,218
2,1,1,1,1,0,1,0
13,0,11,6,14,11,13,13
0,0,0,0,0,0,0,0
3,4,7,4,15,14,22,15
1,0,3,0,0,0,0,0
6,1,5,7,9,10,3,9
0,0,0,0,0,0,0,0
4,1,3,2,5,3,2,2
3,1,9,1,2,7,2,4
0,0,0,0,0,0,0,1
2,3,4,2,2,3,4,4
1,0,7,4,4,8,4,11
0,0,0,0,0,0,0,0
4,7,8,5,12,4,4,18
4,2,2,0,8,4,3,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15,15,14,15,13,19,21,24
0,1,1,1,0,3,1,0
1,0,1,0,2,0,0,1
5,10,10,11,12,17,29,22
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,2,0,1,1
4,9,5,3,6,11,10,11
0,1,0,0,2,1,0,2
3,3,3,3,0,0,0,2
0,0,0,0,0,0,0,0
9,7,15,11,7,7,8,16
0,0,0,0,0,0,0,0
35,19,40,30,32,15,16,19
0,0,0,0,2,1,1,3
0,0,0,0,1,0,1,1
0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0
2,2,2,2,0,0,1,1
0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,2
6,10,15,5,10,8,14,22
0,0,0,0,0,0,0,0
30,24,52,21,20,19,8,24
0,4,20,4,15,10,9,11
0,0,1,0,0,1,0,1
0,0,0,0,0,0,0,0
3,6,7,5,11,5,9,24
2,5,3,7,2,6,5,4
0,2,3,0,3,3,1,8
1,1,2,1,0,0,1,0
0,0,0,0,0,0,0,0
1,1,6,2,5,2,3,9
9,6,15,2,14,13,19,22
0,1,1,1,3,1,3,4
0,0,0,0,0,0,0,0
0,1,2,1,1,0,1,0
4,6,15,15,13,14,15,23
0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,0
4,6,3,3,3,0,2,5
4,3,2,0,1,2,1,1
0,0,0,0,0,0,0,0
3,4,8,2,2,2,8,10
14,8,36,13,28,23,34,46
0,0,0,0,1,0,2,3
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
1,0,1,1,0,2,0,5
0,1,0,0,5,1,1,2
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
3,3,3,2,10,11,9,11
0,1,5,5,3,6,4,6
0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,1
0,0,2,0,4,0,2,1
0,0,0,0,0,0,0,0
1,1,0,0,2,1,5,2
0,0,0,0,1,3,1,1
1,0,0,0,2,1,4,1
0,0,0,0,0,1,0,2
0,1,0,1,2,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4
0,0,0,0,0,0,1,4
0,0,0,0,0,1,0,1
17,20,26,15,50,36,52,77
16,10,14,14,18,13,15,38
0,0,0,0,0,0,0,0
18,7,17,12,27,28,17,40
0,0,0,0,0,0,0,0
10,16,28,9,8,7,17,31
0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
2,5,8,6,2,4,1,2
2,1,3,2,2,5,3,7
3,3,8,0,2,3,8,10
27,28,56,23,40,44,39,56
0,1,0,0,0,0,0,0
4,4,18,1,10,8,13,16
0,1,1,0,1,2,0,2
2,0,2,0,2,0,0,0
6,5,4,8,12,15,12,32
0,1,0,0,0,0,0,3
0,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0
0,3,0,2,4,4,1,4
0,0,1,1,0,3,1,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17,9,23,13,42,24,39,65
17,18,22,13,24,18,23,36
19,7,18,12,5,6,4,16
0,0,0,0,0,0,0,0
0,1,4,1,2,3,1,4
2,1,3,2,5,1,5,2
3,1,3,3,0,1,0,0
0,0,0,0,0,0,0,0
2,4,5,3,5,12,5,4
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
5,10,15,6,12,11,9,24
2,1,1,3,3,8,3,16
0,0,0,0,0,0,0,0
0,1,0,1,1,3,5,3
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
3,5,7,1,4,7,18,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
239,249,449,254,133,165,156,207
0,1,3,2,8,7,2,5
2,0,4,4,1,4,2,4
0,0,0,0,0,0,0,0
7,3,5,4,16,5,5,9
0,1,0,0,0,3,0,0
38,34,48,26,36,33,35,45
0,0,3,2,4,1,3,6
0,0,0,0,0,0,0,0
1,1,1,0,0,3,1,1
12,23,40,14,28,40,41,59
0,3,5,1,3,4,2,1
0,0,0,0,0,0,0,0
1,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0
4,0,3,0,16,14,11,13
4,2,2,0,1,5,2,5
15,19,45,27,34,31,35,41
5,5,21,5,5,4,6,6
0,0,0,1,1,0,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
1,2,0,0,5,2,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,1,0,0,0,1
0,2,2,1,0,0,1,2
0,0,0,0,0,0,0,0
4,7,8,9,9,8,6,14
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0
0,0,0,0,0,1,0,0
1,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0
20,10,16,13,56,32,37,60
0,0,0,0,0,0,0,0
4,3,3,2,11,2,6,8
0,0,0,0,0,0,0,0
20,24,34,15,40,43,31,66
4,3,2,0,12,6,6,18
5,3,1,5,7,9,14,6
0,0,0,0,0,2,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0
1,0,1,0,3,0,1,2
0,1,1,4,6,6,4,16
0,0,1,0,2,1,0,0
0,0,1,0,0,1,0,0
12,12,19,7,10,15,17,21
0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0
3,0,8,0,1,2,7,10
0,0,0,0,0,0,1,0
0,0,0,0,0,1,4,2
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1
3,0,2,0,5,4,2,0
1,0,0,2,2,3,3,3
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,1,3,1,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
301,287,421,266,58,78,78,78
5,3,5,4,9,8,7,10
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,3
0,0,1,0,0,0,0,0
9,22,22,9,12,9,18,29
0,0,0,0,0,0,0,0
29,16,34,23,52,57,35,62
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,3,4,0,2,1,1,2
0,1,3,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,2,0,0,1,0,0
33,30,65,22,30,20,23,32
0,0,0,0,0,0,0,0
2,0,5,0,0,1,0,0
0,0,1,0,3,1,2,2
0,0,0,0,0,0,0,0
1,1,1,1,7,7,8,8
1,1,0,0,0,1,0,1
0,2,0,1,0,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,2,2,0,4,1,4,2
0,0,0,0,0,0,1,0
3,5,4,3,9,1,3,7
0,0,0,0,0,0,0,0
0,1,0,3,0,1,2,2
0,0,0,0,0,0,0,0
48,32,62,24,43,40,30,77
0,0,0,0,0,0,0,0
0,0,5,1,2,0,3,4
0,0,0,0,0,0,0,0
27,24,38,23,34,30,11,39
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,2,2,0,1,2,0
0,0,0,0,0,0,0,0
14,15,17,11,19,12,9,18
17,14,16,10,20,17,11,39
0,0,0,0,0,0,0,0
0,2,2,1,16,10,5,16
9,10,10,5,7,13,7,12
14,7,11,13,17,5,9,27
0,0,1,2,0,0,0,1
0,2,2,0,2,1,1,3
0,0,0,0,0,0,0,0
0,0,5,3,9,3,9,7
0,0,0,0,0,0,0,0
0,1,5,2,4,3,2,4
0,0,0,0,0,0,0,0
2,0,0,0,1,1,2,0
15,18,29,11,27,17,33,51
1,1,3,1,2,1,2,3
0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0
3,1,0,1,4,2,6,3
0,0,2,0,1,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,3,3,1,2,0
0,0,0,0,0,0,0,1
2,1,5,1,7,2,7,7
21,30,36,12,17,17,17,31
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,0
2,2,3,0,1,1,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
1,1,2,0,0,2,4,3
1,2,0,1,2,2,0,5
0,1,3,3,7,4,9,5
1,0,1,0,1,2,0,0
12,8,22,6,27,18,30,63
14,6,13,8,21,15,18,35
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,0,1,0,0,0
0,1,0,0,0,0,0,0
4,0,0,1,0,0,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0
92,85,198,109,178,126,126,201
1,0,2,2,1,0,1,1
2,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0
138,114,221,107,168,169,167,188
