mr74.MV411_IRF2BP2.DMSO_2h.r1,mr75.MV411_IRF2BP2.DMSO_2h.r2,mr76.MV411_IRF2BP2.DMSO_2h.r3,mr77.MV411_IRF2BP2.DMSO_2h.r4,mr78.MV411_IRF2BP2.DMSO_6h.r1,mr79.MV411_IRF2BP2.DMSO_6h.r2,mr80.MV411_IRF2BP2.DMSO_6h.r3,mr81.MV411_IRF2BP2.DMSO_6h.r4,mr82.MV411_IRF2BP2.VHL_2h.r1,mr83.MV411_IRF2BP2.VHL_2h.r2,mr84.MV411_IRF2BP2.VHL_2h.r3,mr85.MV411_IRF2BP2.VHL_2h.r4,mr86.MV411_IRF2BP2.VHL_6h.r1,mr87.MV411_IRF2BP2.VHL_6h.r2,mr88.MV411_IRF2BP2.VHL_6h.r3,mr89.MV411_IRF2BP2.VHL_6h.r4,genes
8,2,0,2,2,3,6,11,8,8,2,8,12,3,9,9,SERPINB1
110,48,24,32,50,114,118,78,156,84,74,92,42,20,70,36,SPAST
12,34,0,33,15,49,51,71,57,39,26,71,11,45,12,23,OSBPL5
91,77,14,84,41,88,77,108,105,160,93,127,76,65,72,67,AQR
3,0,0,1,0,6,12,2,2,0,2,5,3,0,4,1,CPS1
0,0,0,0,6,0,0,0,0,18,0,0,0,0,0,12,FHL1
47,49,27,51,30,61,33,64,60,66,71,66,22,50,18,17,RTF2
4,0,0,0,20,3,0,0,1,0,0,0,0,0,0,1,NLRP2
80,86,4,108,37,142,85,132,103,167,59,132,61,63,52,80,SLC45A4
103,43,26,43,35,83,33,63,38,53,33,82,38,34,22,44,RNF10
4,5,0,2,6,12,2,15,8,7,1,5,0,3,0,0,ZNF839
4,10,0,0,2,11,8,9,14,5,7,8,5,3,3,6,ZDHHC6
26,52,12,36,16,33,32,86,79,103,71,58,22,14,10,15,GRAMD1B
97,116,14,218,33,127,31,221,69,96,171,313,12,132,62,75,RNH1
109,50,16,46,73,63,115,97,106,59,117,156,76,34,16,42,NDUFS1
126,38,10,57,97,55,58,76,130,101,81,162,85,18,51,24,RB1CC1
12,13,11,12,15,26,36,19,46,10,8,49,10,6,10,6,ERP44
33,0,0,9,0,12,0,19,16,12,12,18,0,4,0,7,ALAS1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,BIRC3
16,15,0,20,16,19,12,20,34,22,9,13,20,12,15,19,AKAP11
5,0,15,8,1,0,3,5,8,0,11,1,3,0,2,5,GLRX2
9,3,1,12,14,14,8,2,13,9,4,4,3,2,2,5,SNAPC1
36,12,22,13,25,41,40,63,54,42,31,50,36,21,31,29,DERA
162,133,58,180,120,181,170,194,303,151,220,198,89,57,118,124,STRAP
0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,ABCC2
21,33,0,51,20,65,67,66,54,40,23,64,22,39,28,39,DEF6
18,8,0,2,13,4,6,11,4,4,1,28,6,2,3,24,PLEKHO1
128,31,28,33,22,22,28,41,116,69,54,66,8,4,15,26,GCLM
26,9,6,14,12,45,20,24,24,32,21,21,17,5,17,7,UBR2
104,56,42,46,18,54,69,68,115,65,46,73,46,15,23,49,DEPDC1
18,30,3,18,18,21,21,15,3,24,9,33,3,3,18,12,CCDC28A
16,12,0,22,30,12,0,18,12,18,6,56,10,6,2,10,RRAGD
41,18,2,28,18,22,8,32,103,20,44,63,26,8,46,18,HSF2
71,58,6,18,32,87,55,82,64,95,57,94,29,41,34,48,PHF20
48,0,0,0,0,0,0,0,0,1,16,0,1,0,0,24,NR1H3
2,0,2,0,0,0,0,4,0,0,0,0,4,0,0,8,TYMP
41,51,15,36,8,88,78,42,99,59,16,91,25,52,39,54,NCAPH2
8,13,0,20,7,26,9,24,10,25,21,31,6,24,8,9,TOMM34
60,38,20,36,51,55,41,62,79,65,32,72,26,16,43,32,SEC63
129,175,15,149,54,191,64,189,236,258,131,220,90,115,76,113,KPNA6
266,160,314,270,265,280,282,323,460,287,298,336,223,166,209,247,VIM
0,2,0,0,0,5,0,13,3,7,2,2,0,3,0,0,RTEL1-TNFRSF6B
0,0,0,0,0,0,4,2,12,6,0,3,6,0,0,0,FAS
105,59,34,159,61,156,166,137,128,91,136,121,99,106,72,108,RNASET2
171,196,33,216,122,148,151,137,201,265,122,348,64,108,52,123,CD44
26,13,0,20,20,25,4,33,25,49,14,16,16,4,6,14,AGPAT4
0,4,0,4,0,4,0,0,0,8,0,0,0,0,0,0,SLAMF7
1,2,0,3,0,9,0,11,0,2,6,11,1,6,0,3,BTN3A1
0,0,0,0,0,0,1,1,4,3,0,1,3,0,0,4,MIPEP
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,PRKCH
24,19,15,13,15,22,19,21,53,39,35,44,15,10,17,19,IFNGR1
11,19,8,15,25,25,26,34,34,55,10,32,13,26,19,15,B4GALT7
0,2,0,0,0,0,0,0,0,8,0,2,4,2,2,0,SH2D2A
99,38,45,24,38,45,59,63,92,76,68,74,31,19,31,20,VRK2
53,134,41,167,34,129,89,147,216,324,147,327,80,114,100,132,TNFRSF1B
130,126,10,149,93,44,157,151,262,147,111,298,72,83,79,105,VEZT
44,92,0,47,50,45,6,38,167,149,119,231,65,14,40,19,POU2F2
67,45,0,62,6,104,62,80,87,198,55,133,28,37,23,36,BRD9
118,118,54,127,99,170,159,174,112,163,97,110,96,88,61,125,SNX1
48,20,8,22,9,38,56,34,34,35,23,35,32,8,27,32,TBPL1
4,2,0,8,3,6,9,9,10,4,15,14,6,1,2,7,ARNTL2
1172,667,235,456,680,971,959,948,1494,1286,986,1277,815,280,788,677,BCLAF1
381,239,113,219,95,359,135,338,409,364,233,363,212,153,139,167,SLC39A9
5,0,0,0,1,1,0,2,0,1,3,0,0,2,0,0,TFB1M
107,122,13,117,92,173,80,153,150,143,100,178,90,88,84,65,RABEP1
62,73,31,60,23,58,20,42,85,85,75,87,25,31,23,28,HMGB3
53,68,23,53,35,89,76,94,108,125,75,54,60,49,32,23,NUP160
32,25,36,61,6,49,12,37,64,107,24,51,15,59,29,12,BAK1
1,0,0,3,0,3,4,7,7,1,5,0,0,3,1,0,IKZF2
9,42,3,45,2,28,41,37,30,81,76,100,13,41,10,12,GRN
60,60,34,43,60,76,75,69,106,126,95,101,61,40,55,54,FAM13B
3,5,1,0,0,0,5,1,5,10,2,5,0,1,0,0,ARHGAP31
38,17,3,13,13,21,9,27,42,29,23,35,26,6,13,12,CENPQ
2,2,0,16,0,10,10,6,12,4,20,24,2,2,2,2,SARS1
134,116,81,74,54,93,59,141,116,174,103,181,83,72,34,59,RANBP3
89,96,12,97,35,102,80,155,171,158,144,169,55,18,58,27,ARID4A
12,12,17,14,17,5,6,26,19,17,16,16,2,17,11,13,EIPR1
0,3,0,0,0,0,4,4,0,2,0,3,0,0,0,4,PNPLA6
2,6,4,0,0,0,3,0,1,0,8,1,0,0,3,0,IFT88
2,21,0,11,10,9,2,9,2,5,3,35,8,17,9,0,ALG1
104,25,24,75,21,77,36,60,87,68,61,78,40,6,31,41,ZCCHC8
14,9,0,13,4,16,4,15,10,19,9,16,9,10,8,9,ABCF2
15,6,0,19,0,11,3,14,16,12,9,7,4,4,16,9,CHPF2
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,LRRC7
52,52,11,21,38,60,89,92,77,66,65,109,65,31,94,42,FUT8
51,26,30,29,40,51,33,40,69,64,36,57,31,18,48,19,UBA6
101,156,32,122,126,282,142,302,244,343,171,349,168,244,135,209,GAB2
33,30,0,48,0,24,0,32,21,25,14,28,12,34,0,47,ATP6V0A1
185,134,54,124,132,148,83,157,216,201,177,195,93,36,72,116,PIAS1
72,39,14,27,34,60,28,79,43,82,37,101,25,23,63,19,SLC4A7
0,4,0,0,2,5,6,4,0,0,0,3,0,0,0,0,APBA2
18,84,0,39,36,88,42,77,70,154,42,65,55,74,43,34,MAP2K3
59,41,19,487,44,100,59,81,130,86,54,141,59,65,64,82,TMSB10
55,31,8,44,21,42,59,42,77,79,74,83,35,11,34,28,ASTE1
145,86,72,88,97,116,116,124,139,143,140,165,53,14,62,62,RNF19A
6,5,0,1,2,4,2,3,9,0,0,0,0,1,2,0,PEX3
22,17,12,45,3,40,24,45,21,22,8,22,46,2,32,19,GABARAPL2
12,1,0,0,1,6,37,6,1,12,27,33,2,15,6,8,SH3YL1
97,83,30,114,42,86,52,91,112,124,89,183,50,50,42,66,FAM136A
35,19,11,50,11,77,60,41,41,68,39,68,41,32,21,19,VCL
18,10,12,16,43,36,53,28,47,37,43,44,27,21,19,19,DEPDC1B
0,4,0,0,1,0,0,6,0,1,0,3,1,2,0,0,DAPK2
142,64,7,108,79,110,135,119,114,161,87,158,63,60,52,66,NSMAF
22,18,0,7,14,16,22,25,24,24,20,21,6,15,14,7,ADSS2
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,STAP1
37,44,9,43,19,51,16,47,77,73,24,81,17,13,14,54,TIMP2
50,50,14,88,25,68,34,55,58,63,44,65,37,30,26,28,RFC1
93,45,48,63,92,128,122,80,197,114,158,132,77,43,36,35,TBC1D23
247,167,222,191,187,202,276,184,284,210,184,178,137,73,137,70,CUL3
0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,MYOM2
163,73,15,39,78,120,75,121,205,145,175,199,80,20,73,63,ZZZ3
644,72,296,104,116,148,52,344,124,268,144,124,68,100,208,180,SLC18A1
21,21,8,14,25,24,8,8,52,68,52,35,22,9,12,18,USP2
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,RPL26L1
0,2,0,5,0,3,1,1,0,0,0,1,2,3,0,0,FLT4
68,78,18,72,53,135,60,139,70,177,114,109,95,69,44,51,NSUN2
35,29,9,28,16,31,34,14,44,35,25,26,30,13,20,16,FBXO42
31,48,47,33,19,64,19,36,52,45,27,42,21,19,34,39,MFAP3
27,16,3,27,37,53,9,54,33,56,27,51,27,20,14,21,MRI1
18,33,9,57,12,59,47,51,54,95,16,73,7,39,72,11,METTL1
6,0,0,2,0,3,2,2,0,0,0,2,0,0,0,2,AGA
48,21,11,25,61,35,45,37,61,36,40,41,27,9,17,12,PI4K2B
33,42,0,14,21,30,64,34,44,49,63,26,26,14,20,31,BOD1L1
216,109,67,66,88,129,186,153,298,159,131,225,96,43,146,85,MAT2B
0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,TLL1
5,2,1,8,0,3,2,6,0,0,4,0,0,0,12,0,EDC4
25,45,0,24,6,62,66,47,79,65,38,31,23,27,27,22,TRIO
17,17,0,22,12,38,12,28,32,30,10,28,24,27,45,24,CLEC16A
1,0,0,5,0,0,0,0,0,0,2,0,2,0,0,0,MSR1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,CDH1
106,107,108,115,56,106,70,104,149,149,93,129,64,54,72,59,MTREX
69,9,0,13,24,34,40,46,76,27,61,18,39,9,44,25,ZFYVE16
0,2,0,0,1,0,6,11,4,3,0,0,0,5,1,0,RIPOR1
1,9,0,12,0,12,22,14,16,30,0,24,11,16,2,2,PNKP
56,48,0,18,24,30,24,26,59,69,28,60,30,21,18,18,PHLPP2
122,74,36,90,80,87,132,108,131,104,78,125,54,37,99,78,SPDL1
178,65,106,74,67,62,94,106,153,130,133,197,161,37,65,24,STAU2
62,103,3,53,48,69,50,133,92,125,58,181,7,53,33,93,SLC66A1
8,2,0,16,7,15,4,15,10,11,6,7,4,12,3,11,CTNS
0,2,0,0,4,0,4,0,4,0,0,0,0,0,0,0,RTN4R
172,135,116,260,130,167,180,156,183,244,234,417,112,118,108,69,PHF23
36,21,0,51,26,36,11,44,61,56,22,41,23,26,15,13,INPP4A
6,7,0,5,0,6,0,3,24,6,12,18,6,1,2,3,RAB27B
1836,1284,1945,3501,2501,2131,3855,2110,4042,2545,2724,4509,2761,1670,3423,2713,PSMA4
21,31,8,47,17,43,31,54,44,51,26,44,19,32,16,14,LSG1
1,0,0,2,1,3,0,2,4,3,0,11,0,3,0,10,PARP3
21,15,8,60,11,50,25,51,33,70,26,52,16,18,11,18,THAP3
95,88,3,119,24,111,117,76,89,116,63,152,37,58,51,41,TDP1
5,2,18,30,0,7,0,6,16,25,5,26,0,4,3,6,ENSG00000042317
147,75,17,114,81,82,110,88,144,125,76,138,43,25,29,54,MED17
2,12,8,10,0,20,4,26,8,26,28,28,0,20,17,5,RETSAT
0,12,8,24,4,4,4,8,16,12,0,14,14,8,3,0,CAPG
28,32,8,52,8,52,12,44,40,48,108,44,36,40,16,60,AP2S1
0,3,0,0,4,3,2,2,0,0,0,0,1,1,4,4,ADAM28
207,130,151,63,148,127,172,126,317,189,211,346,105,45,93,68,DCUN1D1
29,49,11,58,40,50,28,42,50,61,40,93,24,40,27,38,JADE2
26,34,15,13,19,25,36,23,39,38,23,41,4,4,15,16,ZIC2
258,120,103,146,211,244,297,252,551,455,239,476,174,58,175,219,LCP2
39,60,71,75,22,69,77,57,49,102,51,65,72,47,46,21,TRIT1
0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,ADRB1
0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,CUL7
71,78,10,95,8,51,34,55,75,62,57,105,50,32,30,51,CTNNA1
4,2,0,0,5,1,7,3,2,3,6,0,1,0,1,1,PHKA2
18,15,11,20,10,14,4,16,22,17,6,22,6,4,3,10,CNTLN
34,33,29,29,42,85,69,77,54,57,38,92,43,33,27,41,HSPA5
0,0,0,0,0,0,0,3,8,0,0,0,4,3,0,2,GEMIN8
12,3,5,24,5,3,17,21,13,23,24,10,11,5,3,4,OFD1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,GPM6B
44,48,0,50,32,70,22,52,42,72,28,76,56,24,14,20,WDR37
41,6,6,13,25,31,27,20,44,44,40,56,36,12,14,18,YTHDC2
0,0,0,0,2,7,2,4,0,1,0,0,0,2,2,4,CTPS2
60,24,1,28,7,26,33,32,30,51,37,37,26,13,12,13,ATP6V1H
17,9,6,0,12,6,0,18,15,18,4,18,3,3,3,4,POLR2B
11,11,0,13,19,23,35,38,42,26,19,14,27,1,12,4,FAM214A
12,3,4,14,11,12,14,4,7,4,10,17,6,2,2,2,TPR
0,0,0,0,0,2,1,0,2,0,0,0,0,2,1,0,CP
6,4,0,7,2,6,7,10,30,14,4,6,2,3,0,7,KIAA0556
2,11,6,63,0,44,6,32,32,10,0,42,3,17,11,19,DTNBP1
15,9,8,13,14,17,17,19,18,18,12,10,20,6,5,19,XK
68,55,28,42,35,61,56,57,98,82,88,85,48,23,50,25,C12orf4
0,8,0,0,2,13,16,12,10,2,6,4,2,0,2,0,SCML1
7,11,5,7,4,4,4,9,16,14,8,15,3,3,6,5,WWC3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,ARHGAP6
0,0,0,0,0,2,6,0,1,0,0,0,0,1,1,1,FAM184B
76,82,18,102,31,83,33,81,51,151,84,86,24,55,28,20,MAP4
166,100,90,96,112,140,146,112,270,212,196,140,96,42,90,80,GOPC
12,7,0,22,16,23,12,30,15,29,3,21,10,4,3,6,USP28
6,7,0,4,0,0,2,6,0,4,0,9,0,0,0,0,HDAC9
2,32,0,14,0,56,3,42,35,54,4,27,32,22,29,3,TSPAN17
113,52,124,69,56,82,122,108,100,156,113,192,61,56,70,130,NOP16
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,CC2D2A
555,341,78,269,374,462,279,481,720,620,549,677,324,153,276,274,RRM2B
315,125,66,130,96,115,238,168,366,268,347,380,167,24,94,146,ZNF800
14,14,0,16,3,15,8,28,24,26,5,27,10,5,9,7,SNX29
51,39,72,45,43,51,43,52,90,60,62,66,58,24,23,44,MRPS10
135,98,29,52,74,87,105,115,160,150,168,126,78,24,57,34,RSF1
24,7,0,33,17,38,17,26,52,47,17,30,14,10,3,28,VPS13D
1086,775,326,602,532,968,808,974,1711,1478,952,1748,505,599,448,634,CELF2
102,43,55,22,11,65,99,78,81,71,71,64,61,26,36,39,FAM120A
96,76,20,136,60,151,68,112,100,129,92,140,108,36,29,45,R3HDM1
0,1,0,1,3,4,0,0,6,2,0,3,4,2,5,2,COL9A2
0,0,7,0,0,2,0,0,9,3,2,8,0,0,0,0,KITLG
8,2,0,7,7,7,0,11,6,18,17,12,6,4,3,8,ERCC8
0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,2,ADAMTS6
5,8,2,0,2,6,0,9,0,4,4,7,4,0,1,2,H6PD
64,51,27,29,43,65,56,70,74,57,60,54,40,22,36,30,VAMP3
0,0,0,0,4,0,0,0,0,2,0,2,0,2,0,0,PER3
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,LTBP1
35,43,36,67,42,70,98,81,100,99,55,95,42,68,85,40,RCN1
68,93,0,133,49,87,90,79,134,180,98,182,26,47,48,41,RFC2
311,264,97,213,176,313,137,253,337,391,317,317,234,153,93,136,ARID1B
42,39,0,33,12,33,33,39,21,63,9,39,42,30,6,18,CLPTM1L
0,3,0,6,1,1,0,1,0,0,4,1,1,1,0,3,HEXB
15,53,0,31,11,79,35,55,43,62,57,65,75,56,34,19,PTCD2
124,83,84,67,77,166,198,95,178,194,134,170,135,25,83,109,JKAMP
15,16,0,15,10,21,26,11,40,12,13,26,17,9,4,14,NFE2L3
16,17,13,11,1,26,7,10,10,10,25,36,14,7,12,1,MCUR1
26,21,4,21,42,86,63,97,18,52,23,50,57,22,23,43,LIMA1
116,140,0,25,33,191,114,205,25,288,27,106,47,41,60,44,LETMD1
1,0,0,1,0,1,5,0,0,0,0,0,0,3,0,0,SLC4A8
55,50,4,35,30,45,29,81,41,76,69,48,2,14,8,4,MAPK9
8,26,0,4,4,18,42,30,10,22,4,6,20,12,0,12,COL23A1
3,0,0,0,1,3,1,2,2,10,0,11,3,0,3,3,FAM160A2
372,352,156,411,242,341,230,303,334,329,297,319,123,159,125,104,HERPUD1
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,HOMER3
104,75,10,170,24,78,54,102,43,116,36,86,35,67,30,75,RAD51
60,42,14,46,24,38,38,62,52,100,38,102,26,20,18,12,POLQ
1170,612,158,730,548,956,583,880,1391,959,898,1018,495,285,432,362,PIK3CB
45,116,162,248,92,202,244,196,178,229,137,537,82,144,108,768,CYBA
16,10,0,16,6,1,9,14,7,13,21,3,0,8,0,2,THOC3
31,32,44,74,34,34,23,54,77,71,46,90,25,23,14,27,HEBP2
72,79,55,105,34,88,48,77,125,143,63,106,57,41,40,71,MPHOSPH9
0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,PRSS8
94,56,39,38,31,77,61,97,118,87,73,92,84,46,31,40,SIKE1
2,2,0,16,2,6,4,4,0,8,2,8,18,2,10,2,RRP12
6,5,2,6,8,11,2,14,9,7,8,11,3,0,1,1,FNIP2
92,60,26,38,42,73,50,66,220,124,142,120,26,16,34,46,MSMO1
31,10,16,27,18,31,41,29,71,27,49,49,8,13,21,28,TTC17
172,247,138,227,124,256,108,292,343,389,262,564,182,127,174,203,FOXN3
5,21,0,56,6,26,61,30,29,30,22,44,20,6,2,23,AKR7A2
34,45,30,55,35,67,36,52,72,108,42,84,42,41,32,58,MRTO4
47,76,0,146,64,188,104,160,83,156,74,146,69,127,85,80,USE1
0,5,0,0,0,7,16,7,12,1,6,10,3,2,6,0,MCF2L2
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NRIP2
59,44,0,39,22,36,38,51,52,43,53,59,10,19,38,23,AP5M1
5,2,0,1,6,7,2,5,14,7,5,3,2,4,6,2,ANAPC4
3,2,3,5,4,7,6,3,1,7,6,0,7,6,1,0,KCNQ1
51,64,64,66,19,51,58,96,52,114,22,109,40,36,11,59,TRAPPC3
63,72,8,54,42,72,63,57,72,111,76,92,29,46,23,34,THRAP3
0,4,0,10,4,3,11,4,8,12,2,11,8,7,8,3,PHPT1
2,5,0,0,0,5,1,3,4,3,6,2,3,1,2,0,LY75
408,203,148,286,154,213,305,278,622,422,348,550,274,109,147,224,ARID4B
507,360,85,394,162,299,235,357,575,582,530,527,176,123,211,147,OPN3
6,3,0,0,0,2,0,4,5,0,0,4,0,4,4,0,SDCCAG8
2,0,0,0,0,1,1,1,0,1,1,2,1,0,0,0,HHAT
3,19,0,6,0,8,3,27,18,15,9,19,8,9,6,3,KIF1B
67,14,0,53,13,19,34,78,23,59,2,24,33,29,38,7,TBC1D22A
0,1,0,3,0,3,2,11,0,2,0,0,14,2,2,0,PLEKHH1
0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,ATP9A
39,47,7,32,31,58,28,63,49,47,14,60,13,45,17,22,FAM168A
57,91,10,108,41,105,13,129,122,174,88,164,53,98,49,39,RELT
31,34,0,22,25,62,59,57,33,51,17,27,36,25,11,15,GALC
54,57,29,101,44,86,67,81,126,93,79,138,61,44,34,65,NOP58
175,285,50,224,112,183,116,284,274,419,164,395,196,158,174,157,SZRD1
21,20,24,30,18,29,31,21,37,47,48,96,7,35,38,24,CUL1
18,16,15,2,15,35,33,20,13,58,0,46,19,7,11,27,FAM114A2
0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,CYFIP2
703,548,361,617,502,560,580,648,948,917,671,880,412,186,384,373,TAB2
14,6,2,3,3,17,17,5,17,3,12,12,0,2,0,7,GINM1
67,32,3,39,12,30,19,49,79,60,71,66,40,33,24,39,EIF2AK2
108,85,12,56,66,130,127,185,166,248,146,122,107,56,100,64,ENSG00000055483
263,191,74,289,114,222,127,262,388,406,160,324,173,100,56,104,KMT2C
451,327,50,314,326,328,295,426,629,538,523,477,276,86,241,219,PUM2
45,27,4,100,63,77,35,49,36,89,30,70,28,33,33,5,MRPL43
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,ITIH4
0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,HPF1
213,124,112,169,214,213,235,263,373,254,213,303,145,85,185,164,ZFR
22,9,0,4,17,12,1,16,25,29,15,25,13,2,6,11,ZNF280C
15,22,14,13,3,9,8,14,24,29,14,31,0,2,9,14,TRAF1
219,184,73,80,77,130,96,154,269,311,214,255,92,56,84,81,RC3H2
0,1,0,0,2,2,4,1,4,1,0,0,2,0,4,0,IL17RB
29,20,0,41,4,21,0,6,30,0,14,30,12,12,40,16,TRAF3IP2
16,11,0,9,7,23,18,8,5,8,3,8,10,6,2,2,DCBLD2
6,14,54,0,0,20,4,18,18,24,6,6,14,8,2,10,SOAT1
156,87,128,127,71,88,135,115,206,165,164,232,60,67,74,62,GDI2
178,144,46,80,101,150,152,220,554,435,408,482,363,194,321,397,PRDM1
231,87,90,232,119,143,163,167,279,262,176,415,182,59,177,125,ATG5
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TMCC3
22,30,5,19,18,39,22,37,43,41,28,25,18,12,17,17,PITHD1
7,6,0,2,7,10,14,9,2,14,6,6,8,4,4,0,MTA3
38,25,33,19,34,50,15,61,25,46,19,24,11,19,15,21,USP13
264,143,77,161,131,204,219,171,241,228,198,329,112,77,126,123,ATP11B
84,52,6,60,45,63,21,36,75,77,54,85,3,21,12,27,CDK14
308,338,28,301,151,509,259,579,446,678,299,450,254,339,174,157,SEC61A1
313,190,182,183,140,198,324,229,244,282,220,342,97,81,124,201,PPP1R12A
2,0,0,0,0,2,5,0,4,0,0,2,0,1,0,0,RASGRF1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CAMK2B
86,52,102,107,34,120,44,127,163,158,106,108,49,55,46,71,POLR3E
212,173,51,287,133,382,171,405,375,437,282,367,240,316,155,241,ATP2B4
112,81,7,161,53,127,92,178,172,149,82,152,41,50,42,17,ZC3H11A
46,24,2,17,21,22,39,38,40,41,24,27,33,13,34,33,RIOK2
6,14,0,18,6,24,12,18,27,51,3,12,15,20,12,3,YIPF1
83,54,23,58,48,70,41,68,85,83,83,86,40,30,32,25,NDC1
39,87,18,87,64,101,78,115,112,134,117,226,82,93,47,61,DGKG
0,32,0,31,20,32,17,34,0,34,4,27,22,25,34,52,FLYWCH1
78,73,36,101,12,56,54,68,47,136,17,55,56,64,25,20,UNKL
4,13,0,14,19,48,8,10,7,39,27,11,3,24,17,25,TBXAS1
7,4,0,3,0,1,2,4,16,9,7,2,3,5,4,2,PARP12
166,122,70,86,110,204,156,136,180,202,162,160,156,64,134,66,ALDH18A1
7,0,6,2,0,6,14,7,14,5,2,7,5,5,4,4,TARBP1
22,26,0,13,0,22,15,43,26,37,21,19,20,20,5,4,GATB
836,661,204,521,254,655,307,600,1097,1169,809,1283,546,377,345,414,MXD1
45,13,19,8,14,21,21,24,58,46,48,84,15,7,3,17,CDK17
115,33,26,38,60,74,34,93,123,126,116,175,60,46,46,75,DNAJC25
8,4,7,10,12,8,4,17,4,10,22,12,12,11,8,7,SLC2A3
86,74,8,58,74,122,64,128,108,86,78,178,68,58,82,32,CTDP1
61,32,4,42,47,50,40,64,76,64,46,56,14,14,30,23,YBX3
4,0,0,0,0,1,7,0,0,3,0,0,0,1,0,0,STYK1
239,168,27,144,81,173,123,201,270,257,242,279,72,90,78,99,WNK1
147,62,131,189,56,145,173,123,247,177,195,174,110,43,103,111,CCAR1
5,2,0,2,0,7,0,2,4,6,2,16,0,2,5,5,OGFR
23,58,0,89,18,52,26,39,56,75,36,76,24,41,17,24,GNA15
0,0,0,0,0,2,0,2,0,4,4,0,0,0,0,2,CREB3L3
12,4,0,27,6,16,14,10,6,9,10,6,7,12,8,0,PIGV
40,32,10,76,20,39,54,27,49,96,40,92,20,22,28,6,SNRNP40
60,39,29,41,17,36,26,41,86,65,75,88,33,13,19,12,QSER1
9,2,0,7,2,6,3,7,25,4,2,7,0,2,7,5,MPC1
14,27,16,80,12,16,40,47,36,42,13,45,52,15,6,45,ACAA1
72,38,6,40,49,79,84,69,91,56,50,77,58,24,36,75,BCAT1
15,8,0,12,16,42,31,42,16,78,22,22,12,22,40,12,HDAC7
4,19,1,3,1,24,8,22,10,26,21,17,3,14,14,4,LZTS1
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,PRDM6
229,99,58,176,63,132,135,127,276,212,164,220,93,49,80,127,MRPS35
71,69,21,89,30,65,46,95,60,112,31,122,47,45,44,24,SFSWAP
0,6,0,16,0,4,0,14,19,18,0,12,10,10,2,4,TNK2
48,30,1,27,27,35,34,32,44,52,14,57,28,30,18,16,MON2
235,123,56,128,148,182,216,248,422,282,184,367,149,101,168,181,GPBP1
2,2,8,12,0,16,0,8,0,6,2,12,0,10,4,0,DGAT2
133,126,14,131,51,186,72,175,170,258,128,198,91,103,44,71,CS
14,16,2,20,22,24,14,30,24,34,14,18,18,42,12,18,MRPS24
40,66,0,48,20,119,59,92,142,174,95,131,86,64,56,42,ELMO2
115,72,90,12,33,108,62,113,164,156,97,123,52,48,62,82,WAPL
84,118,27,145,206,301,193,225,223,309,172,229,161,195,180,135,VMP1
57,35,11,52,24,54,44,48,88,66,60,79,41,26,30,26,APPBP2
0,3,0,3,0,0,0,3,2,3,3,11,9,6,1,3,POLD1
107,90,41,74,65,144,72,126,165,190,90,131,80,68,58,85,EIF4B
14,16,2,0,8,14,12,30,10,22,10,25,6,6,8,4,BICRA
9,7,0,2,10,9,19,20,9,13,6,26,2,11,4,3,SPHK2
89,89,76,313,64,140,111,149,96,183,96,215,92,102,94,175,RPL18
0,2,0,5,0,0,0,4,2,0,0,1,0,0,0,0,CA11
2,28,26,8,4,16,18,16,26,30,16,20,10,8,8,22,ISOC2
90,100,50,172,52,170,77,186,143,229,73,244,59,111,57,93,U2AF2
14,47,21,17,6,39,23,54,36,57,37,54,21,30,3,10,EPN1
266,305,89,326,166,257,194,426,361,482,227,586,279,153,176,230,MED29
41,28,11,13,25,31,15,51,44,68,43,49,31,23,14,18,AHRR
93,128,43,99,41,92,68,162,103,222,80,144,46,57,37,51,ZNF275
1,9,0,2,14,18,9,8,3,23,1,11,14,5,13,17,MTMR1
