mr201.MV411.MYBi_6h.r1_tcount,mr202.MV411.MYBi_6h.r2_tcount,mr203.MV411.MYBi_6h.r3_tcount,mr205.MV411.PBS_6h.r1_tcount,mr206.MV411.PBS_6h.r2_tcount,mr207.MV411.PBS_6h.r3_tcount
5,1,3,7,9,4
4,1,0,1,7,1
0,0,2,0,1,0
0,0,0,3,9,2
0,0,0,0,1,1
0,0,0,3,4,1
0,0,0,1,1,1
1,1,3,5,9,3
0,0,0,1,0,1
0,0,0,0,0,0
2,7,3,5,7,3
5,1,1,1,7,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,1,0
1,0,2,3,5,2
1,0,0,3,6,0
0,0,0,2,1,2
0,0,0,0,0,0
0,0,0,1,0,0
1,0,0,2,3,1
0,0,0,2,7,2
7,2,4,3,8,3
4,6,3,6,11,5
0,0,0,1,0,0
0,0,0,1,0,0
1,0,0,3,10,9
0,0,1,0,5,1
10,18,18,72,174,97
0,0,0,0,0,0
0,3,0,5,5,1
0,0,0,3,2,2
0,0,0,0,1,0
0,1,0,0,1,0
0,0,0,0,2,0
1,0,0,2,5,9
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
1,2,0,2,7,2
0,2,0,2,0,1
0,0,0,0,0,0
3,4,2,0,0,2
1,0,1,0,1,0
1,2,0,3,3,3
2,0,0,0,0,3
0,0,0,1,0,0
0,0,0,0,1,1
0,0,0,3,4,3
2,1,1,7,10,10
6,10,9,8,26,11
0,2,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,3,2
6,6,5,12,31,20
0,0,0,0,0,0
2,2,2,22,21,13
40,79,40,260,376,202
5,5,3,9,16,2
0,0,0,0,0,0
0,0,0,0,0,0
3,1,0,4,3,0
0,0,0,0,0,0
0,0,0,0,0,0
6,5,0,10,15,6
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,4,4,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,1,7,2
1,0,0,0,2,1
14,11,5,3,2,5
0,0,0,0,0,0
3,2,2,10,16,2
6,9,5,18,26,12
0,0,0,0,0,0
13,6,6,19,27,16
4,3,1,1,9,1
0,2,0,1,1,3
6,6,4,15,16,5
17,41,24,133,174,115
3,1,1,12,18,9
0,0,0,1,0,0
9,11,4,10,12,3
0,0,0,0,0,2
0,0,0,0,0,0
6,7,6,11,25,8
6,5,5,14,14,14
0,0,0,0,0,0
5,3,5,11,27,26
6,4,0,4,14,9
0,0,1,0,2,0
0,0,0,1,0,0
35,39,41,24,76,27
10,21,13,10,22,6
0,0,0,0,0,0
0,0,0,2,0,3
18,15,9,33,42,28
2,1,1,7,8,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,1,2,3,2
0,1,0,1,4,3
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,2,4,7,9
1,0,0,6,4,3
1,2,4,5,6,1
7,2,4,14,24,16
2,0,5,5,8,0
1,4,1,3,5,2
2,0,0,0,0,2
0,1,3,5,5,6
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,1,2,1
0,0,0,0,0,0
1,1,2,3,1,3
5,0,2,15,13,14
1,0,0,0,0,0
0,0,0,0,0,0
0,1,0,8,2,5
2,5,1,0,6,2
0,0,0,0,0,0
0,1,0,2,4,0
0,0,0,0,2,0
0,0,0,0,0,0
1,3,1,10,15,8
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,13,20,7
9,7,3,37,50,46
2,0,0,2,1,2
0,0,0,0,0,0
0,0,0,0,0,0
14,26,13,57,121,71
0,0,0,0,0,0
0,0,0,0,0,0
2,5,1,7,8,6
0,0,0,0,1,1
52,60,33,153,274,172
5,2,5,3,7,3
10,8,5,16,30,18
0,0,0,0,0,0
0,0,0,3,4,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,7,36,68,24
1,1,3,6,22,4
46,48,28,48,52,31
9,21,9,52,74,40
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,2,14,20,13
0,0,0,0,0,0
5,2,2,6,22,9
1,4,2,7,16,13
7,7,6,18,19,7
0,0,0,1,1,2
2,4,2,10,26,9
2,7,6,6,12,6
1,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
4,0,1,6,4,4
0,0,0,0,2,0
0,0,0,0,0,1
8,11,2,5,19,9
0,4,1,3,6,2
3,1,0,4,9,6
11,5,7,11,23,17
2,2,0,4,6,2
2,5,3,13,20,21
2,2,0,1,5,3
3,1,2,6,8,6
0,0,0,0,0,0
4,5,1,4,11,8
0,0,0,0,2,1
0,0,0,2,0,0
0,0,0,2,0,1
1,0,0,2,7,7
0,0,0,0,0,0
0,2,0,2,5,3
2,2,0,9,6,4
0,0,0,0,0,0
0,0,0,5,8,0
0,0,0,0,0,0
0,0,0,1,0,2
4,6,9,37,45,38
2,2,1,4,5,3
0,1,0,0,0,0
4,3,1,12,29,16
1,4,3,4,3,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
24,31,22,104,168,113
6,5,8,12,31,15
0,0,0,0,0,0
0,0,0,0,3,1
66,94,54,54,122,84
0,0,0,0,2,0
0,0,0,0,2,0
1,1,2,7,8,5
2,0,2,1,2,1
0,0,0,1,3,0
0,0,0,0,1,2
0,0,0,8,11,7
0,0,0,0,0,0
0,0,0,1,1,0
2,2,1,3,9,4
2,3,2,25,31,24
0,1,2,5,9,6
1,2,1,2,8,4
0,0,0,0,0,0
1,1,0,4,15,0
4,1,1,7,4,11
5,10,7,25,60,31
26,38,15,104,191,122
3,0,1,12,16,8
0,0,0,0,0,0
1,0,0,1,4,3
1,1,0,5,7,4
0,0,0,0,0,0
2,3,1,10,10,10
3,7,6,15,24,8
5,7,3,4,3,2
3,2,6,12,9,5
8,6,4,6,15,7
11,12,6,28,26,24
3,0,0,0,2,1
0,1,0,1,0,0
0,1,0,3,4,1
5,9,3,41,65,34
0,0,0,0,0,0
0,0,0,1,1,2
1,1,0,0,0,0
2,6,4,0,3,2
0,0,0,0,1,0
0,0,0,0,2,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,1
0,0,0,0,0,0
0,0,2,7,11,8
0,2,1,7,7,6
2,9,8,6,14,10
0,0,1,1,1,0
9,12,10,12,26,11
14,17,15,19,27,16
17,11,12,11,18,12
6,2,3,3,11,7
6,3,3,7,7,11
0,0,1,1,1,2
5,3,4,7,16,12
6,6,5,6,13,6
11,15,8,90,138,77
2,2,0,1,2,4
10,15,4,2,3,2
0,0,0,0,0,0
1,0,1,3,2,2
7,8,7,21,47,27
0,0,0,0,0,1
0,0,0,0,3,0
1,1,1,7,8,7
0,0,0,0,0,0
2,4,2,5,11,5
34,35,10,38,59,39
7,9,7,37,56,32
14,9,7,8,17,8
7,6,6,3,16,7
12,13,13,46,51,30
9,12,6,19,30,6
7,10,6,8,19,10
3,10,7,6,20,8
9,5,6,4,24,4
2,5,4,3,14,11
19,39,28,46,113,54
0,0,0,0,0,1
0,2,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,1,0,0
25,22,14,34,53,37
15,19,12,44,103,51
3,4,4,11,18,11
0,0,0,0,0,0
0,0,0,2,2,1
0,0,0,1,3,1
0,1,2,2,9,4
0,0,0,0,0,0
0,0,0,2,4,2
0,0,0,4,0,0
0,0,0,0,0,0
0,0,1,3,4,2
0,0,0,1,1,0
0,0,1,0,1,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,1,6,11,8
0,0,1,5,8,3
0,1,0,2,1,0
0,3,2,2,3,4
0,0,0,1,2,0
1,2,2,5,9,3
0,0,1,1,2,1
6,1,0,2,0,3
0,0,0,2,17,4
0,2,0,6,4,6
0,0,0,7,4,2
0,0,0,0,0,0
7,6,5,11,6,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,4,4,1
2,0,1,4,3,0
0,0,0,0,0,0
1,2,0,3,4,1
29,20,24,8,16,14
0,2,1,0,0,0
0,0,0,1,0,0
2,2,1,0,0,3
5,15,14,23,52,34
0,0,1,1,0,0
53,60,56,59,113,52
26,23,14,27,48,33
3,4,4,5,3,3
178,210,166,75,134,84
0,1,0,0,0,0
20,36,27,31,82,23
10,11,3,10,17,4
2,0,0,1,1,0
152,248,166,51,83,46
0,0,0,0,0,1
0,0,0,2,2,4
7,5,3,10,23,8
29,54,6,23,54,31
0,0,0,0,0,0
0,0,0,0,0,0
0,5,1,3,9,5
5,6,2,11,18,4
0,0,0,0,0,0
0,0,0,0,0,0
10,11,7,27,41,14
0,0,0,0,0,0
28,47,48,18,29,22
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,3,0
54,84,38,178,235,186
1,0,3,2,8,1
1,1,0,5,10,5
26,21,17,24,28,14
1,0,0,0,0,0
8,2,5,5,9,4
2,7,2,4,12,4
0,0,0,6,6,5
2,1,1,4,4,4
1,0,6,14,23,12
0,0,0,0,4,2
4,9,1,14,23,18
5,6,0,6,14,5
0,0,0,0,2,0
0,0,0,0,0,1
0,0,0,0,4,0
0,0,0,0,0,0
3,4,0,2,5,3
0,0,2,1,0,0
1,0,0,2,2,4
1,6,3,5,16,8
4,4,5,32,48,39
0,0,0,0,0,0
4,2,0,4,7,5
0,0,1,0,3,0
3,7,3,0,4,1
1,0,0,0,5,4
0,3,0,3,9,6
0,1,0,4,9,7
3,6,1,11,14,8
0,0,0,0,0,0
1,0,0,4,2,3
0,3,0,3,15,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,7,9,4
13,14,10,21,42,20
0,0,0,1,0,0
0,0,0,1,0,0
4,0,3,5,12,7
2,4,0,0,0,0
18,22,16,2,2,1
0,1,0,0,0,0
15,16,8,28,37,21
1,2,1,0,6,2
0,0,0,0,0,0
0,1,1,2,0,1
1,0,0,0,0,0
0,0,2,2,0,0
0,1,2,2,15,7
0,0,0,0,0,0
0,0,0,0,0,0
8,5,12,51,68,42
3,15,2,1,11,6
9,25,13,20,33,12
561,786,474,5,22,17
0,0,0,9,10,4
0,0,0,0,1,0
1,0,0,0,0,0
11,20,14,12,11,14
0,5,3,4,8,3
0,0,0,1,2,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,2,4,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,3,9,5
1,1,1,8,4,7
2,0,0,13,11,10
0,0,0,0,0,0
0,0,0,0,1,0
4,7,11,35,46,31
6,1,6,21,30,19
21,17,12,68,107,54
0,0,0,4,3,1
6,6,1,6,16,6
1,0,0,0,2,2
0,1,0,7,15,9
0,0,0,1,0,0
10,3,1,6,9,5
0,4,0,7,3,1
0,4,3,1,6,2
12,14,17,18,59,32
0,0,0,0,0,0
0,0,0,0,0,0
6,7,3,1,0,0
0,0,0,0,0,0
4,2,2,12,15,7
7,10,4,26,41,19
2,1,2,5,12,9
7,8,4,21,34,18
0,1,0,4,2,1
31,34,13,48,66,36
10,18,9,25,38,15
0,0,3,6,2,1
0,2,1,0,0,0
2,3,0,23,51,32
0,0,0,3,0,0
2,4,1,0,0,0
8,9,4,22,24,14
18,21,22,38,68,56
1,0,0,4,10,5
2,5,0,23,45,17
19,18,8,47,59,44
4,6,2,16,20,18
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,0
8,7,2,23,30,18
15,20,14,48,102,53
0,1,0,0,1,0
0,1,0,0,1,0
42,48,18,169,296,157
0,0,1,0,1,0
1,0,0,2,1,0
1,1,0,0,0,2
0,1,0,1,0,0
1,0,0,7,6,3
0,0,1,0,0,0
0,0,0,0,0,0
5,3,7,23,33,23
1,1,1,0,3,0
2,0,1,4,11,2
0,0,0,0,0,0
0,0,2,1,4,0
0,1,0,4,6,1
0,0,0,0,2,1
5,1,0,8,16,16
6,12,1,7,8,5
1,0,0,2,5,2
0,0,0,0,1,2
1,3,1,33,44,27
0,0,0,0,1,0
5,3,3,5,7,5
0,1,0,0,0,1
0,0,0,0,0,0
14,20,14,19,31,17
27,38,33,12,15,12
28,56,31,92,124,90
58,99,83,87,204,101
0,0,2,0,2,0
3,1,1,0,4,1
0,1,4,4,7,4
2,1,0,6,23,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,14,24,6
0,0,0,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,1
1,6,1,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
2,1,3,2,1,0
0,0,0,0,3,0
4,3,3,7,18,5
0,0,0,0,0,0
4,5,5,16,32,26
0,0,0,0,0,0
0,0,0,0,0,0
3,1,0,0,5,0
0,0,0,0,0,0
0,0,0,3,4,0
1,2,3,6,18,8
1,0,0,0,3,0
32,22,9,20,37,14
0,0,0,0,0,1
0,0,0,0,2,0
0,0,2,1,3,3
0,0,0,0,0,0
1,1,1,2,1,3
6,8,3,7,8,8
0,0,0,0,0,0
0,0,1,5,3,1
13,16,5,16,24,12
11,12,12,63,110,42
4,2,1,3,7,4
3,2,2,6,16,9
23,14,8,25,32,24
0,0,0,0,0,0
10,19,13,33,36,22
0,2,2,7,5,4
1,8,2,4,11,8
0,0,0,0,1,0
2,2,3,10,10,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
7,15,4,20,42,36
1,1,0,6,3,2
0,0,0,0,0,0
0,0,0,0,0,0
5,4,1,0,1,0
0,0,0,4,3,1
7,7,5,14,19,9
0,0,0,0,0,0
5,7,7,23,42,25
20,17,8,18,40,25
0,0,0,0,0,0
7,1,1,5,9,6
0,0,0,0,0,0
24,29,17,38,71,30
2,5,5,17,24,15
0,0,0,0,0,0
24,19,14,63,127,67
2,4,3,6,5,5
44,57,48,61,108,77
0,0,0,0,0,0
7,1,1,14,29,12
1,6,1,5,14,5
1,5,5,4,5,2
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,2,3,7,17,6
2,1,1,10,12,15
0,0,0,0,0,0
4,14,4,0,1,1
1,3,1,10,26,5
0,0,0,2,3,2
0,0,1,1,2,0
0,0,0,0,0,0
5,2,0,13,18,9
0,0,1,5,7,3
4,2,3,9,11,2
2,1,0,4,6,2
0,0,0,0,0,0
0,0,1,11,31,23
0,0,0,0,2,0
0,0,0,1,0,0
0,0,0,0,3,4
7,3,1,9,10,3
9,6,13,8,14,15
8,7,5,7,10,9
23,25,12,36,99,61
1,1,0,4,3,3
0,1,0,0,0,0
0,0,0,1,0,1
1,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
4,0,0,3,10,7
0,0,0,0,1,0
0,0,0,6,15,3
0,0,0,1,0,1
0,1,0,2,2,2
0,0,0,0,0,0
4,3,1,29,44,21
0,0,0,0,0,0
0,1,0,4,2,2
0,0,0,0,0,0
0,0,0,2,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,1,3,1
0,1,0,23,33,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,1,0
0,0,0,0,2,1
0,0,3,15,29,10
0,0,0,3,2,1
0,1,1,27,45,27
11,19,8,22,38,14
1,2,0,24,52,23
0,0,0,0,0,0
1,4,1,12,14,14
23,31,21,49,90,37
1,6,3,3,9,3
0,1,1,0,0,0
61,73,38,31,68,29
3,0,1,10,7,7
0,1,0,0,0,0
6,2,2,19,20,14
2,3,0,28,23,13
2,3,3,4,15,6
3,1,0,3,8,4
0,0,0,0,5,3
5,17,15,7,14,7
0,0,0,0,0,0
0,0,0,0,0,0
103,135,65,199,267,188
0,0,1,0,0,0
1,0,1,1,0,2
2,1,2,2,1,0
0,6,4,14,55,21
0,0,0,0,0,0
5,5,3,3,3,0
0,0,0,4,5,0
1,3,2,4,3,5
1,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,4,0,9,12,14
0,0,0,0,0,0
4,4,2,4,8,6
0,1,0,2,1,0
57,32,15,117,211,103
0,0,0,2,3,1
0,0,0,0,0,0
0,0,0,0,0,0
4,6,6,15,29,13
9,10,7,69,99,72
1,3,4,22,37,16
86,76,37,87,159,89
33,45,22,57,125,70
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
164,227,166,129,270,162
2,0,5,19,27,13
7,2,3,17,30,11
14,8,3,32,70,25
0,0,0,4,8,0
1,3,5,14,22,12
0,3,2,3,10,7
2,7,4,3,10,3
0,0,0,0,0,1
4,6,3,1,11,11
0,0,1,0,3,0
0,0,0,7,8,5
0,0,0,0,0,0
23,35,22,32,43,26
18,16,7,28,66,37
1,0,0,0,0,0
1,2,2,15,11,5
0,1,0,3,11,6
5,5,3,11,13,12
11,7,6,5,9,4
0,0,0,8,8,4
13,16,15,13,36,14
46,56,50,209,302,190
0,2,1,0,11,0
23,36,20,42,52,21
4,6,2,6,10,4
14,13,2,9,26,11
2,1,2,8,16,9
1,0,0,7,8,1
0,1,1,3,1,0
13,23,16,31,48,32
0,0,0,11,22,10
0,0,0,0,0,0
0,0,0,0,2,1
4,4,4,8,17,9
4,5,3,5,17,8
1,1,2,11,13,11
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,3,4,2
1,1,1,35,30,18
10,13,16,33,48,26
11,11,11,10,17,5
0,0,0,0,1,0
1,13,6,22,21,9
0,0,0,2,1,1
2,0,1,0,0,0
0,0,0,0,2,0
2,1,2,4,6,10
0,0,0,0,6,2
0,2,0,0,0,0
0,0,0,3,6,4
0,1,1,3,10,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,3,1,8,14,8
17,24,18,23,57,18
13,12,6,9,21,10
0,0,0,0,0,1
1,0,0,0,0,0
0,0,0,0,1,0
0,2,1,3,13,7
31,26,17,50,90,45
5,9,3,41,50,38
16,11,9,24,40,23
0,0,0,0,0,0
17,11,3,3,8,6
0,0,0,0,0,0
0,0,0,1,2,2
0,0,0,0,0,0
0,0,0,0,0,0
8,4,3,6,6,4
0,0,0,0,0,0
12,22,11,34,71,46
0,0,1,1,1,1
0,0,0,1,2,0
3,1,1,0,0,0
0,0,0,1,2,1
0,0,0,0,0,0
1,0,0,1,0,0
0,0,0,0,0,0
0,0,2,13,37,10
0,1,0,0,0,0
0,0,0,0,0,1
0,0,0,1,3,0
1,2,0,3,4,5
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,1,1
0,0,0,0,0,1
1,0,0,8,4,2
0,1,0,2,3,6
1,0,1,1,1,1
1,0,1,3,3,2
1,0,0,6,6,7
1,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,2,0,1,3,2
46,55,28,86,127,94
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
1,3,2,2,3,2
14,13,9,10,29,5
5,3,2,3,4,1
4,13,6,4,13,6
0,0,0,0,0,0
1,5,3,0,1,2
1,2,3,1,0,0
6,5,7,3,2,9
16,35,20,3,10,2
2,2,5,9,15,6
0,0,0,1,1,0
30,40,20,35,79,49
0,0,0,3,3,1
0,0,0,1,1,2
1,1,1,13,13,5
0,0,0,0,2,0
2,3,5,8,12,5
2,0,6,12,30,21
0,0,0,0,0,0
3,3,1,23,32,14
2,1,2,6,4,6
0,0,3,0,1,0
0,2,3,0,6,1
0,1,0,0,0,2
0,0,0,0,1,0
1,0,1,1,2,2
0,0,0,1,5,2
0,1,0,0,1,1
0,0,0,1,4,0
2,10,14,9,18,13
26,24,28,61,106,60
0,0,0,0,0,0
0,1,0,2,8,1
0,0,0,0,0,0
1,1,2,10,23,13
28,20,26,187,226,135
0,0,1,6,5,2
3,3,1,16,32,10
26,58,38,37,68,46
9,9,7,36,70,29
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,3,3,5
0,0,0,0,0,0
1,0,0,4,6,3
0,0,0,1,1,0
0,0,0,0,4,3
2,1,1,4,3,4
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,1,2,2,3
1,1,1,9,19,2
5,5,4,4,5,6
0,0,0,0,0,0
6,6,1,10,17,5
1,2,3,13,17,12
7,12,5,1,7,5
6,13,12,12,23,17
3,1,1,1,0,0
1,2,0,13,28,22
0,0,0,6,4,4
4,2,8,5,9,2
0,0,0,0,0,0
13,13,0,15,17,11
0,0,0,0,0,0
6,6,1,6,23,9
2,1,1,3,2,4
0,0,0,0,1,0
0,0,0,4,2,5
3,2,0,5,12,8
10,6,4,8,18,10
0,0,0,0,0,0
0,0,0,0,1,1
3,1,3,8,12,4
0,0,0,0,0,0
1,0,3,5,17,7
2,0,0,2,10,4
18,23,17,76,89,67
0,0,0,0,0,0
0,0,0,0,1,0
1,4,3,11,20,11
0,0,0,0,0,0
1,2,5,3,6,1
1,4,4,3,14,6
0,0,0,0,0,0
1,0,1,11,15,7
0,0,0,4,8,0
0,0,0,0,0,0
0,0,0,0,0,1
2,2,1,12,15,7
1,0,2,1,4,3
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
1,1,0,1,5,1
0,2,1,1,8,0
0,0,0,0,0,0
0,0,0,6,2,1
1,0,1,3,4,4
1,0,0,1,3,6
0,0,1,1,3,0
0,0,0,0,0,0
1,1,1,7,4,10
4,1,0,0,3,0
0,1,5,3,10,3
0,0,1,1,8,2
0,0,0,2,2,0
1,0,0,1,1,0
1,1,0,6,10,5
0,0,0,4,4,0
1,0,0,2,9,1
0,0,0,0,2,2
0,0,1,3,6,2
0,4,4,5,10,5
5,3,0,1,1,0
14,6,3,15,29,12
0,2,0,1,7,1
0,0,0,4,2,2
1,8,2,3,15,12
1,0,0,1,1,0
2,0,0,0,3,1
1,1,0,3,0,0
0,0,0,3,5,1
0,0,0,2,1,2
0,0,0,0,0,0
0,0,0,0,0,0
4,4,6,4,10,5
4,8,2,20,29,18
17,21,8,18,37,23
3,11,6,16,31,17
0,0,0,0,0,0
18,23,15,35,58,22
0,0,0,3,7,7
6,13,14,53,68,40
29,19,17,4,21,6
0,0,0,0,0,0
27,31,21,147,237,133
1,4,1,2,2,1
1,3,3,25,35,21
10,8,6,5,11,9
0,0,1,0,0,0
145,211,152,44,66,33
0,0,0,0,0,0
12,37,20,28,32,19
0,0,0,6,6,2
0,2,1,7,8,2
6,4,14,18,29,29
10,15,12,37,55,28
5,1,0,5,8,2
4,3,2,5,2,4
0,0,0,3,3,0
0,0,0,0,0,0
3,2,2,11,22,19
0,0,0,0,0,0
0,0,0,0,0,0
5,20,11,13,31,13
0,0,0,2,0,0
0,0,1,1,1,0
1,0,2,0,0,0
5,3,2,27,25,15
0,0,0,0,0,0
0,0,0,1,0,0
2,3,2,14,30,17
1,5,2,21,21,16
1,1,0,3,1,2
1,1,0,11,25,10
0,0,0,0,1,0
8,12,5,22,35,33
0,0,0,0,0,0
4,5,3,46,102,60
12,9,8,34,54,27
0,0,0,0,2,0
0,0,0,0,0,0
9,4,5,7,26,4
5,4,3,8,10,7
8,5,1,12,39,20
19,28,12,30,48,27
0,0,0,0,0,0
0,1,0,0,0,0
4,5,4,38,77,30
0,0,0,0,1,0
0,0,0,0,0,0
3,0,1,2,4,2
3,2,0,8,6,7
4,10,6,12,32,21
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,1,1,16,6
11,17,5,12,38,7
1,0,0,0,0,0
2,8,3,7,8,7
0,1,0,3,4,2
0,0,0,0,0,1
0,0,0,0,0,0
3,4,2,23,26,25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,1,7,22,9
3,1,2,7,8,8
0,0,0,0,0,0
14,10,9,22,37,26
0,1,0,5,3,7
4,7,10,14,24,22
2,5,1,4,4,3
0,1,2,2,5,1
0,0,0,0,0,0
1,0,0,0,1,0
0,3,1,3,11,5
0,0,0,0,0,0
1,1,0,1,1,4
1,0,0,1,4,4
8,15,10,29,51,30
3,2,1,7,5,3
1,0,0,5,6,2
1,6,2,11,10,12
0,0,1,4,4,1
0,0,0,2,7,4
3,0,0,1,1,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,19,0,9,17,6
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,1,1,4,1
1,4,2,5,11,3
1,2,2,2,3,2
0,1,0,4,10,5
11,8,3,18,43,14
1,4,1,7,28,32
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,1,0,2,8,1
2,0,0,3,3,5
0,0,0,2,0,0
0,0,0,5,4,2
0,1,0,1,0,0
0,0,0,1,0,1
0,1,1,2,1,1
0,0,0,4,7,1
2,13,7,182,236,152
1,1,3,20,26,13
0,0,1,4,15,3
1,0,4,1,2,3
13,15,13,76,141,86
9,7,6,24,59,33
5,1,5,16,32,26
0,0,0,0,0,0
7,4,2,8,24,5
0,0,0,0,0,0
9,13,6,19,42,26
28,22,13,45,78,32
0,0,0,0,0,0
1,1,2,8,11,8
9,12,3,7,12,7
11,16,12,2,2,0
1,0,0,0,0,2
0,3,0,8,12,3
9,12,6,25,49,18
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
1,1,0,1,1,3
0,0,0,0,0,0
1,0,2,5,2,3
0,0,0,0,0,0
0,0,0,0,0,0
18,11,9,11,22,9
0,0,0,2,0,0
1,3,0,2,1,3
12,11,11,25,39,22
8,5,1,5,17,10
0,0,0,0,1,0
0,0,0,1,1,0
1,6,1,7,10,2
0,0,0,0,1,0
0,0,0,0,0,1
4,5,1,0,5,5
1,1,0,3,5,2
4,2,3,4,12,9
1,2,0,5,1,4
0,0,0,0,0,0
2,3,6,19,33,21
0,0,0,0,0,0
0,0,0,8,16,4
5,2,2,2,6,6
0,0,0,1,5,0
3,0,2,1,4,4
5,7,4,30,44,27
0,0,0,0,0,0
26,11,9,13,13,8
5,0,6,4,14,3
16,14,11,3,5,5
0,0,0,0,0,1
1,5,3,1,4,4
0,0,0,0,0,0
0,0,2,4,1,1
0,0,0,0,0,0
34,29,12,34,70,32
0,0,0,0,1,0
0,0,0,0,4,0
13,34,19,17,25,20
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,9,1
7,6,2,7,12,16
2,3,1,0,9,7
0,0,0,1,4,0
0,0,0,4,4,0
0,0,0,0,0,0
7,12,5,12,7,8
2,0,1,14,20,15
0,0,0,0,0,0
0,0,0,0,0,0
8,15,10,17,28,12
0,0,1,0,1,1
0,0,0,0,0,0
0,2,0,2,5,3
0,0,0,3,8,4
0,0,0,0,3,4
0,0,0,0,0,0
2,2,3,12,22,10
2,0,0,0,1,0
0,1,1,4,15,7
1,3,1,3,1,1
2,5,4,5,8,4
0,0,0,5,4,6
2,1,0,5,15,7
0,2,0,0,0,0
