GENE,mr492-MV411-DMSO-r1_tcount,mr493-MV411-DMSO-r2_tcount,mr494-MV411-DMSO-r3_tcount,mr495-MV411-DMSO-r4_tcount,mr496-MV411-DMSO-r5_tcount,mr497-MV411-Naphthol-r1_tcount,mr498-MV411-Naphthol-r2_tcount,mr499-MV411-Naphthol-r3_tcount,mr500-MV411-Naphthol-r4_tcount,mr501-MV411-Naphthol-r5_tcount,mr502-MV411-Plumbagin-r1_tcount,mr503-MV411-Plumbagin-r2_tcount,mr504-MV411-Plumbagin-r3_tcount,mr505-MV411-Plumbagin-r4_tcount,mr506-MV411-Plumbagin-r5_tcount,mr507-MV411-Celastrol-r1_tcount,mr508-MV411-Celastrol-r2_tcount,mr509-MV411-Celastrol-r3_tcount,mr510-MV411-Celastrol-r4_tcount,mr511-MV411-Celastrol-r5_tcount,mr512-MV411-TM1-001-r1_tcount,mr513-MV411-TM1-001-r2_tcount,mr514-MV411-TM1-001-r3_tcount,mr515-MV411-TM1-001-r4_tcount,mr516-MV411-TM1-001-r5_tcount,mr517-MV411-Tretinoin-r1_tcount,mr518-MV411-Tretinoin-r2_tcount,mr519-MV411-Tretinoin-r3_tcount,mr520-MV411-Tretinoin-r4_tcount,mr521-MV411-Tretinoin-r5_tcount
IFIT3,5,3,1,2,5,1,8,7,5,3,6,0,3,4,1,1,13,12,9,5,4,21,14,3,44,19,40,11,158,9
IFNAR1,1,10,5,7,4,9,5,11,13,15,11,3,11,10,8,3,33,29,30,29,16,21,6,6,60,32,88,28,141,25
IFNAR2,8,8,5,7,5,17,19,22,14,23,15,7,21,14,19,7,60,38,38,23,27,49,14,21,112,153,487,86,713,96
IFNB1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,10,2,4,0,10,0
IFNGR1,6,14,3,5,4,6,4,3,8,7,5,3,5,7,5,4,45,30,26,23,12,28,19,12,42,13,48,10,94,18
IFNGR2,24,22,10,9,12,23,19,24,22,19,26,7,23,19,27,10,53,35,29,35,41,64,27,38,151,74,226,38,337,48
IFRD1,3,12,5,6,7,8,18,15,11,9,5,3,16,8,12,10,54,37,39,34,30,69,36,46,96,21,65,16,117,12
IGBP1,5,9,4,1,1,5,3,7,8,4,3,2,4,5,0,1,16,7,11,15,13,11,17,12,27,22,47,8,91,7
IGF1,0,0,0,0,0,1,3,0,3,2,1,2,2,1,1,3,7,5,1,16,2,9,2,2,12,1,4,1,7,3
IGF1R,1,4,0,2,5,2,2,1,1,3,1,1,6,4,2,2,20,8,8,9,9,22,0,5,48,5,25,4,81,9
IGF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF2R,5,10,4,4,5,12,8,6,4,13,13,3,8,12,3,4,63,43,26,27,20,32,5,15,80,21,88,15,123,16
IGFALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IGFBP2,1,1,1,0,2,2,3,1,1,2,2,0,2,2,5,3,7,5,3,0,3,4,3,3,19,6,9,2,15,4
IGFBP4,3,2,0,2,0,0,1,2,0,0,0,0,0,1,1,1,7,2,2,1,0,2,0,0,1,2,5,0,8,1
IGFBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1
IGFBP7,1,1,0,0,1,0,1,0,0,1,0,0,3,1,0,0,2,1,2,2,1,0,0,0,1,0,1,0,1,0
IGHMBP2,1,1,1,3,1,3,2,3,0,1,1,0,2,3,1,2,8,4,5,4,6,1,1,3,10,8,18,3,10,3
RBPJ,19,38,8,32,13,33,54,53,35,46,33,16,34,27,28,30,170,96,103,130,80,175,63,80,239,119,270,108,539,96
IGLL1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,1,8,1,7,2
IK,1,3,0,0,0,2,3,1,1,0,0,0,1,0,1,0,2,2,4,5,4,12,4,0,9,8,11,9,22,2
IKBKB,0,8,2,11,5,10,10,11,10,9,5,4,11,5,6,7,36,16,12,8,12,20,7,10,41,30,66,16,137,23
IL1A,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,5,1,2,1,2,1,0,0,2,2,9,0,18,1
IL1B,8,17,8,10,12,20,15,15,24,25,11,10,11,10,10,3,24,14,12,19,24,45,9,28,140,124,359,72,777,107
IL1R1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,3,1,1,0,0,0,1,0,0,1,0
IL1RAP,10,37,11,30,23,36,53,52,23,48,35,19,43,27,32,40,199,125,157,168,182,402,42,183,648,80,209,78,397,65
IL1RN,4,4,1,6,5,7,2,3,3,7,4,4,4,2,10,4,21,18,10,10,14,31,5,8,54,7,23,5,36,6
IL2RA,0,7,1,5,1,4,8,3,5,3,3,1,4,2,1,0,13,9,2,9,9,12,4,12,40,17,103,19,158,37
IL2RB,1,2,1,0,1,2,1,0,1,1,3,0,0,1,1,2,8,5,2,3,0,2,0,0,7,6,17,3,26,6
IL2RG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,1,0,2,0,0,0,1,2
IL3RA,2,0,1,0,1,2,0,1,0,1,0,0,0,0,2,0,3,2,1,1,0,2,0,1,2,4,14,2,14,5
IL4R,3,4,2,0,2,1,1,0,2,1,4,1,2,3,4,0,12,1,4,2,0,4,4,1,12,6,24,1,36,3
IL6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0
IL6R,9,41,26,16,13,30,37,40,38,41,36,10,38,28,33,20,119,85,57,72,65,171,51,55,335,67,134,32,279,54
IL6ST,0,10,3,8,4,15,10,10,9,20,13,8,21,17,8,9,48,42,40,34,33,69,6,26,73,40,110,38,188,29
IL7R,31,76,21,36,26,56,62,64,58,88,52,38,69,50,59,67,498,298,291,341,182,319,138,150,671,35,82,20,124,19
CXCL8,149,378,106,156,143,368,487,428,351,408,600,476,914,627,558,253,1429,986,1009,1455,1472,2851,335,1994,4034,736,2275,771,5142,796
CXCR2,0,1,0,1,1,2,0,1,2,1,0,0,0,2,3,2,6,3,1,4,2,10,4,2,12,1,2,3,13,0
3580,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,2,0
IL10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,1,2,0
IL10RA,4,3,0,2,2,3,6,2,5,4,2,1,7,8,5,2,11,8,6,9,11,19,3,5,52,10,33,1,60,2
IL10RB,7,7,6,4,4,11,5,5,8,6,8,0,5,10,4,2,20,15,12,19,14,22,21,15,40,34,73,23,144,21
IL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
IL11RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
IL12B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,1
IL12RB1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,4,2,1,0,0,0,0,0,0,2,3,0,6,1
IL12RB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
IL13RA1,1,3,0,1,1,3,5,2,0,3,1,5,3,1,4,3,11,8,8,8,9,24,5,6,39,4,5,4,14,3
IL15RA,3,11,6,3,8,10,2,8,7,6,8,4,9,5,8,3,30,26,12,16,27,41,9,8,142,30,125,21,230,26
IL16,1,5,2,0,0,4,4,3,3,3,3,2,1,5,5,3,13,10,5,11,2,8,3,8,7,2,17,2,10,1
TNFRSF9,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,2,8,2,8,1,11,0
IL18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,2,1
FOXK2,13,21,10,13,11,27,22,26,14,16,15,10,23,10,25,10,68,52,36,32,37,58,19,19,250,59,241,23,424,55
ILF2,35,51,14,26,15,41,45,55,49,44,32,19,51,35,32,31,136,89,69,66,92,168,96,75,290,141,395,82,751,109
ILF3,41,86,30,41,33,71,73,75,73,74,79,33,69,56,55,51,276,146,153,144,91,228,44,87,523,268,723,111,1333,189
ILK,0,1,2,0,0,0,1,1,2,1,3,0,0,2,2,1,7,3,3,4,2,1,2,0,0,6,3,3,9,9
IMPA1,7,16,7,4,6,13,10,17,12,15,12,6,11,13,8,11,55,33,32,32,35,66,10,61,86,44,129,38,217,37
IMPA2,0,4,0,1,0,0,1,0,1,1,0,0,0,1,2,1,8,5,4,5,0,0,1,0,0,4,4,1,16,3
IMPDH1,6,1,2,1,0,2,6,3,2,1,2,1,8,4,5,3,15,2,5,6,4,7,4,2,25,8,36,2,64,6
IMPDH2,1,0,1,1,2,0,1,0,1,0,0,1,0,0,0,2,2,2,2,3,1,4,7,0,3,5,5,3,6,4
INCENP,3,2,2,3,2,5,4,4,1,6,0,1,4,3,5,2,15,11,10,6,3,3,0,2,13,10,33,6,40,4
ING1,9,14,2,8,7,8,22,10,10,10,10,9,9,3,12,8,43,41,44,24,37,70,11,36,88,29,84,32,137,29
ING2,4,1,2,5,2,4,3,6,3,1,4,3,5,2,2,1,13,12,8,8,3,14,8,3,23,8,22,3,45,4
INHBA,80,70,24,40,33,72,69,55,67,69,45,29,59,63,47,34,187,116,117,152,119,227,173,126,308,166,412,106,666,168
INHBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1,0
CXCL10,0,1,2,0,1,4,2,1,1,2,2,1,0,1,2,0,0,0,0,0,8,18,0,19,37,0,0,0,6,1
INPP1,1,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,2,2,4,1,3,2,2,4,3,2,11,0,20,4
INPP4A,3,7,3,2,4,8,11,2,11,8,2,3,5,5,7,3,20,10,13,13,16,20,1,10,57,16,58,12,116,14
INPP5A,3,14,3,4,7,15,18,16,12,12,8,6,12,11,6,7,41,22,31,24,27,49,24,30,104,41,125,22,251,39
INPP5B,7,6,5,4,5,12,7,8,3,5,7,3,10,7,8,4,43,12,15,14,16,29,14,11,78,44,134,19,209,34
INPP5D,6,20,4,8,4,14,7,12,17,10,12,1,13,9,5,4,61,25,18,18,21,32,10,18,100,27,101,19,168,32
INPPL1,2,1,1,0,0,0,0,1,0,0,0,0,0,2,2,4,5,5,5,7,1,1,0,1,7,3,14,4,25,4
INSIG1,82,265,82,116,100,326,461,404,297,433,184,85,258,160,182,89,504,288,332,288,774,1522,294,779,2756,767,2102,602,4234,598
INSR,20,39,13,18,22,44,32,37,32,46,36,13,61,41,29,36,231,143,142,136,57,133,49,83,316,145,423,105,762,121
EIF3E,7,5,2,6,2,4,6,5,8,4,9,1,6,5,2,1,30,13,10,19,13,17,3,10,13,20,31,4,68,5
IPP,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,8,0,8,0
IRAK1,7,14,6,4,5,14,10,10,11,8,17,1,9,13,4,5,35,15,21,24,10,17,12,10,57,56,216,29,371,36
ITGA6,0,1,0,0,0,0,0,0,0,1,0,0,5,1,2,0,5,5,3,10,2,2,0,0,4,39,121,34,213,27
IRAK2,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,1,1,2,1,2,3,4,1,2,29,2,8,3,22,2
IREB2,11,39,13,21,20,29,30,32,30,27,29,13,28,13,21,16,149,86,88,66,44,128,12,65,213,73,265,59,446,69
IRF1,28,25,16,26,12,35,25,43,32,35,42,12,32,33,26,17,87,49,41,37,61,109,47,36,240,313,943,147,1730,266
IRF2,4,4,1,4,3,3,2,1,2,3,2,3,7,8,1,2,16,4,11,20,7,35,1,9,69,12,27,5,46,10
IRF3,5,8,4,2,11,8,12,9,2,10,8,2,11,13,5,4,23,4,10,5,15,11,6,3,31,24,57,9,100,22
IRF4,0,2,0,1,4,3,5,2,1,3,2,1,2,7,2,3,34,8,11,8,9,14,3,3,34,16,53,12,85,14
IRF5,3,4,3,5,1,1,2,4,3,4,3,1,3,1,3,3,10,14,6,2,6,4,2,1,17,5,17,3,22,6
IRF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IRF7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,2,1,3,1,6,1,7,2
ISG20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0
ITGA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITGA3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ITGA4,9,25,12,13,12,21,25,27,17,32,9,6,11,12,5,12,71,50,37,75,19,58,7,32,91,88,192,72,471,80
ITGA5,8,26,12,14,13,17,19,32,17,30,24,11,31,18,26,8,107,51,40,52,39,81,17,17,196,383,1012,181,1902,311
ITGA7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,3,0
ITGAE,5,2,0,0,1,0,1,3,0,0,1,2,0,0,1,1,10,1,3,3,1,12,3,6,14,10,31,2,32,12
ITGAL,96,174,55,69,83,166,144,181,177,140,71,37,118,76,94,86,557,266,286,219,188,352,63,97,869,555,1683,257,2652,446
ITGAM,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,2,3,2
ITGAV,0,2,1,1,1,1,1,6,2,6,2,2,2,1,1,1,14,11,9,9,10,14,0,3,13,5,7,5,20,5
ITGAX,0,3,0,0,1,2,1,1,2,0,0,2,5,2,3,1,10,5,3,0,5,5,1,2,18,10,27,4,59,9
ITGB1,2,4,0,5,3,7,7,10,5,5,4,6,3,5,7,5,18,15,27,28,14,22,1,13,38,14,49,14,108,14
ITGB2,1,6,0,2,0,1,1,4,2,0,4,0,3,3,0,0,5,3,0,2,5,4,3,4,8,6,29,6,35,4
ITGB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0
ITGB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF6,12,21,5,9,10,18,17,22,18,25,17,4,24,17,20,4,60,39,21,35,37,65,27,26,130,54,156,29,273,48
ITGB5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,3,3,1,15,2,17,1,14,1
ITGB7,0,4,1,0,1,1,5,5,7,11,3,0,6,3,1,2,5,6,3,3,2,11,1,2,17,22,74,12,139,20
ITIH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITIH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
STT3A,5,13,4,14,2,9,11,16,7,12,8,6,12,8,5,8,47,25,18,25,26,65,41,20,86,34,68,22,89,20
ITPA,4,4,0,1,1,2,2,2,2,1,1,0,3,2,4,1,6,3,5,6,2,8,4,1,15,12,34,13,44,9
ITPK1,3,4,4,0,2,3,2,4,4,1,4,0,3,2,2,2,16,12,3,4,8,8,1,0,31,9,73,9,81,13
ITPKA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,0,7,1
ITPKB,0,4,1,0,2,1,0,6,4,1,2,1,2,0,2,0,3,0,3,3,5,8,1,2,30,14,27,5,65,4
ITPR1,2,10,1,2,4,4,7,5,2,4,5,3,3,6,4,2,20,14,15,18,15,22,3,21,46,15,60,12,67,15
ITPR2,0,7,0,2,0,2,1,2,4,3,1,0,5,1,5,1,5,12,8,9,6,8,2,3,19,8,31,5,47,6
ITPR3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8,1,4,0
IVD,3,16,4,4,10,12,13,13,10,18,16,2,9,8,12,3,28,26,17,12,14,34,5,9,85,35,102,11,140,28
JAG2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,7,1,17,2
JAK1,5,13,6,7,1,6,15,11,13,12,12,4,23,9,13,9,62,41,19,49,20,43,13,22,81,23,99,23,215,19
JAK2,0,2,0,1,0,3,3,2,1,3,0,1,1,0,2,0,10,3,6,10,6,8,1,4,6,3,7,2,22,2
JARID2,25,23,8,17,15,27,31,36,34,30,25,12,21,23,20,19,114,75,62,85,52,93,92,50,185,120,329,68,584,115
JUN,10,18,4,12,6,22,21,15,19,22,27,9,26,19,14,7,72,22,31,38,112,163,62,78,494,58,168,35,409,46
JUNB,54,65,32,36,35,76,66,76,67,71,62,33,81,61,43,21,91,54,43,56,150,223,56,83,584,250,693,138,1248,230
JUND,71,105,30,65,38,75,77,102,87,82,74,25,79,62,50,40,239,125,118,91,300,422,300,194,782,352,702,173,1374,305
JUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD82,0,1,1,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,3,11,29,2,42,7
KARS1,6,10,3,4,1,6,5,10,5,9,6,3,9,4,6,5,26,10,15,14,13,27,27,16,44,15,64,17,90,29
KCNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
KCNA5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNA6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
KCNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNC3,2,5,0,4,0,3,0,3,1,1,0,1,3,7,3,2,7,6,6,3,3,2,0,2,15,59,128,25,227,37
KCNC4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,1,1,2,2,1,0,2,3,1,4,0,1,1
KCND1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,2,0,1,0,2,1,0,3,3,3,1,0,7,1
KCNE1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,6,6,4,2,14,1
KCNF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KCNG1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,3,0,1,3,8,2,0,10,0
KCNJ1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,2,4,9,10,3,8,17,0,0,0,2,0
KCNJ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ11,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,2,1
KCNJ13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ14,2,6,1,2,2,2,2,6,4,3,3,1,5,4,2,0,9,6,7,6,13,9,2,7,46,21,44,5,74,13
KCNJ15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0
KCNMB1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,2,1,1,0,0,2,1,0,2,0,9,0,1,0
KCNN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KCNN2,6,25,9,10,4,15,17,26,18,21,17,7,18,16,10,12,110,34,31,50,43,79,24,36,132,25,88,16,153,22
KCNN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KCNN4,10,14,3,3,7,8,12,12,9,6,13,3,7,6,11,1,20,13,15,7,6,10,9,3,29,23,102,13,159,37
KCNQ1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,2,2,3,4,0,5,1
KCNQ3,2,2,3,2,0,4,2,7,3,1,2,2,1,3,1,0,12,3,6,5,5,10,1,8,18,14,11,13,47,11
KCNS1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
KHK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,2
KIF2A,3,12,5,8,7,12,14,20,19,18,5,6,13,14,13,12,66,34,35,50,23,42,10,18,80,46,102,25,213,34
KIF3C,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,2,1,1,0,3,2
KIF5B,14,49,24,29,15,37,50,54,32,45,27,23,37,23,36,31,188,111,106,108,72,159,39,84,209,128,344,125,666,98
KIF5C,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,3,0,0,0,1,1,0,0,2,0,2,1,2,3
KIFC3,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,0,1,0,5,1
KIR2DL3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIT,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
KLRC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
KLC1,1,2,0,1,1,0,1,1,2,3,1,3,6,2,4,0,8,8,6,10,1,6,3,2,10,6,19,3,23,4
KIF11,9,19,4,13,6,8,18,14,11,16,9,5,11,7,3,13,52,48,51,43,17,20,5,19,45,29,118,20,191,24
KIFC1,1,0,1,0,1,1,1,0,1,0,1,0,2,1,0,1,2,4,1,1,0,3,2,2,3,2,6,3,14,1
KIF22,0,2,1,1,2,4,1,2,0,2,1,1,0,0,1,0,4,2,1,3,1,6,3,1,4,6,15,9,12,6
KPNA1,14,69,23,40,38,52,55,59,35,58,44,30,86,58,46,45,262,187,160,147,105,247,27,95,389,221,627,176,1087,177
KPNB1,52,93,27,46,29,63,86,67,58,66,51,27,76,51,50,36,264,144,152,189,100,198,160,96,344,259,653,157,1296,225
KPNA2,17,18,6,8,13,14,18,18,10,14,7,3,12,5,6,1,41,25,44,30,15,37,29,15,66,31,104,18,172,43
KPNA3,7,25,8,14,11,32,31,38,19,34,20,16,42,28,22,21,113,86,104,88,43,95,12,44,103,61,148,72,350,50
KPNA4,6,36,10,29,19,40,38,39,31,41,41,12,37,31,29,20,148,78,91,95,74,155,21,62,252,91,291,70,593,78
KPNA5,0,0,0,0,1,2,1,2,1,1,1,1,0,2,1,1,5,2,3,2,3,3,0,0,2,1,5,4,4,2
TNPO1,25,65,15,34,31,53,66,61,41,80,41,46,75,56,49,58,297,227,204,185,100,224,41,111,247,120,319,117,615,80
IPO5,16,39,20,14,11,33,17,29,23,22,12,8,18,16,19,9,87,61,42,39,19,66,21,33,115,59,215,43,432,56
KRAS,5,24,6,15,12,10,23,19,13,30,15,9,36,29,27,10,109,48,69,51,39,131,6,49,165,62,206,78,382,60
KRT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KRT8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,3,11,21,1,30,5
KRT10,2,6,5,2,2,6,8,6,4,10,3,2,9,4,3,4,27,14,12,19,7,26,6,8,34,24,43,13,100,17
KRT18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
KRT81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTN1,1,2,1,2,0,1,3,3,5,0,1,2,0,3,1,1,5,5,6,13,4,8,3,4,3,5,15,8,22,3
AFF3,6,5,5,4,2,9,10,15,2,6,12,6,9,13,11,9,23,18,23,18,22,25,1,16,95,23,83,16,134,25
LAIR1,28,89,27,41,35,62,54,73,48,64,43,24,46,45,48,30,240,171,141,121,104,184,40,63,395,158,542,93,772,133
LAIR2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,2,0,2,0
LAMA2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
LAMA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAMB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LAMC1,0,2,0,1,1,2,3,3,2,2,3,1,5,2,3,2,19,13,17,13,2,10,0,4,28,12,20,5,32,8
LAMP1,2,6,2,2,0,2,10,7,3,4,7,2,7,7,4,3,30,10,6,9,11,18,2,8,71,15,62,6,114,11
LAMP2,3,15,9,10,10,19,20,25,17,18,20,11,29,24,13,28,124,73,75,80,34,89,2,54,90,86,237,64,446,83
